jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,13/03/2021,11:00,AD COLLADO MEDIANO,LEGANES-RIVAS,6,0,,
Jornada 1,13/03/2021,18:30,HORTALEZA TM,C.D. TENIS DE MESA RIVAS,2,4,,
Jornada 2,13/03/2021,18:30,TENIS DE MESA PARLA - DRAGO TT,AD COLLADO MEDIANO,4,2,,
Jornada 3,14/03/2021,11:00,LEGANES-RIVAS,TENIS DE MESA PARLA - DRAGO TT,1,5,,
Jornada 4,27/03/2021,11:00,TENIS DE MESA PARLA - DRAGO TT,HORTALEZA TM,6,0,,
Jornada 4,27/03/2021,11:00,AD COLLADO MEDIANO,C.D. TENIS DE MESA RIVAS,3,3,,
Jornada 5,27/03/2021,18:30,AD COLLADO MEDIANO,HORTALEZA TM,6,0,,
Jornada 5,27/03/2021,18:30,LEGANES-RIVAS,C.D. TENIS DE MESA RIVAS,1,5,,
Jornada 6,28/03/2021,11:00,LEGANES-RIVAS,HORTALEZA TM,4,2,,
Jornada 6,28/03/2021,11:00,TENIS DE MESA PARLA - DRAGO TT,C.D. TENIS DE MESA RIVAS,5,1,,
Jornada 7,24/04/2021,11:00,TENIS DE MESA PARLA - DRAGO TT,LEGANES-RIVAS,4,2,,
Jornada 7,24/04/2021,18:30,C.D. TENIS DE MESA RIVAS,HORTALEZA TM,2,4,,
Jornada 8,24/04/2021,18:30,LEGANES-RIVAS,AD COLLADO MEDIANO,1,5,,
Jornada 9,25/04/2021,11:00,AD COLLADO MEDIANO,TENIS DE MESA PARLA - DRAGO TT,2,4,,
Jornada 10,08/05/2021,11:00,HORTALEZA TM,AD COLLADO MEDIANO,3,3,,
Jornada 10,08/05/2021,11:00,C.D. TENIS DE MESA RIVAS,LEGANES-RIVAS,5,1,,
Jornada 11,08/05/2021,18:30,HORTALEZA TM,TENIS DE MESA PARLA - DRAGO TT,4,2,,
Jornada 11,08/05/2021,18:30,C.D. TENIS DE MESA RIVAS,AD COLLADO MEDIANO,0,6,,
Jornada 12,09/05/2021,11:00,HORTALEZA TM,LEGANES-RIVAS,4,2,,
Jornada 12,09/05/2021,11:00,C.D. TENIS DE MESA RIVAS,TENIS DE MESA PARLA - DRAGO TT,5,1,,
