jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,13/03/2021,11:00,PANADERIA SANTY-NARON,CTM MILAGROSA,5,1,,
Jornada 1,13/03/2021,17:00,CAMBADOS TENIS DE MESA,PUB PATRIMONIO PONTEVEDRA,2,4,,
Jornada 2,13/03/2021,18:30,CTM MILAGROSA,VILAGARCIA  TENIS DE MESA,3,3,,
Jornada 3,13/03/2021,15:30,VILAGARCIA  TENIS DE MESA,PANADERIA SANTY-NARON,3,3,,
Jornada 4,27/03/2021,11:00,PANADERIA SANTY-NARON,CAMBADOS TENIS DE MESA,2,4,,
Jornada 4,27/03/2021,11:00,CTM MILAGROSA,PUB PATRIMONIO PONTEVEDRA,4,2,,
Jornada 5,27/03/2021,18:30,VILAGARCIA  TENIS DE MESA,CAMBADOS TENIS DE MESA,2,4,,
Jornada 5,27/03/2021,18:30,PANADERIA SANTY-NARON,PUB PATRIMONIO PONTEVEDRA,2,4,,
Jornada 6,28/03/2021,11:00,CTM MILAGROSA,CAMBADOS TENIS DE MESA,5,1,,
Jornada 6,28/03/2021,11:00,VILAGARCIA  TENIS DE MESA,PUB PATRIMONIO PONTEVEDRA,3,3,,
Jornada 7,24/04/2021,11:00,VILAGARCIA  TENIS DE MESA,CTM MILAGROSA,1,5,,
Jornada 7,25/04/2021,11:00,PUB PATRIMONIO PONTEVEDRA,CAMBADOS TENIS DE MESA,2,4,,
Jornada 8,24/04/2021,15:30,CTM MILAGROSA,PANADERIA SANTY-NARON,4,2,,
Jornada 9,24/04/2021,18:30,PANADERIA SANTY-NARON,VILAGARCIA  TENIS DE MESA,3,3,,
Jornada 10,08/05/2021,11:00,CAMBADOS TENIS DE MESA,PANADERIA SANTY-NARON,3,3,,
Jornada 10,08/05/2021,11:00,PUB PATRIMONIO PONTEVEDRA,CTM MILAGROSA,2,4,,
Jornada 11,08/05/2021,17:30,CAMBADOS TENIS DE MESA,VILAGARCIA  TENIS DE MESA,5,1,,
Jornada 11,08/05/2021,17:30,PUB PATRIMONIO PONTEVEDRA,PANADERIA SANTY-NARON,1,5,,
Jornada 12,09/05/2021,11:00,CAMBADOS TENIS DE MESA,CTM MILAGROSA,4,2,,
Jornada 12,09/05/2021,11:00,PUB PATRIMONIO PONTEVEDRA,VILAGARCIA  TENIS DE MESA,3,3,,
