jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,06/03/2021,10:00,SAN SEBASTIAN DE LOS REYES,ALUCHE T.M. - A,4,2,,
Jornada 1,06/03/2021,10:00,SEGHOS-SAN CRISTOBAL,CLUB ESCUELA T.M. GETAFE,4,2,,
Jornada 2,06/03/2021,15:00,HORTALEZA TM,ALUCHE T.M. - A,4,2,,
Jornada 2,06/03/2021,15:00,SAN SEBASTIAN DE LOS REYES,CLUB ESCUELA T.M. GETAFE,5,1,,
Jornada 3,06/03/2021,18:30,SEGHOS-SAN CRISTOBAL,ALUCHE T.M. - A,4,2,,
Jornada 3,06/03/2021,18:30,HORTALEZA TM,CLUB ESCUELA T.M. GETAFE,5,1,,
Jornada 4,20/03/2021,10:00,SAN SEBASTIAN DE LOS REYES,SEGHOS-SAN CRISTOBAL,3,3,,
Jornada 4,20/03/2021,17:00,ALUCHE T.M. - A,CLUB ESCUELA T.M. GETAFE,5,1,,
Jornada 5,20/03/2021,15:00,SEGHOS-SAN CRISTOBAL,HORTALEZA TM,3,3,,
Jornada 6,20/03/2021,18:30,HORTALEZA TM,SAN SEBASTIAN DE LOS REYES,3,3,,
Jornada 7,10/04/2021,10:00,ALUCHE T.M. - A,SAN SEBASTIAN DE LOS REYES,2,4,,
Jornada 7,10/04/2021,10:00,CLUB ESCUELA T.M. GETAFE,SEGHOS-SAN CRISTOBAL,2,4,,
Jornada 8,10/04/2021,15:00,ALUCHE T.M. - A,HORTALEZA TM,3,3,,
Jornada 8,10/04/2021,15:00,CLUB ESCUELA T.M. GETAFE,SAN SEBASTIAN DE LOS REYES,2,4,,
Jornada 9,10/04/2021,18:30,ALUCHE T.M. - A,SEGHOS-SAN CRISTOBAL,3,3,,
Jornada 9,10/04/2021,18:30,CLUB ESCUELA T.M. GETAFE,HORTALEZA TM,1,5,,
Jornada 10,01/05/2021,10:00,SEGHOS-SAN CRISTOBAL,SAN SEBASTIAN DE LOS REYES,1,5,,
Jornada 10,01/05/2021,17:00,CLUB ESCUELA T.M. GETAFE,ALUCHE T.M. - A,0,6,,
Jornada 11,01/05/2021,15:00,HORTALEZA TM,SEGHOS-SAN CRISTOBAL,4,2,,
Jornada 12,01/05/2021,18:30,SAN SEBASTIAN DE LOS REYES,HORTALEZA TM,4,2,,
