jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,06/03/2021,10:00,CENTRO NATACIÓN HELIOS,BORGES MASIA TERO,1,5,,
Jornada 1,06/03/2021,10:00,PUBLIMAX CAI SANTIAGO T.M.,CTT MOLLERUSSA SERVISIMÓ VW,5,1,,
Jornada 2,06/03/2021,15:00,SCHOOL ZARAGOZA GLOBAL SPEDITION,BORGES MASIA TERO,2,4,,
Jornada 2,06/03/2021,15:00,CENTRO NATACIÓN HELIOS,CTT MOLLERUSSA SERVISIMÓ VW,2,4,,
Jornada 3,06/03/2021,18:30,PUBLIMAX CAI SANTIAGO T.M.,BORGES MASIA TERO,3,3,,
Jornada 3,06/03/2021,18:30,SCHOOL ZARAGOZA GLOBAL SPEDITION,CTT MOLLERUSSA SERVISIMÓ VW,5,1,,
Jornada 4,20/03/2021,10:00,CENTRO NATACIÓN HELIOS,PUBLIMAX CAI SANTIAGO T.M.,2,4,,
Jornada 4,21/03/2021,11:00,BORGES MASIA TERO,CTT MOLLERUSSA SERVISIMÓ VW,5,1,,
Jornada 5,20/03/2021,15:00,PUBLIMAX CAI SANTIAGO T.M.,SCHOOL ZARAGOZA GLOBAL SPEDITION,4,2,,
Jornada 6,20/03/2021,18:30,SCHOOL ZARAGOZA GLOBAL SPEDITION,CENTRO NATACIÓN HELIOS,3,3,,
Jornada 7,10/04/2021,10:00,BORGES MASIA TERO,CENTRO NATACIÓN HELIOS,2,4,,
Jornada 7,10/04/2021,10:00,CTT MOLLERUSSA SERVISIMÓ VW,PUBLIMAX CAI SANTIAGO T.M.,1,5,,
Jornada 8,10/04/2021,15:00,BORGES MASIA TERO,SCHOOL ZARAGOZA GLOBAL SPEDITION,4,2,,
Jornada 8,10/04/2021,15:00,CTT MOLLERUSSA SERVISIMÓ VW,CENTRO NATACIÓN HELIOS,3,3,,
Jornada 9,10/04/2021,18:30,BORGES MASIA TERO,PUBLIMAX CAI SANTIAGO T.M.,5,1,,
Jornada 9,10/04/2021,18:30,CTT MOLLERUSSA SERVISIMÓ VW,SCHOOL ZARAGOZA GLOBAL SPEDITION,0,6,,
Jornada 10,01/05/2021,10:00,PUBLIMAX CAI SANTIAGO T.M.,CENTRO NATACIÓN HELIOS,1,5,,
Jornada 10,02/05/2021,11:00,CTT MOLLERUSSA SERVISIMÓ VW,BORGES MASIA TERO,0,6,,
Jornada 11,01/05/2021,15:00,SCHOOL ZARAGOZA GLOBAL SPEDITION,PUBLIMAX CAI SANTIAGO T.M.,3,3,,
Jornada 12,01/05/2021,18:30,CENTRO NATACIÓN HELIOS,SCHOOL ZARAGOZA GLOBAL SPEDITION,2,4,,
