jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,06/03/2021,10:00,OBERENA,MARPEX BERAUN ERRENTERIA TM,1,5,,
Jornada 1,06/03/2021,10:00,IRUN LEKA ENEA SECURHABITAT,CTM GASTEIZ,6,0,,
Jornada 2,06/03/2021,15:00,ATLETICO SAN SEBASTIAN,MARPEX BERAUN ERRENTERIA TM,0,6,,
Jornada 2,06/03/2021,15:00,OBERENA,CTM GASTEIZ,3,3,,
Jornada 3,06/03/2021,18:30,IRUN LEKA ENEA SECURHABITAT,MARPEX BERAUN ERRENTERIA TM,3,3,,
Jornada 3,06/03/2021,18:30,ATLETICO SAN SEBASTIAN,CTM GASTEIZ,1,5,,
Jornada 4,20/03/2021,10:00,IRUN LEKA ENEA SECURHABITAT,ATLETICO SAN SEBASTIAN,6,0,,
Jornada 4,20/03/2021,16:30,MARPEX BERAUN ERRENTERIA TM,CTM GASTEIZ,6,0,,
Jornada 5,20/03/2021,15:00,ATLETICO SAN SEBASTIAN,OBERENA,3,3,,
Jornada 6,20/03/2021,18:30,IRUN LEKA ENEA SECURHABITAT,OBERENA,4,2,,
Jornada 7,10/04/2021,10:00,MARPEX BERAUN ERRENTERIA TM,OBERENA,3,3,,
Jornada 7,10/04/2021,10:00,CTM GASTEIZ,IRUN LEKA ENEA SECURHABITAT,0,6,,
Jornada 8,10/04/2021,15:00,MARPEX BERAUN ERRENTERIA TM,ATLETICO SAN SEBASTIAN,6,0,,
Jornada 8,10/04/2021,15:00,CTM GASTEIZ,OBERENA,3,3,,
Jornada 9,10/04/2021,18:30,MARPEX BERAUN ERRENTERIA TM,IRUN LEKA ENEA SECURHABITAT,3,3,,
Jornada 9,10/04/2021,18:30,CTM GASTEIZ,ATLETICO SAN SEBASTIAN,4,2,,
Jornada 10,01/05/2021,11:00,CTM GASTEIZ,MARPEX BERAUN ERRENTERIA TM,0,6,,
Jornada 10,01/05/2021,15:00,IRUN LEKA ENEA SECURHABITAT,OBERENA,5,1,,
Jornada 11,01/05/2021,10:00,ATLETICO SAN SEBASTIAN,IRUN LEKA ENEA SECURHABITAT,1,5,,
Jornada 12,01/05/2021,18:30,OBERENA,ATLETICO SAN SEBASTIAN,4,2,,
