jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,13/03/2021,10:00,OROSO ABANCA,VISIT PONTEVEDRA,0,6,,
Jornada 1,13/03/2021,17:00,AUTOESCUELA CINANIA,ILLAS CÍES TM,3,3,,
Jornada 2,13/03/2021,15:00,CIDADE DE NARON,OROSO ABANCA,6,0,,
Jornada 3,13/03/2021,18:30,VISIT PONTEVEDRA,CIDADE DE NARON,1,5,,
Jornada 4,27/03/2021,10:00,VISIT PONTEVEDRA,AUTOESCUELA CINANIA,5,1,,
Jornada 4,27/03/2021,11:00,OROSO ABANCA,ILLAS CÍES TM,1,5,,
Jornada 5,27/03/2021,15:00,CIDADE DE NARON,AUTOESCUELA CINANIA,6,0,,
Jornada 5,27/03/2021,18:30,CIDADE DE NARON,ILLAS CÍES TM,4,2,,
Jornada 6,27/03/2021,18:30,OROSO ABANCA,AUTOESCUELA CINANIA,1,5,,
Jornada 6,28/03/2021,11:00,VISIT PONTEVEDRA,ILLAS CÍES TM,4,2,,
Jornada 7,24/04/2021,10:00,OROSO ABANCA,CIDADE DE NARON,0,6,,
Jornada 7,25/04/2021,10:00,ILLAS CÍES TM,AUTOESCUELA CINANIA,4,2,,
Jornada 8,24/04/2021,15:00,CIDADE DE NARON,VISIT PONTEVEDRA,4,2,,
Jornada 9,24/04/2021,18:30,VISIT PONTEVEDRA,OROSO ABANCA,6,0,,
Jornada 10,08/05/2021,10:00,AUTOESCUELA CINANIA,CIDADE DE NARON,2,4,,
Jornada 10,08/05/2021,11:00,ILLAS CÍES TM,VISIT PONTEVEDRA,3,3,,
Jornada 11,08/05/2021,15:00,AUTOESCUELA CINANIA,VISIT PONTEVEDRA,2,4,,
Jornada 11,08/05/2021,18:30,ILLAS CÍES TM,CIDADE DE NARON,2,4,,
Jornada 12,08/05/2021,18:30,AUTOESCUELA CINANIA,OROSO ABANCA,4,2,,
Jornada 12,09/05/2021,11:00,ILLAS CÍES TM,OROSO ABANCA,4,2,,
