jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,13/03/2021,11:00,ETM TORRELAVEGA,IRUN LEKA ENEA ASCENSORES BIDASOA,2,4,,
Jornada 1,13/03/2021,11:00,UNIVERSIDAD DE BURGOS - TPF,ATLETICO SAN SEBASTIAN,0,6,,
Jornada 2,13/03/2021,18:30,VASA ARROYO-CDO,IRUN LEKA ENEA ASCENSORES BIDASOA,0,6,,
Jornada 2,13/03/2021,18:30,ETM TORRELAVEGA,ATLETICO SAN SEBASTIAN,3,3,,
Jornada 3,14/03/2021,11:00,UNIVERSIDAD DE BURGOS - TPF,IRUN LEKA ENEA ASCENSORES BIDASOA,0,6,,
Jornada 3,14/03/2021,11:00,VASA ARROYO-CDO,ATLETICO SAN SEBASTIAN,0,6,,
Jornada 4,27/03/2021,11:00,ETM TORRELAVEGA,UNIVERSIDAD DE BURGOS - TPF,4,2,,
Jornada 4,28/03/2021,10:00,IRUN LEKA ENEA ASCENSORES BIDASOA,ATLETICO SAN SEBASTIAN,5,1,,
Jornada 5,27/03/2021,18:30,UNIVERSIDAD DE BURGOS - TPF,VASA ARROYO-CDO,4,2,,
Jornada 6,28/03/2021,11:00,VASA ARROYO-CDO,ETM TORRELAVEGA,1,5,,
Jornada 7,24/04/2021,11:00,IRUN LEKA ENEA ASCENSORES BIDASOA,ETM TORRELAVEGA,5,1,,
Jornada 7,24/04/2021,11:00,ATLETICO SAN SEBASTIAN,UNIVERSIDAD DE BURGOS - TPF,4,2,,
Jornada 8,24/04/2021,18:30,IRUN LEKA ENEA ASCENSORES BIDASOA,VASA ARROYO-CDO,6,0,,
Jornada 8,24/04/2021,18:30,ATLETICO SAN SEBASTIAN,ETM TORRELAVEGA,6,0,,
Jornada 9,25/04/2021,11:00,IRUN LEKA ENEA ASCENSORES BIDASOA,UNIVERSIDAD DE BURGOS - TPF,4,2,,
Jornada 9,25/04/2021,11:00,ATLETICO SAN SEBASTIAN,VASA ARROYO-CDO,5,1,,
Jornada 10,08/05/2021,11:00,UNIVERSIDAD DE BURGOS - TPF,ETM TORRELAVEGA,0,6,,
Jornada 10,09/05/2021,11:00,ATLETICO SAN SEBASTIAN,IRUN LEKA ENEA ASCENSORES BIDASOA,4,2,,
Jornada 11,08/05/2021,18:30,VASA ARROYO-CDO,UNIVERSIDAD DE BURGOS - TPF,2,4,,
Jornada 12,09/05/2021,11:00,ETM TORRELAVEGA,VASA ARROYO-CDO,3,3,,
