jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,06/03/2021,10:00,PATIO ANDALUZ  LA ZUBIA,TECNIGEN LINARES,3,3,,
Jornada 1,06/03/2021,10:00,CTM HUERCAL DE ALMERIA,HUJASE JAÉN AUTÉNTICA,2,4,,
Jornada 1,06/03/2021,10:00,CTM DAMA DE ELCHE,CLAN TECH2 TM CARTAGENA,6,0,,
Jornada 2,06/03/2021,12:30,CLAN TECH2 TM CARTAGENA,C.T.T. MEDITERRANEO-VALENCIA,3,3,,
Jornada 2,06/03/2021,15:00,PATIO ANDALUZ  LA ZUBIA,CTM HUERCAL DE ALMERIA,3,3,,
Jornada 2,06/03/2021,15:00,TECNIGEN LINARES,HUJASE JAÉN AUTÉNTICA,2,4,,
Jornada 3,06/03/2021,16:30,C.T.T. MEDITERRANEO-VALENCIA,CTM DAMA DE ELCHE,0,6,,
Jornada 3,06/03/2021,18:30,PATIO ANDALUZ  LA ZUBIA,HUJASE JAÉN AUTÉNTICA,1,5,,
Jornada 3,06/03/2021,18:30,TECNIGEN LINARES,CTM HUERCAL DE ALMERIA,2,4,,
Jornada 4,20/03/2021,12:30,TECNIGEN LINARES,CLAN TECH2 TM CARTAGENA,2,4,,
Jornada 4,20/03/2021,12:30,CTM HUERCAL DE ALMERIA,C.T.T. MEDITERRANEO-VALENCIA,4,2,,
Jornada 4,20/03/2021,12:30,HUJASE JAÉN AUTÉNTICA,CTM DAMA DE ELCHE,4,2,,
Jornada 5,20/03/2021,16:30,PATIO ANDALUZ  LA ZUBIA,CLAN TECH2 TM CARTAGENA,3,3,,
Jornada 5,20/03/2021,16:30,TECNIGEN LINARES,C.T.T. MEDITERRANEO-VALENCIA,4,2,,
Jornada 5,20/03/2021,16:30,CTM HUERCAL DE ALMERIA,CTM DAMA DE ELCHE,0,6,,
Jornada 6,20/03/2021,19:00,CTM HUERCAL DE ALMERIA,CLAN TECH2 TM CARTAGENA,3,3,,
Jornada 6,20/03/2021,19:00,HUJASE JAÉN AUTÉNTICA,C.T.T. MEDITERRANEO-VALENCIA,6,0,,
Jornada 6,20/03/2021,19:00,PATIO ANDALUZ  LA ZUBIA,CTM DAMA DE ELCHE,1,5,,
Jornada 7,21/03/2021,10:00,HUJASE JAÉN AUTÉNTICA,CLAN TECH2 TM CARTAGENA,4,2,,
Jornada 7,21/03/2021,10:00,PATIO ANDALUZ  LA ZUBIA,C.T.T. MEDITERRANEO-VALENCIA,3,3,,
Jornada 7,21/03/2021,10:00,TECNIGEN LINARES,CTM DAMA DE ELCHE,0,6,,
Jornada 8,10/04/2021,10:00,TECNIGEN LINARES,PATIO ANDALUZ  LA ZUBIA,2,4,,
Jornada 8,10/04/2021,10:00,HUJASE JAÉN AUTÉNTICA,CTM HUERCAL DE ALMERIA,5,1,,
Jornada 8,10/04/2021,10:00,CLAN TECH2 TM CARTAGENA,CTM DAMA DE ELCHE,1,5,,
Jornada 9,10/04/2021,12:30,C.T.T. MEDITERRANEO-VALENCIA,CLAN TECH2 TM CARTAGENA,2,4,,
Jornada 9,10/04/2021,15:00,CTM HUERCAL DE ALMERIA,PATIO ANDALUZ  LA ZUBIA,4,2,,
Jornada 9,10/04/2021,15:00,HUJASE JAÉN AUTÉNTICA,TECNIGEN LINARES,3,3,,
Jornada 10,10/04/2021,16:30,CTM DAMA DE ELCHE,C.T.T. MEDITERRANEO-VALENCIA,6,0,,
Jornada 10,10/04/2021,18:30,HUJASE JAÉN AUTÉNTICA,PATIO ANDALUZ  LA ZUBIA,5,1,,
Jornada 10,10/04/2021,18:30,CTM HUERCAL DE ALMERIA,TECNIGEN LINARES,2,4,,
Jornada 11,01/05/2021,10:00,CLAN TECH2 TM CARTAGENA,CTM HUERCAL DE ALMERIA,2,4,,
Jornada 11,01/05/2021,10:00,C.T.T. MEDITERRANEO-VALENCIA,HUJASE JAÉN AUTÉNTICA,1,5,,
Jornada 11,01/05/2021,10:00,CTM DAMA DE ELCHE,PATIO ANDALUZ  LA ZUBIA,5,1,,
Jornada 12,01/05/2021,12:30,CLAN TECH2 TM CARTAGENA,HUJASE JAÉN AUTÉNTICA,2,4,,
Jornada 12,01/05/2021,12:30,C.T.T. MEDITERRANEO-VALENCIA,PATIO ANDALUZ  LA ZUBIA,1,5,,
Jornada 12,01/05/2021,12:30,CTM DAMA DE ELCHE,TECNIGEN LINARES,5,1,,
Jornada 13,01/05/2021,16:30,CLAN TECH2 TM CARTAGENA,PATIO ANDALUZ  LA ZUBIA,3,3,,
Jornada 13,01/05/2021,16:30,C.T.T. MEDITERRANEO-VALENCIA,TECNIGEN LINARES,4,2,,
Jornada 13,01/05/2021,16:30,CTM DAMA DE ELCHE,CTM HUERCAL DE ALMERIA,4,2,,
Jornada 14,01/05/2021,19:00,CLAN TECH2 TM CARTAGENA,TECNIGEN LINARES,4,2,,
Jornada 14,01/05/2021,19:00,C.T.T. MEDITERRANEO-VALENCIA,CTM HUERCAL DE ALMERIA,2,4,,
Jornada 14,01/05/2021,19:00,CTM DAMA DE ELCHE,HUJASE JAÉN AUTÉNTICA,4,2,,
