jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,06/03/2021,10:00,PORTMANY - CARMEN PELUQUEROS,CTT VILABLAREIX,4,2,,
Jornada 2,06/03/2021,10:00,CTT ELS AMICS TERRASSA,CLUB TENNIS TAULA TORELLÓ,2,4,,
Jornada 3,06/03/2021,15:00,PORTMANY - CARMEN PELUQUEROS,CTT ELS AMICS TERRASSA,4,2,,
Jornada 4,20/03/2021,16:30,CTT VILABLAREIX,CLUB TENNIS TAULA TORELLÓ,0,6,,
Jornada 5,06/03/2021,18:00,PORTMANY - CARMEN PELUQUEROS,CLUB TENNIS TAULA TORELLÓ,3,3,,
Jornada 6,06/03/2021,18:00,CTT ELS AMICS TERRASSA,CTT VILABLAREIX,5,1,,
Jornada 7,10/04/2021,10:00,CTT VILABLAREIX,PORTMANY - CARMEN PELUQUEROS,2,4,,
Jornada 8,10/04/2021,10:00,CLUB TENNIS TAULA TORELLÓ,CTT ELS AMICS TERRASSA,3,3,,
Jornada 9,10/04/2021,15:00,CTT ELS AMICS TERRASSA,PORTMANY - CARMEN PELUQUEROS,3,3,,
Jornada 10,01/05/2021,17:30,CLUB TENNIS TAULA TORELLÓ,CTT VILABLAREIX,2,4,,
Jornada 11,10/04/2021,18:00,CLUB TENNIS TAULA TORELLÓ,PORTMANY - CARMEN PELUQUEROS,4,2,,
Jornada 12,10/04/2021,18:00,CTT VILABLAREIX,CTT ELS AMICS TERRASSA,0,6,,
