jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,28/09/2024,17:00,TECNIGEN LINARES,INDIANA GAMES LINARES,4,2,,
Jornada 1,28/09/2024,17:00,C.T.T. MEDITERRANEO-VALENCIA,C.T.M. JEREZ,2,4,,
Jornada 1,28/09/2024,17:30,SON CLADERA TTC,COVICSA-CTT SANTA EULARIA,6,0,,
Jornada 1,29/09/2024,11:00,REAL CIRCULO DE LABRADORES,CD NERVION TENIS DE MESA CITY,1,5,,
Jornada 1,29/09/2024,11:00,CTM ALCALÁ TRÉBOL MODA,MUSEO DE LA ALMENDRA FRANCISCO MORALES,0,6,,
Jornada 2,05/10/2024,17:00,C.T.T. MEDITERRANEO-VALENCIA,TECNIGEN LINARES,4,2,,
Jornada 2,06/10/2024,11:00,REAL CIRCULO DE LABRADORES,CTM ALCALÁ TRÉBOL MODA,4,3,,
Jornada 2,06/10/2024,11:00,C.T.M. JEREZ,INDIANA GAMES LINARES,4,3,,
Jornada 3,12/10/2024,10:30,C.T.M. JEREZ,COVICSA-CTT SANTA EULARIA,2,4,,
Jornada 3,12/10/2024,17:00,INDIANA GAMES LINARES,MUSEO DE LA ALMENDRA FRANCISCO MORALES,2,4,,
Jornada 3,12/10/2024,17:30,SON CLADERA TTC,C.T.T. MEDITERRANEO-VALENCIA,5,1,,
Jornada 3,12/10/2024,19:00,CD NERVION TENIS DE MESA CITY,COVICSA-CTT SANTA EULARIA,1,5,,
Jornada 3,13/10/2024,11:00,CTM ALCALÁ TRÉBOL MODA,TECNIGEN LINARES,0,6,,
Jornada 3,13/10/2024,11:00,REAL CIRCULO DE LABRADORES,COVICSA-CTT SANTA EULARIA,1,5,,
Jornada 4,19/10/2024,17:00,C.T.M. JEREZ,REAL CIRCULO DE LABRADORES,4,2,,
Jornada 4,19/10/2024,17:00,TECNIGEN LINARES,SON CLADERA TTC,2,4,,
Jornada 4,20/10/2024,11:00,INDIANA GAMES LINARES,SON CLADERA TTC,4,3,,
Jornada 5,26/10/2024,17:00,C.T.T. MEDITERRANEO-VALENCIA,CD NERVION TENIS DE MESA CITY,1,5,,
Jornada 5,26/10/2024,18:00,MUSEO DE LA ALMENDRA FRANCISCO MORALES,REAL CIRCULO DE LABRADORES,6,0,,
Jornada 6,09/11/2024,17:00,INDIANA GAMES LINARES,REAL CIRCULO DE LABRADORES,4,2,,
Jornada 6,09/11/2024,17:00,C.T.M. JEREZ,TECNIGEN LINARES,4,3,,
Jornada 6,09/11/2024,17:30,SON CLADERA TTC,MUSEO DE LA ALMENDRA FRANCISCO MORALES,1,5,,
Jornada 6,10/11/2024,10:00,COVICSA-CTT SANTA EULARIA,MUSEO DE LA ALMENDRA FRANCISCO MORALES,2,4,,
Jornada 6,10/11/2024,10:30,CD NERVION TENIS DE MESA CITY,CTM ALCALÁ TRÉBOL MODA,5,1,,
Jornada 7,16/11/2024,18:00,MUSEO DE LA ALMENDRA FRANCISCO MORALES,C.T.M. JEREZ,6,0,,
Jornada 7,17/11/2024,10:00,COVICSA-CTT SANTA EULARIA,CTM ALCALÁ TRÉBOL MODA,5,1,,
Jornada 7,17/11/2024,10:30,CD NERVION TENIS DE MESA CITY,INDIANA GAMES LINARES,5,1,,
Jornada 7,17/11/2024,11:00,REAL CIRCULO DE LABRADORES,TECNIGEN LINARES,2,4,,
Jornada 8,23/11/2024,17:00,INDIANA GAMES LINARES,COVICSA-CTT SANTA EULARIA,2,4,,
Jornada 8,23/11/2024,18:00,MUSEO DE LA ALMENDRA FRANCISCO MORALES,C.T.T. MEDITERRANEO-VALENCIA,3,4,,
Jornada 8,24/11/2024,10:30,CD NERVION TENIS DE MESA CITY,C.T.M. JEREZ,2,4,,
Jornada 8,24/11/2024,11:00,TECNIGEN LINARES,COVICSA-CTT SANTA EULARIA,2,4,,
Jornada 8,24/11/2024,11:00,CTM ALCALÁ TRÉBOL MODA,C.T.T. MEDITERRANEO-VALENCIA,3,4,,
Jornada 9,30/11/2024,11:00,REAL CIRCULO DE LABRADORES,SON CLADERA TTC,1,5,,
Jornada 9,30/11/2024,17:00,TECNIGEN LINARES,MUSEO DE LA ALMENDRA FRANCISCO MORALES,2,4,,
Jornada 9,30/11/2024,17:00,C.T.M. JEREZ,SON CLADERA TTC,2,4,,
Jornada 9,01/12/2024,10:00,COVICSA-CTT SANTA EULARIA,C.T.T. MEDITERRANEO-VALENCIA,5,1,,
Jornada 9,01/12/2024,10:30,CD NERVION TENIS DE MESA CITY,SON CLADERA TTC,4,2,,
Jornada 9,01/12/2024,11:00,CTM ALCALÁ TRÉBOL MODA,INDIANA GAMES LINARES,1,5,,
Jornada 10,14/12/2024,17:00,C.T.T. MEDITERRANEO-VALENCIA,REAL CIRCULO DE LABRADORES,4,2,,
Jornada 10,14/12/2024,17:30,SON CLADERA TTC,CTM ALCALÁ TRÉBOL MODA,4,2,,
Jornada 10,14/12/2024,18:00,MUSEO DE LA ALMENDRA FRANCISCO MORALES,CD NERVION TENIS DE MESA CITY,5,1,,
Jornada 11,11/01/2025,17:00,TECNIGEN LINARES,CD NERVION TENIS DE MESA CITY,4,2,,
Jornada 11,11/01/2025,17:00,C.T.T. MEDITERRANEO-VALENCIA,INDIANA GAMES LINARES,2,4,,
Jornada 11,12/01/2025,11:00,CTM ALCALÁ TRÉBOL MODA,C.T.M. JEREZ,2,4,,
Jornada 12,18/01/2025,17:00,INDIANA GAMES LINARES,CD NERVION TENIS DE MESA CITY,3,4,,
Jornada 12,18/01/2025,17:00,TECNIGEN LINARES,CTM ALCALÁ TRÉBOL MODA,6,0,,
Jornada 12,19/01/2025,10:00,COVICSA-CTT SANTA EULARIA,SON CLADERA TTC,6,0,,
Jornada 12,19/01/2025,11:00,REAL CIRCULO DE LABRADORES,MUSEO DE LA ALMENDRA FRANCISCO MORALES,0,6,,
Jornada 13,01/02/2025,17:00,TECNIGEN LINARES,REAL CIRCULO DE LABRADORES,5,1,,
Jornada 13,01/02/2025,17:00,C.T.M. JEREZ,CTM ALCALÁ TRÉBOL MODA,4,2,,
Jornada 13,01/02/2025,17:30,SON CLADERA TTC,INDIANA GAMES LINARES,4,3,,
Jornada 14,08/02/2025,17:00,INDIANA GAMES LINARES,TECNIGEN LINARES,0,6,,
Jornada 14,08/02/2025,17:00,C.T.T. MEDITERRANEO-VALENCIA,SON CLADERA TTC,5,1,,
Jornada 14,09/02/2025,10:00,COVICSA-CTT SANTA EULARIA,C.T.M. JEREZ,3,4,,
Jornada 14,09/02/2025,11:00,CTM ALCALÁ TRÉBOL MODA,REAL CIRCULO DE LABRADORES,4,2,,
Jornada 15,15/02/2025,17:00,C.T.M. JEREZ,MUSEO DE LA ALMENDRA FRANCISCO MORALES,4,3,,
Jornada 15,15/02/2025,17:00,TECNIGEN LINARES,C.T.T. MEDITERRANEO-VALENCIA,5,1,,
Jornada 15,15/02/2025,17:30,SON CLADERA TTC,CD NERVION TENIS DE MESA CITY,1,5,,
Jornada 15,16/02/2025,10:00,COVICSA-CTT SANTA EULARIA,CD NERVION TENIS DE MESA CITY,2,4,,
Jornada 15,16/02/2025,11:00,INDIANA GAMES LINARES,C.T.T. MEDITERRANEO-VALENCIA,4,2,,
Jornada 16,08/03/2025,18:00,MUSEO DE LA ALMENDRA FRANCISCO MORALES,SON CLADERA TTC,4,3,,
Jornada 16,09/03/2025,10:30,CD NERVION TENIS DE MESA CITY,TECNIGEN LINARES,2,4,,
Jornada 16,09/03/2025,11:00,REAL CIRCULO DE LABRADORES,INDIANA GAMES LINARES,4,2,,
Jornada 16,09/03/2025,11:00,CTM ALCALÁ TRÉBOL MODA,SON CLADERA TTC,5,1,,
Jornada 17,15/03/2025,17:00,C.T.M. JEREZ,CD NERVION TENIS DE MESA CITY,4,3,,
Jornada 17,15/03/2025,18:00,MUSEO DE LA ALMENDRA FRANCISCO MORALES,CTM ALCALÁ TRÉBOL MODA,6,0,,
Jornada 17,16/03/2025,10:00,COVICSA-CTT SANTA EULARIA,INDIANA GAMES LINARES,2,4,,
Jornada 18,22/03/2025,17:00,INDIANA GAMES LINARES,C.T.M. JEREZ,0,6,,
Jornada 18,22/03/2025,17:00,C.T.T. MEDITERRANEO-VALENCIA,MUSEO DE LA ALMENDRA FRANCISCO MORALES,0,6,,
