Match format,Day number,Local team id,Local team name,Visitor team id,Visitor team name,Player 1 Name,Player 1 License,Player 1 Letter,Player 2 Name,Player 2 License,Player 2 Letter,Player 1-2 Name,Player 1-2 License,Player 2-2 Name,Player 2-2 License,Set 1,Set 2,Set 3,Set 4,Set 5,Result,Score Count
singles,1,3,GIRBAU VIC T.T.,9,UCAM CARTAGENA TM,SOFIA-XUAN ZHANG XU, 8195 ,A,FEN LI, 34298 ,Y,,,,,9-11,8-11,11-6,6-11,,1-3,0 - 1
singles,1,3,GIRBAU VIC T.T.,9,UCAM CARTAGENA TM,CHARLOTTE CAREY, 33839 ,B,MARIA XIAO YAO, 9486 ,X,,,,,9-11,15-13,9-11,7-11,,1-3,0 - 2
singles,1,3,GIRBAU VIC T.T.,9,UCAM CARTAGENA TM,MISS TAMOLWAN KHETKHUAN, 37049 ,C,DORA MADARASZ, 37651 ,Z,,,,,11-9,11-7,11-7,,,3-0,1 - 2
doubles,1,3,GIRBAU VIC T.T.,9,UCAM CARTAGENA TM,,,D,,,D,CHARLOTTE CAREY ,33839,MISS TAMOLWAN KHETKHUAN ,37049,2-11,9-11,7-11,,,0-3,1 - 3
singles,1,3,GIRBAU VIC T.T.,9,UCAM CARTAGENA TM,SOFIA-XUAN ZHANG XU, 8195 ,A,MARIA XIAO YAO, 9486 ,X,,,,,7-11,11-7,10-12,4-11,,1-3,1 - 4
singles,2,20191255,CLUB TENIS DE MESA VEGAS DEL GENIL,3,GIRBAU VIC T.T.,PAULA ANDREA MEDINA BERMUDEZ, 31697 ,A,MISS TAMOLWAN KHETKHUAN, 37049 ,Y,,,,,8-11,8-11,11-8,10-12,,1-3,0 - 1
singles,2,20191255,CLUB TENIS DE MESA VEGAS DEL GENIL,3,GIRBAU VIC T.T.,ANDREA PÉREZ RAMÍREZ, 11199 ,B,SOFIA-XUAN ZHANG XU, 8195 ,X,,,,,3-11,6-11,3-11,,,0-3,0 - 2
singles,2,20191255,CLUB TENIS DE MESA VEGAS DEL GENIL,3,GIRBAU VIC T.T.,ANA PEDREGOSA LADRON DE GUEVARA, 19220 ,C,CHARLOTTE CAREY, 33839 ,Z,,,,,11-9,6-11,11-8,4-11,11-6,3-2,1 - 2
doubles,2,20191255,CLUB TENIS DE MESA VEGAS DEL GENIL,3,GIRBAU VIC T.T.,,,D,,,D,PAULA ANDREA MEDINA BERMUDEZ,31697,ANA PEDREGOSA LADRON DE GUEVARA,19220,4-11,6-11,4-11,,,0-3,1 - 3
singles,2,20191255,CLUB TENIS DE MESA VEGAS DEL GENIL,3,GIRBAU VIC T.T.,PAULA ANDREA MEDINA BERMUDEZ, 31697 ,A,SOFIA-XUAN ZHANG XU, 8195 ,X,,,,,4-11,11-8,17-19,7-11,,1-3,1 - 4
singles,3,3,GIRBAU VIC T.T.,1052,TECNIGEN LINARES,VALERIIA SHCHERBATYKH, 37691 ,A,MISS TAMOLWAN KHETKHUAN, 37049 ,Y,,,,,12-10,11-9,11-13,6-11,10-12,2-3,0 - 1
singles,3,3,GIRBAU VIC T.T.,1052,TECNIGEN LINARES,ROXANA ANA MARIA ISTRATE, 22026 ,B,SOFIA-XUAN ZHANG XU, 8195 ,X,,,,,11-9,11-7,13-11,,,3-0,1 - 1
singles,3,3,GIRBAU VIC T.T.,1052,TECNIGEN LINARES,PAULA BUENO BUENO, 3909 ,C,CHARLOTTE CAREY, 33839 ,Z,,,,,8-11,7-11,2-11,,,0-3,1 - 2
doubles,3,3,GIRBAU VIC T.T.,1052,TECNIGEN LINARES,,,D,,,D,ROXANA ANA MARIA ISTRATE ,22026,VALERIIA SHCHERBATYKH ,37691,9-11,12-10,9-11,6-11,,1-3,1 - 3
singles,3,3,GIRBAU VIC T.T.,1052,TECNIGEN LINARES,VALERIIA SHCHERBATYKH, 37691 ,A,SOFIA-XUAN ZHANG XU, 8195 ,X,,,,,11-9,11-7,11-9,,,3-0,2 - 3
singles,3,3,GIRBAU VIC T.T.,1052,TECNIGEN LINARES,PAULA BUENO BUENO, 3909 ,C,MISS TAMOLWAN KHETKHUAN, 37049 ,Y,,,,,5-11,6-11,6-11,,,0-3,2 - 4
singles,4,3,GIRBAU VIC T.T.,10422,TENNIS TAULA TRAMUNTANA FIGUERES,MISS TAMOLWAN KHETKHUAN, 37049 ,A,JANA RIERA MOLONS, 16388 ,Y,,,,,9-11,8-11,11-5,5-11,,1-3,0 - 1
singles,4,3,GIRBAU VIC T.T.,10422,TENNIS TAULA TRAMUNTANA FIGUERES,CHARLOTTE CAREY, 33839 ,B,TIN-TIN HO, 37534 ,X,,,,,11-6,7-11,13-11,9-11,10-12,2-3,0 - 2
singles,4,3,GIRBAU VIC T.T.,10422,TENNIS TAULA TRAMUNTANA FIGUERES,SOFIA-XUAN ZHANG XU, 8195 ,C,MARIIA MALANINA, 36430 ,Z,,,,,7-11,7-11,11-6,3-11,,1-3,0 - 3
doubles,4,3,GIRBAU VIC T.T.,10422,TENNIS TAULA TRAMUNTANA FIGUERES,,,D,,,D,SOFIA-XUAN ZHANG XU,8195,MISS TAMOLWAN KHETKHUAN ,37049,11-7,6-11,11-5,9-11,11-6,3-2,1 - 3
singles,4,3,GIRBAU VIC T.T.,10422,TENNIS TAULA TRAMUNTANA FIGUERES,MISS TAMOLWAN KHETKHUAN, 37049 ,A,TIN-TIN HO, 37534 ,X,,,,,6-11,11-8,11-5,12-10,,3-1,2 - 3
singles,4,3,GIRBAU VIC T.T.,10422,TENNIS TAULA TRAMUNTANA FIGUERES,SOFIA-XUAN ZHANG XU, 8195 ,C,JANA RIERA MOLONS, 16388 ,Y,,,,,11-2,11-8,11-5,,,3-0,3 - 3
singles,4,3,GIRBAU VIC T.T.,10422,TENNIS TAULA TRAMUNTANA FIGUERES,CHARLOTTE CAREY, 33839 ,B,MARIIA MALANINA, 36430 ,Z,,,,,9-11,8-11,5-11,,,0-3,3 - 4
singles,5,1221,MUSEO DE LA ALMENDRA FRANCISCO MORALES,3,GIRBAU VIC T.T.,MISS TAMOLWAN KHETKHUAN, 37049 ,A,YOLANDA ENRIQUEZ RIVERA, 9165 ,Y,,,,,12-10,11-9,11-7,,,3-0,1 - 0
singles,5,1221,MUSEO DE LA ALMENDRA FRANCISCO MORALES,3,GIRBAU VIC T.T.,SOFIA-XUAN ZHANG XU, 8195 ,B,MARIJA GALONJA, 17113 ,X,,,,,11-8,9-11,11-8,5-11,17-15,3-2,2 - 0
singles,5,1221,MUSEO DE LA ALMENDRA FRANCISCO MORALES,3,GIRBAU VIC T.T.,CHARLOTTE CAREY, 33839 ,C,ANA GARCIA MONTERO, 9863 ,Z,,,,,11-8,11-5,11-9,,,3-0,3 - 0
doubles,5,1221,MUSEO DE LA ALMENDRA FRANCISCO MORALES,3,GIRBAU VIC T.T.,,,D,,,D,SOFIA-XUAN ZHANG XU,8195,MISS TAMOLWAN KHETKHUAN ,37049,11-4,8-11,11-5,11-2,,3-1,4 - 0
singles,6,9,UCAM CARTAGENA TM,3,GIRBAU VIC T.T.,MARIA XIAO YAO, 9486 ,A,CAMILA RENATA MOSCOSO RAYA, 27607 ,Y,,,,,11-6,11-3,11-8,,,3-0,1 - 0
singles,6,9,UCAM CARTAGENA TM,3,GIRBAU VIC T.T.,DORA MADARASZ, 37651 ,B,SILVIA COLL SOLA, 21634 ,X,,,,,11-9,15-13,11-5,,,3-0,2 - 0
singles,6,9,UCAM CARTAGENA TM,3,GIRBAU VIC T.T.,SILVIA ASIS DE SOUZA ERDELJI, 31669 ,C,SOFIA-XUAN ZHANG XU, 8195 ,Z,,,,,11-7,11-4,9-11,11-8,,3-1,3 - 0
doubles,6,9,UCAM CARTAGENA TM,3,GIRBAU VIC T.T.,,,D,,,D,MARIA XIAO YAO,9486,DORA MADARASZ ,37651,11-6,12-10,11-5,,,3-0,4 - 0
singles,7,3,GIRBAU VIC T.T.,20191255,CLUB TENIS DE MESA VEGAS DEL GENIL,WANWISA AUEAWIRIYAYOTHIN, 38470 ,A,CHARLOTTE CAREY, 33839 ,Y,,,,,11-6,8-11,8-11,8-11,,1-3,0 - 1
singles,7,3,GIRBAU VIC T.T.,20191255,CLUB TENIS DE MESA VEGAS DEL GENIL,ANA PEDREGOSA LADRON DE GUEVARA, 19220 ,B,SOFIA-XUAN ZHANG XU, 8195 ,X,,,,,3-11,8-11,6-11,,,0-3,0 - 2
singles,7,3,GIRBAU VIC T.T.,20191255,CLUB TENIS DE MESA VEGAS DEL GENIL,PAULA ANDREA MEDINA BERMUDEZ, 31697 ,C,SILVIA COLL SOLA, 21634 ,Z,,,,,13-15,11-9,9-11,10-12,,1-3,0 - 3
doubles,7,3,GIRBAU VIC T.T.,20191255,CLUB TENIS DE MESA VEGAS DEL GENIL,,,D,,,D,WANWISA AUEAWIRIYAYOTHIN ,38470,PAULA ANDREA MEDINA BERMUDEZ,31697,10-12,8-11,6-11,,,0-3,0 - 4
singles,8,1052,TECNIGEN LINARES,3,GIRBAU VIC T.T.,MISS TAMOLWAN KHETKHUAN, 37049 ,A,ORAWAN PARANANG, 31713 ,Y,,,,,8-11,7-11,7-11,,,0-3,0 - 1
singles,8,1052,TECNIGEN LINARES,3,GIRBAU VIC T.T.,CHARLOTTE CAREY, 33839 ,B,ROXANA ANA MARIA ISTRATE, 22026 ,X,,,,,6-11,7-11,7-11,,,0-3,0 - 2
