Match format,Day number,Local team id,Local team name,Visitor team id,Visitor team name,Player 1 Name,Player 1 License,Player 1 Letter,Player 2 Name,Player 2 License,Player 2 Letter,Player 1-2 Name,Player 1-2 License,Player 2-2 Name,Player 2-2 License,Set 1,Set 2,Set 3,Set 4,Set 5,Result,Score Count
singles,1,20191255,CLUB TENIS DE MESA VEGAS DEL GENIL,1052,TECNIGEN LINARES,PAULA ANDREA MEDINA BERMUDEZ, 31697 ,A,VALERIIA SHCHERBATYKH, 37691 ,Y,,,,,4-11,6-11,7-11,,,0-3,0 - 1
singles,1,20191255,CLUB TENIS DE MESA VEGAS DEL GENIL,1052,TECNIGEN LINARES,ANDREA PÉREZ RAMÍREZ, 11199 ,B,ROXANA ANA MARIA ISTRATE, 22026 ,X,,,,,2-11,2-11,4-11,,,0-3,0 - 2
singles,1,20191255,CLUB TENIS DE MESA VEGAS DEL GENIL,1052,TECNIGEN LINARES,ANA PEDREGOSA LADRON DE GUEVARA, 19220 ,C,PAULA BUENO BUENO, 3909 ,Z,,,,,6-11,11-7,11-8,11-8,,3-1,1 - 2
doubles,1,20191255,CLUB TENIS DE MESA VEGAS DEL GENIL,1052,TECNIGEN LINARES,,,D,,,D,PAULA ANDREA MEDINA BERMUDEZ,31697,ANA PEDREGOSA LADRON DE GUEVARA,19220,11-8,4-11,6-11,6-11,,1-3,1 - 3
singles,1,20191255,CLUB TENIS DE MESA VEGAS DEL GENIL,1052,TECNIGEN LINARES,PAULA ANDREA MEDINA BERMUDEZ, 31697 ,A,ROXANA ANA MARIA ISTRATE, 22026 ,X,,,,,7-11,7-11,6-11,,,0-3,1 - 4
singles,2,1052,TECNIGEN LINARES,1221,MUSEO DE LA ALMENDRA FRANCISCO MORALES,ORAWAN PARANANG, 31713 ,A,LUCIA LOPEZ CUENCA, 19107 ,Y,,,,,11-6,11-5,11-4,,,3-0,1 - 0
singles,2,1052,TECNIGEN LINARES,1221,MUSEO DE LA ALMENDRA FRANCISCO MORALES,GLORIA PANADERO SANTOS, 1422 ,B,ANA GARCIA MONTERO, 9863 ,X,,,,,4-11,7-11,7-11,,,0-3,1 - 1
singles,2,1052,TECNIGEN LINARES,1221,MUSEO DE LA ALMENDRA FRANCISCO MORALES,ROXANA ANA MARIA ISTRATE, 22026 ,C,MARIJA GALONJA, 17113 ,Z,,,,,7-11,6-11,12-10,11-7,11-5,3-2,2 - 1
doubles,2,1052,TECNIGEN LINARES,1221,MUSEO DE LA ALMENDRA FRANCISCO MORALES,,,D,,,D,ROXANA ANA MARIA ISTRATE ,22026,ORAWAN PARANANG ,31713,9-11,11-3,11-7,11-5,,3-1,3 - 1
singles,2,1052,TECNIGEN LINARES,1221,MUSEO DE LA ALMENDRA FRANCISCO MORALES,ORAWAN PARANANG, 31713 ,A,ANA GARCIA MONTERO, 9863 ,X,,,,,11-13,11-8,13-11,11-5,,3-1,4 - 1
singles,3,3,GIRBAU VIC T.T.,1052,TECNIGEN LINARES,VALERIIA SHCHERBATYKH, 37691 ,A,MISS TAMOLWAN KHETKHUAN, 37049 ,Y,,,,,12-10,11-9,11-13,6-11,10-12,2-3,0 - 1
singles,3,3,GIRBAU VIC T.T.,1052,TECNIGEN LINARES,ROXANA ANA MARIA ISTRATE, 22026 ,B,SOFIA-XUAN ZHANG XU, 8195 ,X,,,,,11-9,11-7,13-11,,,3-0,1 - 1
singles,3,3,GIRBAU VIC T.T.,1052,TECNIGEN LINARES,PAULA BUENO BUENO, 3909 ,C,CHARLOTTE CAREY, 33839 ,Z,,,,,8-11,7-11,2-11,,,0-3,1 - 2
doubles,3,3,GIRBAU VIC T.T.,1052,TECNIGEN LINARES,,,D,,,D,ROXANA ANA MARIA ISTRATE ,22026,VALERIIA SHCHERBATYKH ,37691,9-11,12-10,9-11,6-11,,1-3,1 - 3
