Match format,Day number,Local team id,Local team name,Visitor team id,Visitor team name,Player 1 Name,Player 1 License,Player 1 Letter,Player 2 Name,Player 2 License,Player 2 Letter,Player 1-2 Name,Player 1-2 License,Player 2-2 Name,Player 2-2 License,Set 1,Set 2,Set 3,Set 4,Set 5,Result,Score Count
singles,1,20191255,CLUB TENIS DE MESA VEGAS DEL GENIL,1052,TECNIGEN LINARES,PAULA ANDREA MEDINA BERMUDEZ, 31697 ,A,VALERIIA SHCHERBATYKH, 37691 ,Y,,,,,4-11,6-11,7-11,,,0-3,0 - 1
singles,1,20191255,CLUB TENIS DE MESA VEGAS DEL GENIL,1052,TECNIGEN LINARES,ANDREA PÉREZ RAMÍREZ, 11199 ,B,ROXANA ANA MARIA ISTRATE, 22026 ,X,,,,,2-11,2-11,4-11,,,0-3,0 - 2
singles,1,20191255,CLUB TENIS DE MESA VEGAS DEL GENIL,1052,TECNIGEN LINARES,ANA PEDREGOSA LADRON DE GUEVARA, 19220 ,C,PAULA BUENO BUENO, 3909 ,Z,,,,,6-11,11-7,11-8,11-8,,3-1,1 - 2
doubles,1,20191255,CLUB TENIS DE MESA VEGAS DEL GENIL,1052,TECNIGEN LINARES,,,D,,,D,PAULA ANDREA MEDINA BERMUDEZ,31697,ANA PEDREGOSA LADRON DE GUEVARA,19220,11-8,4-11,6-11,6-11,,1-3,1 - 3
singles,1,20191255,CLUB TENIS DE MESA VEGAS DEL GENIL,1052,TECNIGEN LINARES,PAULA ANDREA MEDINA BERMUDEZ, 31697 ,A,ROXANA ANA MARIA ISTRATE, 22026 ,X,,,,,7-11,7-11,6-11,,,0-3,1 - 4
singles,2,20191255,CLUB TENIS DE MESA VEGAS DEL GENIL,3,GIRBAU VIC T.T.,PAULA ANDREA MEDINA BERMUDEZ, 31697 ,A,MISS TAMOLWAN KHETKHUAN, 37049 ,Y,,,,,8-11,8-11,11-8,10-12,,1-3,0 - 1
singles,2,20191255,CLUB TENIS DE MESA VEGAS DEL GENIL,3,GIRBAU VIC T.T.,ANDREA PÉREZ RAMÍREZ, 11199 ,B,SOFIA-XUAN ZHANG XU, 8195 ,X,,,,,3-11,6-11,3-11,,,0-3,0 - 2
singles,2,20191255,CLUB TENIS DE MESA VEGAS DEL GENIL,3,GIRBAU VIC T.T.,ANA PEDREGOSA LADRON DE GUEVARA, 19220 ,C,CHARLOTTE CAREY, 33839 ,Z,,,,,11-9,6-11,11-8,4-11,11-6,3-2,1 - 2
doubles,2,20191255,CLUB TENIS DE MESA VEGAS DEL GENIL,3,GIRBAU VIC T.T.,,,D,,,D,PAULA ANDREA MEDINA BERMUDEZ,31697,ANA PEDREGOSA LADRON DE GUEVARA,19220,4-11,6-11,4-11,,,0-3,1 - 3
singles,2,20191255,CLUB TENIS DE MESA VEGAS DEL GENIL,3,GIRBAU VIC T.T.,PAULA ANDREA MEDINA BERMUDEZ, 31697 ,A,SOFIA-XUAN ZHANG XU, 8195 ,X,,,,,4-11,11-8,17-19,7-11,,1-3,1 - 4
singles,3,10422,TENNIS TAULA TRAMUNTANA FIGUERES,20191255,CLUB TENIS DE MESA VEGAS DEL GENIL,MARIIA MALANINA, 36430 ,A,EVA VEGA CAÑETE, 20757 ,Y,,,,,11-5,11-4,11-1,,,3-0,1 - 0
singles,3,10422,TENNIS TAULA TRAMUNTANA FIGUERES,20191255,CLUB TENIS DE MESA VEGAS DEL GENIL,CLAUDIA CAYMEL ROMERO, 8399 ,B,PAULA ANDREA MEDINA BERMUDEZ, 31697 ,X,,,,,11-9,7-11,11-3,9-11,11-7,3-2,2 - 0
singles,3,10422,TENNIS TAULA TRAMUNTANA FIGUERES,20191255,CLUB TENIS DE MESA VEGAS DEL GENIL,JANA RIERA MOLONS, 16388 ,C,ANA PEDREGOSA LADRON DE GUEVARA, 19220 ,Z,,,,,11-7,11-8,11-6,,,3-0,3 - 0
