Match format,Day number,Local team id,Local team name,Visitor team id,Visitor team name,Player 1 Name,Player 1 License,Player 1 Letter,Player 2 Name,Player 2 License,Player 2 Letter,Player 1-2 Name,Player 1-2 License,Player 2-2 Name,Player 2-2 License,Set 1,Set 2,Set 3,Set 4,Set 5,Result,Score Count
singles,1,2017338,OPTICA LOOK,10826,HORTITEC ALZIRA TT,"SANCHEZ SANCHEZ, JAVIER", 28798,A,"AGHAJANYAN , EDDY NORIK", 34204,Y,,,,,4-11,14-12,9-11,3-11,,1-3,0 - 1
singles,1,2017338,OPTICA LOOK,10826,HORTITEC ALZIRA TT,"TITOS MOYA, ROBERTO", 30084,B,"PELLICER CLIMENT, VICTOR", 10363,X,,,,,11-9,11-7,8-11,8-11,11-7,3-2,1 - 1
singles,1,2017338,OPTICA LOOK,10826,HORTITEC ALZIRA TT,"PASTORE ACOSTA, IVAN SANTINO", 43180,C,"SANCHEZ TERRONES, JUAN PEDRO", 18622,Z,,,,,8-11,11-8,11-9,4-11,5-11,2-3,1 - 2
singles,1,2017338,OPTICA LOOK,10826,HORTITEC ALZIRA TT,"SANCHEZ SANCHEZ, JAVIER", 28798,A,"PELLICER CLIMENT, VICTOR", 10363,X,,,,,8-11,8-11,4-11,,,0-3,1 - 3
singles,1,2017338,OPTICA LOOK,10826,HORTITEC ALZIRA TT,"PASTORE ACOSTA, IVAN SANTINO", 43180,C,"AGHAJANYAN , EDDY NORIK", 34204,Y,,,,,11-5,12-10,13-11,,,3-0,2 - 3
singles,1,2017338,OPTICA LOOK,10826,HORTITEC ALZIRA TT,"TITOS MOYA, ROBERTO", 30084,B,"SANCHEZ TERRONES, JUAN PEDRO", 18622,Z,,,,,7-11,2-11,7-11,,,0-3,2 - 4
singles,2,2017338,OPTICA LOOK,20181202,CTM PAINTBALL TOLEDO,"PASTORE ACOSTA, IVAN SANTINO", 43180,A,"RESUELA AREVALO, JOSE ALBERTO", 1708,Y,,,,,11-9,13-11,5-11,11-0,,3-1,1 - 0
singles,2,2017338,OPTICA LOOK,20181202,CTM PAINTBALL TOLEDO,"MARKOV , ANDREI", 37048,B,"VILLANUEVA LOPEZ, MAXIMO", 18529,X,,,,,11-7,11-4,11-8,,,3-0,2 - 0
singles,2,2017338,OPTICA LOOK,20181202,CTM PAINTBALL TOLEDO,"SANCHEZ SANCHEZ, JAVIER", 28798,C,"PEREZ HOYOS, ALVARO", 15608,Z,,,,,11-5,11-5,11-3,,,3-0,3 - 0
singles,2,2017338,OPTICA LOOK,20181202,CTM PAINTBALL TOLEDO,"PASTORE ACOSTA, IVAN SANTINO", 43180,A,"VILLANUEVA LOPEZ, MAXIMO", 18529,X,,,,,11-3,11-9,9-11,9-11,11-6,3-2,4 - 0
singles,2,2017338,OPTICA LOOK,20181202,CTM PAINTBALL TOLEDO,"SANCHEZ SANCHEZ, JAVIER", 28798,C,"RESUELA AREVALO, JOSE ALBERTO", 1708,Y,,,,,11-6,11-4,9-11,6-11,11-6,3-2,5 - 0
singles,2,2017338,OPTICA LOOK,20181202,CTM PAINTBALL TOLEDO,"MARKOV , ANDREI", 37048,B,"PEREZ HOYOS, ALVARO", 15608,Z,,,,,11-6,6-11,11-9,11-9,,3-1,6 - 0
singles,4,2017338,OPTICA LOOK,20201664,MADRID C.T.M.,"PASTORE ACOSTA, IVAN SANTINO", 43180,A,"RAMIREZ RODRIGUEZ, CHRISTIAN", 15654,Y,,,,,11-8,11-7,11-2,,,3-0,1 - 0
singles,4,2017338,OPTICA LOOK,20201664,MADRID C.T.M.,"MARKOV , ANDREI", 37048,B,"SOSA SOSA, PABLO", 10469,X,,,,,4-11,11-6,9-11,4-11,,1-3,1 - 1
singles,4,2017338,OPTICA LOOK,20201664,MADRID C.T.M.,"SANCHEZ SANCHEZ, JAVIER", 28798,C,"RAMIREZ RODRIGUEZ, RUBEN", 8640,Z,,,,,11-6,12-10,11-9,,,3-0,2 - 1
singles,4,2017338,OPTICA LOOK,20201664,MADRID C.T.M.,"PASTORE ACOSTA, IVAN SANTINO", 43180,A,"SOSA SOSA, PABLO", 10469,X,,,,,11-9,11-5,11-6,,,3-0,3 - 1
singles,4,2017338,OPTICA LOOK,20201664,MADRID C.T.M.,"SANCHEZ SANCHEZ, JAVIER", 28798,C,"RAMIREZ RODRIGUEZ, CHRISTIAN", 15654,Y,,,,,4-11,10-12,11-1,11-5,11-3,3-2,4 - 1
singles,4,2017338,OPTICA LOOK,20201664,MADRID C.T.M.,"MARKOV , ANDREI", 37048,B,"RAMIREZ RODRIGUEZ, RUBEN", 8640,Z,,,,,8-11,6-11,2-11,,,0-3,4 - 2
singles,5,186,ALICANTE TM,2017338,OPTICA LOOK,"REUS AMAT, RAFAEL", 29173,A,"PASTORE ACOSTA, IVAN SANTINO", 43180,Y,,,,,5-11,4-11,5-11,,,0-3,0 - 1
singles,5,186,ALICANTE TM,2017338,OPTICA LOOK,"MORENO MERÍN, RAÚL", 21104,B,"SANCHEZ SANCHEZ, JAVIER", 28798,X,,,,,11-2,11-7,11-5,,,3-0,1 - 1
singles,5,186,ALICANTE TM,2017338,OPTICA LOOK,"BONET MARTINEZ, DAVID", 27635,C,"MARKOV , ANDREI", 37048,Z,,,,,9-11,1-11,11-9,10-12,,1-3,1 - 2
singles,5,186,ALICANTE TM,2017338,OPTICA LOOK,"REUS AMAT, RAFAEL", 29173,A,"SANCHEZ SANCHEZ, JAVIER", 28798,X,,,,,4-11,11-9,12-10,7-11,8-11,2-3,1 - 3
singles,5,186,ALICANTE TM,2017338,OPTICA LOOK,"BONET MARTINEZ, DAVID", 27635,C,"PASTORE ACOSTA, IVAN SANTINO", 43180,Y,,,,,5-11,9-11,4-11,,,0-3,1 - 4
singles,5,186,ALICANTE TM,2017338,OPTICA LOOK,"MORENO MERÍN, RAÚL", 21104,B,"MARKOV , ANDREI", 37048,Z,,,,,11-2,11-6,11-6,,,3-0,2 - 4
singles,6,2017338,OPTICA LOOK,138,CLUB REQUENA SPIN TENIS DE MESA,"TITOS MOYA, ROBERTO", 30084,A,"BORDALLO AZORIN, JUAN MANUEL", 30860,Y,,,,,13-15,7-11,7-11,,,0-3,0 - 1
singles,6,2017338,OPTICA LOOK,138,CLUB REQUENA SPIN TENIS DE MESA,"JOHANSSON , BENGT OVE", 44235,B,"SANCHEZ ALVARO, MARC", 34413,X,,,,,5-11,8-11,5-11,,,0-3,0 - 2
singles,6,2017338,OPTICA LOOK,138,CLUB REQUENA SPIN TENIS DE MESA,"SANCHEZ SANCHEZ, JAVIER", 28798,C,"GONZALEZ GARCIA, HIGINIO", 5451,Z,,,,,11-9,11-8,11-7,,,3-0,1 - 2
singles,6,2017338,OPTICA LOOK,138,CLUB REQUENA SPIN TENIS DE MESA,"TITOS MOYA, ROBERTO", 30084,A,"SANCHEZ ALVARO, MARC", 34413,X,,,,,5-11,8-11,12-10,7-11,,1-3,1 - 3
singles,6,2017338,OPTICA LOOK,138,CLUB REQUENA SPIN TENIS DE MESA,"SANCHEZ SANCHEZ, JAVIER", 28798,C,"BORDALLO AZORIN, JUAN MANUEL", 30860,Y,,,,,11-5,12-10,16-18,11-7,,3-1,2 - 3
singles,6,2017338,OPTICA LOOK,138,CLUB REQUENA SPIN TENIS DE MESA,"JOHANSSON , BENGT OVE", 44235,B,"GONZALEZ GARCIA, HIGINIO", 5451,Z,,,,,3-11,11-8,7-11,11-7,11-2,3-2,3 - 3
doubles,6,2017338,OPTICA LOOK,138,CLUB REQUENA SPIN TENIS DE MESA,,,D,,,D,"SANCHEZ SANCHEZ, JAVIER",28798,"TITOS MOYA, ROBERTO",30084,5-11,11-9,9-11,11-9,11-7,3-2,4 - 3
singles,7,2018814,CTM ALTIPLANO YECLA,2017338,OPTICA LOOK,"JOHANSSON , BENGT OVE", 44235,A,"SANCHIS MORALES, RENE", 43667,Y,,,,,8-11,6-11,11-13,,,0-3,0 - 1
singles,7,2018814,CTM ALTIPLANO YECLA,2017338,OPTICA LOOK,"SANCHEZ SANCHEZ, JAVIER", 28798,B,"SERRANO RUBIO, HUGO", 32161,X,,,,,11-2,11-7,11-7,,,3-0,1 - 1
singles,7,2018814,CTM ALTIPLANO YECLA,2017338,OPTICA LOOK,"TITOS MOYA, ROBERTO", 30084,C,"SERRANO RUBIO, ADRIÁN", 20737,Z,,,,,11-13,7-11,5-11,,,0-3,1 - 2
singles,7,2018814,CTM ALTIPLANO YECLA,2017338,OPTICA LOOK,"JOHANSSON , BENGT OVE", 44235,A,"SERRANO RUBIO, HUGO", 32161,X,,,,,11-6,11-5,11-8,,,3-0,2 - 2
singles,7,2018814,CTM ALTIPLANO YECLA,2017338,OPTICA LOOK,"TITOS MOYA, ROBERTO", 30084,C,"SANCHIS MORALES, RENE", 43667,Y,,,,,6-11,8-11,6-11,,,0-3,2 - 3
singles,7,2018814,CTM ALTIPLANO YECLA,2017338,OPTICA LOOK,"SANCHEZ SANCHEZ, JAVIER", 28798,B,"SERRANO RUBIO, ADRIÁN", 20737,Z,,,,,11-8,12-10,11-8,,,3-0,3 - 3
doubles,7,2018814,CTM ALTIPLANO YECLA,2017338,OPTICA LOOK,,,D,,,D,"TITOS MOYA, ROBERTO",30084,"SANCHEZ SANCHEZ, JAVIER",28798,7-11,11-7,1-11,4-11,,1-3,3 - 4
singles,8,10144,CASTELLÓ APE CERÁMICA,2017338,OPTICA LOOK,"JOHANSSON , BENGT OVE", 44235,A,"ZAPATA MARTINEZ, JULIáN ANDRéS", 37392,Y,,,,,6-11,11-9,8-11,12-10,6-11,2-3,0 - 1
singles,8,10144,CASTELLÓ APE CERÁMICA,2017338,OPTICA LOOK,"TITOS MOYA, ROBERTO", 30084,B,"CABALLERO TORRES, IVAN", 21237,X,,,,,8-11,4-11,8-11,,,0-3,0 - 2
singles,8,10144,CASTELLÓ APE CERÁMICA,2017338,OPTICA LOOK,"SANCHEZ SANCHEZ, JAVIER", 28798,C,"GARCIA FELIPE, PABLO", 28113,Z,,,,,11-8,11-7,11-7,,,3-0,1 - 2
singles,8,10144,CASTELLÓ APE CERÁMICA,2017338,OPTICA LOOK,"JOHANSSON , BENGT OVE", 44235,A,"CABALLERO TORRES, IVAN", 21237,X,,,,,8-11,9-11,11-4,8-11,,1-3,1 - 3
singles,8,10144,CASTELLÓ APE CERÁMICA,2017338,OPTICA LOOK,"SANCHEZ SANCHEZ, JAVIER", 28798,C,"ZAPATA MARTINEZ, JULIáN ANDRéS", 37392,Y,,,,,8-11,11-8,11-3,7-11,11-8,3-2,2 - 3
singles,8,10144,CASTELLÓ APE CERÁMICA,2017338,OPTICA LOOK,"TITOS MOYA, ROBERTO", 30084,B,"GARCIA FELIPE, PABLO", 28113,Z,,,,,8-11,11-8,12-14,8-11,,1-3,2 - 4
singles,9,2018818,CDE ALCORCÓN TM,2017338,OPTICA LOOK,"GONZALEZ MORENO, CARLOS JAVIER", 1966,A,"MEROÑO SAURA, MANUEL", 22820,Y,,,,,9-11,11-5,11-8,11-5,,3-1,1 - 0
singles,9,2018818,CDE ALCORCÓN TM,2017338,OPTICA LOOK,"FERNANDEZ CRUCETA, JORGE", 24177,B,"SANCHEZ SANCHEZ, JAVIER", 28798,X,,,,,2-11,11-13,11-5,5-11,,1-3,1 - 1
singles,9,2018818,CDE ALCORCÓN TM,2017338,OPTICA LOOK,"SANCHEZ DELGADO, JAVIER", 2541,C,"MARKOV , ANDREI", 37048,Z,,,,,11-9,11-9,11-9,,,3-0,2 - 1
singles,9,2018818,CDE ALCORCÓN TM,2017338,OPTICA LOOK,"GONZALEZ MORENO, CARLOS JAVIER", 1966,A,"SANCHEZ SANCHEZ, JAVIER", 28798,X,,,,,7-11,11-13,12-10,13-15,,1-3,2 - 2
singles,9,2018818,CDE ALCORCÓN TM,2017338,OPTICA LOOK,"SANCHEZ DELGADO, JAVIER", 2541,C,"MEROÑO SAURA, MANUEL", 22820,Y,,,,,9-11,11-4,12-10,13-11,,3-1,3 - 2
singles,9,2018818,CDE ALCORCÓN TM,2017338,OPTICA LOOK,"FERNANDEZ CRUCETA, JORGE", 24177,B,"MARKOV , ANDREI", 37048,Z,,,,,12-10,11-7,11-8,,,3-0,4 - 2
singles,9,2017697,FUENLABRADA TEAM TM AMMERLÄNDER,2017338,OPTICA LOOK,"MEROÑO SAURA, MANUEL", 22820,A,"URIBARRI CRIADO, JON", 1266,Y,,,,,2-11,9-11,2-11,,,0-3,0 - 1
singles,9,2017697,FUENLABRADA TEAM TM AMMERLÄNDER,2017338,OPTICA LOOK,"MARKOV , ANDREI", 37048,B,"PIMENTEL SERRA, MARCOS", 19707,X,,,,,4-11,8-11,11-5,7-11,,1-3,0 - 2
singles,9,2017697,FUENLABRADA TEAM TM AMMERLÄNDER,2017338,OPTICA LOOK,"SANCHEZ SANCHEZ, JAVIER", 28798,C,"HIGUERA FOMBUENA, JORGE", 5776,Z,,,,,3-11,11-6,8-11,11-8,13-11,3-2,1 - 2
singles,9,2017697,FUENLABRADA TEAM TM AMMERLÄNDER,2017338,OPTICA LOOK,"MEROÑO SAURA, MANUEL", 22820,A,"PIMENTEL SERRA, MARCOS", 19707,X,,,,,8-11,11-8,2-11,1-11,,1-3,1 - 3
singles,9,2017697,FUENLABRADA TEAM TM AMMERLÄNDER,2017338,OPTICA LOOK,"SANCHEZ SANCHEZ, JAVIER", 28798,C,"URIBARRI CRIADO, JON", 1266,Y,,,,,6-11,11-6,11-8,9-11,11-5,3-2,2 - 3
singles,9,2017697,FUENLABRADA TEAM TM AMMERLÄNDER,2017338,OPTICA LOOK,"MARKOV , ANDREI", 37048,B,"HIGUERA FOMBUENA, JORGE", 5776,Z,,,,,9-11,7-11,5-11,,,0-3,2 - 4
singles,10,2017338,OPTICA LOOK,16338,FRAMUSA TOTANA,"JOHANSSON , BENGT OVE", 44235,A,"MENDEZ GARRE, DOMINGO", 5454,Y,,,,,11-7,11-4,11-8,,,3-0,1 - 0
singles,10,2017338,OPTICA LOOK,16338,FRAMUSA TOTANA,"MEROÑO SAURA, MANUEL", 22820,B,"MENDEZ GARCIA, SANTIAGO", 17431,X,,,,,14-16,12-10,5-11,9-11,,1-3,1 - 1
singles,10,2017338,OPTICA LOOK,16338,FRAMUSA TOTANA,"SANCHEZ SANCHEZ, JAVIER", 28798,C,"MENDEZ GARCIA, DOMINGO", 17430,Z,,,,,15-13,11-9,11-8,,,3-0,2 - 1
singles,10,2017338,OPTICA LOOK,16338,FRAMUSA TOTANA,"JOHANSSON , BENGT OVE", 44235,A,"MENDEZ GARCIA, SANTIAGO", 17431,X,,,,,6-11,6-11,11-7,17-15,11-6,3-2,3 - 1
singles,10,2017338,OPTICA LOOK,16338,FRAMUSA TOTANA,"SANCHEZ SANCHEZ, JAVIER", 28798,C,"MENDEZ GARRE, DOMINGO", 5454,Y,,,,,11-8,11-6,11-6,,,3-0,4 - 1
singles,10,2017338,OPTICA LOOK,16338,FRAMUSA TOTANA,"MEROÑO SAURA, MANUEL", 22820,B,"MENDEZ GARCIA, DOMINGO", 17430,Z,,,,,4-11,9-11,12-10,11-9,9-11,2-3,4 - 2
singles,11,2017338,OPTICA LOOK,70,ALSA CARTAGENA,"DELGADO HERNÁNDEZ, CRISTIAN DANIEL", 39541,A,"JOHANSSON , BENGT OVE", 44235,Y,,,,,11-3,8-11,11-9,9-11,11-7,3-2,1 - 0
singles,11,2017338,OPTICA LOOK,70,ALSA CARTAGENA,"CABEZAS BACALLAO, REINIER", 2091,B,"SANCHEZ SANCHEZ, JAVIER", 28798,X,,,,,8-11,11-7,6-11,11-7,9-11,2-3,1 - 1
