Match format,Day number,Local team id,Local team name,Visitor team id,Visitor team name,Player 1 Name,Player 1 License,Player 1 Letter,Player 2 Name,Player 2 License,Player 2 Letter,Player 1-2 Name,Player 1-2 License,Player 2-2 Name,Player 2-2 License,Set 1,Set 2,Set 3,Set 4,Set 5,Result,Score Count
singles,1,10251,ALUCHE TM,20191273,DANIMEATS ALCOBENDAS TM,"CASTILLO AROCHA, CESAR AUGUSTO", 44436,A,"AVILES CABRERA, DAVID", 1831,Y,,,,,11-8,11-2,11-4,,,3-0,1 - 0
singles,1,10251,ALUCHE TM,20191273,DANIMEATS ALCOBENDAS TM,"MADROÑAL FERNÁNDEZ, GUILLERMO", 14763,B,"VELAZQUEZ PEÑA, MIGUEL ANGEL JESUS", 34432,X,,,,,11-6,11-9,13-11,,,3-0,2 - 0
singles,1,10251,ALUCHE TM,20191273,DANIMEATS ALCOBENDAS TM,"MEANA GARCIA, RAMIRO", 30494,C,"SOLA  SARDUY, HECTOR FRANK", 19990,Z,,,,,7-11,4-11,7-11,,,0-3,2 - 1
singles,1,10251,ALUCHE TM,20191273,DANIMEATS ALCOBENDAS TM,"CASTILLO AROCHA, CESAR AUGUSTO", 44436,A,"VELAZQUEZ PEÑA, MIGUEL ANGEL JESUS", 34432,X,,,,,9-11,11-8,15-13,11-3,,3-1,3 - 1
singles,1,10251,ALUCHE TM,20191273,DANIMEATS ALCOBENDAS TM,"MEANA GARCIA, RAMIRO", 30494,C,"AVILES CABRERA, DAVID", 1831,Y,,,,,11-5,11-7,7-11,9-11,12-10,3-2,4 - 1
singles,1,10251,ALUCHE TM,20191273,DANIMEATS ALCOBENDAS TM,"MADROÑAL FERNÁNDEZ, GUILLERMO", 14763,B,"SOLA  SARDUY, HECTOR FRANK", 19990,Z,,,,,11-4,6-11,6-11,7-11,,1-3,4 - 2
singles,2,10251,ALUCHE TM,704,C.D. TENIS DE MESA RIVAS,"MARTINEZ BOTELLA, GUILLERMO", 3852,A,"CASTILLO AROCHA, CESAR AUGUSTO", 44436,Y,,,,,6-11,9-11,5-11,,,0-3,0 - 1
singles,2,10251,ALUCHE TM,704,C.D. TENIS DE MESA RIVAS,"PARRAS RIBES, RAFAEL", 4519,B,"MADROÑAL FERNÁNDEZ, GUILLERMO", 14763,X,,,,,4-11,5-11,7-11,,,0-3,0 - 2
singles,2,10251,ALUCHE TM,704,C.D. TENIS DE MESA RIVAS,"SAN VICENTE VICENTE, IÑIGO", 2385,C,"MEANA GARCIA, RAMIRO", 30494,Z,,,,,5-11,9-11,5-11,,,0-3,0 - 3
singles,2,10251,ALUCHE TM,704,C.D. TENIS DE MESA RIVAS,"MARTINEZ BOTELLA, GUILLERMO", 3852,A,"MADROÑAL FERNÁNDEZ, GUILLERMO", 14763,X,,,,,9-11,11-6,11-7,11-8,,3-1,1 - 3
singles,2,10251,ALUCHE TM,704,C.D. TENIS DE MESA RIVAS,"SAN VICENTE VICENTE, IÑIGO", 2385,C,"CASTILLO AROCHA, CESAR AUGUSTO", 44436,Y,,,,,7-11,5-11,3-11,,,0-3,1 - 4
singles,2,10251,ALUCHE TM,704,C.D. TENIS DE MESA RIVAS,"PARRAS RIBES, RAFAEL", 4519,B,"MEANA GARCIA, RAMIRO", 30494,Z,,,,,2-11,7-11,8-11,,,0-3,1 - 5
singles,3,333,TEMESPIN LOS LLANOS DE ARIDANE,10251,ALUCHE TM,"CASARES FLORES, JUAN MIGUEL", 2501,A,"CASTILLO AROCHA, CESAR AUGUSTO", 44436,Y,,,,,5-11,6-11,4-11,,,0-3,0 - 1
singles,3,333,TEMESPIN LOS LLANOS DE ARIDANE,10251,ALUCHE TM,"DIAZ ALONSO, DAVID", 10477,B,"MEANA GARCIA, RAMIRO", 30494,X,,,,,9-11,11-8,13-11,11-8,,3-1,1 - 1
singles,3,333,TEMESPIN LOS LLANOS DE ARIDANE,10251,ALUCHE TM,"DEY , TAPABRATA", 27289,C,"MADROÑAL FERNÁNDEZ, GUILLERMO", 14763,Z,,,,,6-11,11-8,7-11,7-11,,1-3,1 - 2
singles,3,333,TEMESPIN LOS LLANOS DE ARIDANE,10251,ALUCHE TM,"CASARES FLORES, JUAN MIGUEL", 2501,A,"MEANA GARCIA, RAMIRO", 30494,X,,,,,9-11,7-11,9-11,,,0-3,1 - 3
singles,3,333,TEMESPIN LOS LLANOS DE ARIDANE,10251,ALUCHE TM,"DEY , TAPABRATA", 27289,C,"CASTILLO AROCHA, CESAR AUGUSTO", 44436,Y,,,,,3-11,7-11,6-11,,,0-3,1 - 4
singles,3,333,TEMESPIN LOS LLANOS DE ARIDANE,10251,ALUCHE TM,"DIAZ ALONSO, DAVID", 10477,B,"MADROÑAL FERNÁNDEZ, GUILLERMO", 14763,Z,,,,,7-11,10-12,8-11,,,0-3,1 - 5
singles,3,20191584,CTM TENEGUIA,10251,ALUCHE TM,"GARCIA PEREZ, IVAN", 4779,A,"CASTILLO AROCHA, CESAR AUGUSTO", 44436,Y,,,,,6-11,5-11,8-11,,,0-3,0 - 1
singles,3,20191584,CTM TENEGUIA,10251,ALUCHE TM,"VANEGAS MEDINA, LUIS MIGUEL", 42124,B,"MEANA GARCIA, RAMIRO", 30494,X,,,,,11-4,11-6,11-7,,,3-0,1 - 1
singles,3,20191584,CTM TENEGUIA,10251,ALUCHE TM,"ALCUTEN FERNANDEZ DE OLANO, ARKAITZ", 21730,C,"MADROÑAL FERNÁNDEZ, GUILLERMO", 14763,Z,,,,,7-11,5-11,11-8,8-11,,1-3,1 - 2
singles,3,20191584,CTM TENEGUIA,10251,ALUCHE TM,"GARCIA PEREZ, IVAN", 4779,A,"MEANA GARCIA, RAMIRO", 30494,X,,,,,7-11,9-11,8-11,,,0-3,1 - 3
singles,3,20191584,CTM TENEGUIA,10251,ALUCHE TM,"ALCUTEN FERNANDEZ DE OLANO, ARKAITZ", 21730,C,"CASTILLO AROCHA, CESAR AUGUSTO", 44436,Y,,,,,6-11,11-7,5-11,7-11,,1-3,1 - 4
singles,3,20191584,CTM TENEGUIA,10251,ALUCHE TM,"VANEGAS MEDINA, LUIS MIGUEL", 42124,B,"MADROÑAL FERNÁNDEZ, GUILLERMO", 14763,Z,,,,,11-6,11-8,9-11,10-12,11-8,3-2,2 - 4
singles,3,329,TM DEFENSE LA PALMA AYUMAR,10251,ALUCHE TM,"CASTILLO AROCHA, CESAR AUGUSTO", 44436,A,"CABRERA GARCIA, JULEN", 27103,Y,,,,,11-8,11-6,11-6,,,3-0,1 - 0
singles,3,329,TM DEFENSE LA PALMA AYUMAR,10251,ALUCHE TM,"MEANA GARCIA, RAMIRO", 30494,B,"SHUN , SAITO", 44542,X,,,,,3-11,6-11,10-12,,,0-3,1 - 1
singles,3,329,TM DEFENSE LA PALMA AYUMAR,10251,ALUCHE TM,"MADROÑAL FERNÁNDEZ, GUILLERMO", 14763,C,"ROMAN GARCIA, JAVIER", 21090,Z,,,,,8-11,11-5,11-8,11-9,,3-1,2 - 1
singles,3,329,TM DEFENSE LA PALMA AYUMAR,10251,ALUCHE TM,"CASTILLO AROCHA, CESAR AUGUSTO", 44436,A,"SHUN , SAITO", 44542,X,,,,,12-14,11-3,9-11,13-11,11-9,3-2,3 - 1
singles,3,329,TM DEFENSE LA PALMA AYUMAR,10251,ALUCHE TM,"MADROÑAL FERNÁNDEZ, GUILLERMO", 14763,C,"CABRERA GARCIA, JULEN", 27103,Y,,,,,11-7,11-5,11-7,,,3-0,4 - 1
singles,3,329,TM DEFENSE LA PALMA AYUMAR,10251,ALUCHE TM,"MEANA GARCIA, RAMIRO", 30494,B,"ROMAN GARCIA, JAVIER", 21090,Z,,,,,11-7,9-11,11-8,11-6,,3-1,5 - 1
singles,4,20191286,FUENCARRAL TM,10251,ALUCHE TM,"GARCIA GOMEZ, JUAN DAVID", 34239,A,"MEANA GARCIA, RAMIRO", 30494,Y,,,,,11-5,13-11,9-11,11-9,,3-1,1 - 0
singles,4,20191286,FUENCARRAL TM,10251,ALUCHE TM,"BENITEZ BOTRAN, SAMUEL", 29982,B,"MADROÑAL FERNÁNDEZ, GUILLERMO", 14763,X,,,,,14-16,11-9,11-6,9-11,3-11,2-3,1 - 1
singles,4,20191286,FUENCARRAL TM,10251,ALUCHE TM,"LOPEZ PEREZ, MARLON", 23889,C,"CASTILLO AROCHA, CESAR AUGUSTO", 44436,Z,,,,,11-9,5-11,7-11,10-12,,1-3,1 - 2
singles,4,20191286,FUENCARRAL TM,10251,ALUCHE TM,"GARCIA GOMEZ, JUAN DAVID", 34239,A,"MADROÑAL FERNÁNDEZ, GUILLERMO", 14763,X,,,,,13-11,11-7,6-11,10-12,9-11,2-3,1 - 3
singles,4,20191286,FUENCARRAL TM,10251,ALUCHE TM,"LOPEZ PEREZ, MARLON", 23889,C,"MEANA GARCIA, RAMIRO", 30494,Y,,,,,11-7,12-10,13-11,,,3-0,2 - 3
singles,4,20191286,FUENCARRAL TM,10251,ALUCHE TM,"BENITEZ BOTRAN, SAMUEL", 29982,B,"CASTILLO AROCHA, CESAR AUGUSTO", 44436,Z,,,,,7-11,4-11,9-11,,,0-3,2 - 4
singles,5,10251,ALUCHE TM,14003,CIRCULO DE AMISTAD-TENERIFE,"CASTILLO AROCHA, CESAR AUGUSTO", 44436,A,"PÉREZ BARRIOS, VICENTE", 17034,Y,,,,,14-12,9-11,11-4,11-9,,3-1,1 - 0
singles,5,10251,ALUCHE TM,14003,CIRCULO DE AMISTAD-TENERIFE,"MEANA GARCIA, RAMIRO", 30494,B,"PARRA PEREZ, ELBERTH", 22763,X,,,,,11-6,11-8,12-14,11-9,,3-1,2 - 0
singles,5,10251,ALUCHE TM,14003,CIRCULO DE AMISTAD-TENERIFE,"MADROÑAL FERNÁNDEZ, GUILLERMO", 14763,C,"VALENZUELA HERNANDEZ, DAVID JERMAN", 30804,Z,,,,,4-11,9-11,10-12,,,0-3,2 - 1
singles,5,10251,ALUCHE TM,14003,CIRCULO DE AMISTAD-TENERIFE,"CASTILLO AROCHA, CESAR AUGUSTO", 44436,A,"PARRA PEREZ, ELBERTH", 22763,X,,,,,11-4,11-8,11-6,,,3-0,3 - 1
singles,5,10251,ALUCHE TM,14003,CIRCULO DE AMISTAD-TENERIFE,"MADROÑAL FERNÁNDEZ, GUILLERMO", 14763,C,"PÉREZ BARRIOS, VICENTE", 17034,Y,,,,,11-5,13-11,9-11,13-11,,3-1,4 - 1
singles,5,10251,ALUCHE TM,14003,CIRCULO DE AMISTAD-TENERIFE,"MEANA GARCIA, RAMIRO", 30494,B,"VALENZUELA HERNANDEZ, DAVID JERMAN", 30804,Z,,,,,7-11,3-11,11-4,7-11,,1-3,4 - 2
singles,6,20233037,BOADILLA TENIS MESA TERESA BERGANZA,10251,ALUCHE TM,"CASTILLO AROCHA, CESAR AUGUSTO", 44436,A,"CAMARA VALLEJO, ALBERTO", 23057,Y,,,,,11-8,11-4,11-9,,,3-0,1 - 0
singles,6,20233037,BOADILLA TENIS MESA TERESA BERGANZA,10251,ALUCHE TM,"MADROÑAL FERNÁNDEZ, GUILLERMO", 14763,B,"JIMENEZ LEON, MIGUEL", 22729,X,,,,,11-3,11-9,11-7,,,3-0,2 - 0
