Match format,Day number,Local team id,Local team name,Visitor team id,Visitor team name,Player 1 Name,Player 1 License,Player 1 Letter,Player 2 Name,Player 2 License,Player 2 Letter,Player 1-2 Name,Player 1-2 License,Player 2-2 Name,Player 2-2 License,Set 1,Set 2,Set 3,Set 4,Set 5,Result,Score Count
singles,1,2017548,ATLÉTICO SAN SEBASTIAN,20181160,CLUB PEDRO VELARDE TENIS MESA,LAURA GARCIA LUQUE, 18762,A,MURIEL GARCÍA CALDERÓN, 19045,Y,,,,,11-6,11-8,11-2,,,3-0,1 - 0
singles,1,2017548,ATLÉTICO SAN SEBASTIAN,20181160,CLUB PEDRO VELARDE TENIS MESA,IRATI FUSHU ARTOLA SAAVEDRA, 27006,B,AROHA ORIA SUAREZ, 28120,X,,,,,13-11,11-8,11-5,,,3-0,2 - 0
singles,1,2017548,ATLÉTICO SAN SEBASTIAN,20181160,CLUB PEDRO VELARDE TENIS MESA,MAITE AIZPURUA BAKERO, 21729,C,CELIA HERRERO DÍEZ, 20108,Z,,,,,8-11,11-9,8-11,11-8,11-4,3-2,3 - 0
singles,1,2017548,ATLÉTICO SAN SEBASTIAN,20181160,CLUB PEDRO VELARDE TENIS MESA,LAURA GARCIA LUQUE, 18762,A,AROHA ORIA SUAREZ, 28120,X,,,,,11-4,11-5,11-7,,,3-0,4 - 0
singles,1,2017548,ATLÉTICO SAN SEBASTIAN,20181160,CLUB PEDRO VELARDE TENIS MESA,MAITE AIZPURUA BAKERO, 21729,C,MURIEL GARCÍA CALDERÓN, 19045,Y,,,,,9-11,13-15,11-5,12-10,11-9,3-2,5 - 0
singles,1,2017548,ATLÉTICO SAN SEBASTIAN,20181160,CLUB PEDRO VELARDE TENIS MESA,NEREA AIZPURUA VAQUERO, 23974,B,CELIA HERRERO DÍEZ, 20108,Z,,,,,11-7,6-11,11-8,10-12,11-7,3-2,6 - 0
singles,1,2017548,ATLÉTICO SAN SEBASTIAN,16211,MANUFACTURAS DEPORTIVAS ,ANDREA CHAVES CASUSO, 21876,A,NEREA AIZPURUA VAQUERO, 23974,Y,,,,,11-5,11-6,10-12,15-13,,3-1,1 - 0
singles,1,2017548,ATLÉTICO SAN SEBASTIAN,16211,MANUFACTURAS DEPORTIVAS ,LUCIA SANCHEZ SOUSA, 20890,B,LAURA GARCIA LUQUE, 18762,X,,,,,11-8,3-11,6-11,11-4,9-11,2-3,1 - 1
singles,1,2017548,ATLÉTICO SAN SEBASTIAN,16211,MANUFACTURAS DEPORTIVAS ,SANDRA GOMEZ GARCIA, 3761,C,MAITE AIZPURUA BAKERO, 21729,Z,,,,,11-8,11-9,11-7,,,3-0,2 - 1
singles,1,2017548,ATLÉTICO SAN SEBASTIAN,16211,MANUFACTURAS DEPORTIVAS ,ANDREA CHAVES CASUSO, 21876,A,LAURA GARCIA LUQUE, 18762,X,,,,,11-9,8-11,11-6,11-5,,3-1,3 - 1
singles,1,2017548,ATLÉTICO SAN SEBASTIAN,16211,MANUFACTURAS DEPORTIVAS ,SANDRA GOMEZ GARCIA, 3761,C,NEREA AIZPURUA VAQUERO, 23974,Y,,,,,11-7,11-8,11-4,,,3-0,4 - 1
singles,1,2017548,ATLÉTICO SAN SEBASTIAN,16211,MANUFACTURAS DEPORTIVAS ,LUCIA SANCHEZ SOUSA, 20890,B,IRATI FUSHU ARTOLA SAAVEDRA, 27006,Z,,,,,11-7,11-6,5-11,11-9,,3-1,5 - 1
singles,1,2017548,ATLÉTICO SAN SEBASTIAN,2017626,ESCUELA TENIS MESA TORRELAVEGA,ANNE FELIPE LOPEZ, 27685,A,LAURA GARCIA LUQUE, 18762,Y,,,,,11-9,11-7,11-9,,,3-0,1 - 0
singles,1,2017548,ATLÉTICO SAN SEBASTIAN,2017626,ESCUELA TENIS MESA TORRELAVEGA,NOELIA FELIPE LOPEZ, 22426,B,NEREA AIZPURUA VAQUERO, 23974,X,,,,,7-11,7-11,6-11,,,0-3,1 - 1
singles,1,2017548,ATLÉTICO SAN SEBASTIAN,2017626,ESCUELA TENIS MESA TORRELAVEGA,ALMUDENA PÉREZ RUIZ, 9441,C,IRATI FUSHU ARTOLA SAAVEDRA, 27006,Z,,,,,9-11,11-9,11-5,9-11,5-11,2-3,1 - 2
singles,1,2017548,ATLÉTICO SAN SEBASTIAN,2017626,ESCUELA TENIS MESA TORRELAVEGA,ANNE FELIPE LOPEZ, 27685,A,NEREA AIZPURUA VAQUERO, 23974,X,,,,,8-11,11-9,6-11,9-11,,1-3,1 - 3
singles,1,2017548,ATLÉTICO SAN SEBASTIAN,2017626,ESCUELA TENIS MESA TORRELAVEGA,ALMUDENA PÉREZ RUIZ, 9441,C,LAURA GARCIA LUQUE, 18762,Y,,,,,6-11,8-11,5-11,,,0-3,1 - 4
singles,1,2017548,ATLÉTICO SAN SEBASTIAN,2017626,ESCUELA TENIS MESA TORRELAVEGA,NOELIA FELIPE LOPEZ, 22426,B,IRATI FUSHU ARTOLA SAAVEDRA, 27006,Z,,,,,11-8,6-11,7-11,14-12,6-11,2-3,1 - 5
singles,2,2017649,CORVERASTUR TM,2017548,ATLÉTICO SAN SEBASTIAN,ADRIANA BELVER DIAZ, 23479,A,LAURA GARCIA LUQUE, 18762,Y,,,,,3-11,7-11,3-11,,,0-3,0 - 1
singles,2,2017649,CORVERASTUR TM,2017548,ATLÉTICO SAN SEBASTIAN,MIRIAM MARTINEZ VERA, 3420,B,MAITE AIZPURUA BAKERO, 21729,X,,,,,4-11,5-11,5-11,,,0-3,0 - 2
singles,2,2017649,CORVERASTUR TM,2017548,ATLÉTICO SAN SEBASTIAN,MARIA LOZANO LOPEZ, 3789,C,IRATI FUSHU ARTOLA SAAVEDRA, 27006,Z,,,,,11-7,11-7,4-11,11-8,,3-1,1 - 2
singles,2,2017649,CORVERASTUR TM,2017548,ATLÉTICO SAN SEBASTIAN,ADRIANA BELVER DIAZ, 23479,A,MAITE AIZPURUA BAKERO, 21729,X,,,,,4-11,3-11,5-11,,,0-3,1 - 3
singles,2,2017649,CORVERASTUR TM,2017548,ATLÉTICO SAN SEBASTIAN,MARIA LOZANO LOPEZ, 3789,C,LAURA GARCIA LUQUE, 18762,Y,,,,,6-11,4-11,9-11,,,0-3,1 - 4
singles,2,2017649,CORVERASTUR TM,2017548,ATLÉTICO SAN SEBASTIAN,MIRIAM MARTINEZ VERA, 3420,B,NEREA AIZPURUA VAQUERO, 23974,Z,,,,,8-11,5-11,11-9,6-11,,1-3,1 - 5
singles,2,14053,LUARCA TENIS DE MESA,2017548,ATLÉTICO SAN SEBASTIAN,ITZIAR DOPICO MARTINEZ, 19854,A,LAURA GARCIA LUQUE, 18762,Y,,,,,8-11,9-11,9-11,,,0-3,0 - 1
singles,2,14053,LUARCA TENIS DE MESA,2017548,ATLÉTICO SAN SEBASTIAN,VERONICA RIESGO RODRIGUEZ, 20770,B,NEREA AIZPURUA VAQUERO, 23974,X,,,,,6-11,1-11,2-11,,,0-3,0 - 2
singles,2,14053,LUARCA TENIS DE MESA,2017548,ATLÉTICO SAN SEBASTIAN,LAURA PRUNEDA GONZALEZ, 1551,C,MAITE AIZPURUA BAKERO, 21729,Z,,,,,11-7,6-11,3-11,5-11,,1-3,0 - 3
singles,2,14053,LUARCA TENIS DE MESA,2017548,ATLÉTICO SAN SEBASTIAN,ITZIAR DOPICO MARTINEZ, 19854,A,NEREA AIZPURUA VAQUERO, 23974,X,,,,,12-10,5-11,0-11,0-11,,1-3,0 - 4
singles,2,14053,LUARCA TENIS DE MESA,2017548,ATLÉTICO SAN SEBASTIAN,LAURA PRUNEDA GONZALEZ, 1551,C,IRATI FUSHU ARTOLA SAAVEDRA, 27006,Y,,,,,6-11,8-11,11-5,11-9,9-11,2-3,0 - 5
singles,2,14053,LUARCA TENIS DE MESA,2017548,ATLÉTICO SAN SEBASTIAN,ELENA FERNANDEZ PEREZ, 19855,B,MAITE AIZPURUA BAKERO, 21729,Z,,,,,11-13,10-12,6-11,,,0-3,0 - 6
singles,2,98,AVILES T.M.,2017548,ATLÉTICO SAN SEBASTIAN,SHEILA FERNÁNDEZ DORADO, 19359,A,LAURA GARCIA LUQUE, 18762,Y,,,,,5-11,11-9,9-11,4-11,,1-3,0 - 1
singles,2,98,AVILES T.M.,2017548,ATLÉTICO SAN SEBASTIAN,MARIA DEL CARMEN CALLE BALADO, 23480,B,NEREA AIZPURUA VAQUERO, 23974,X,,,,,10-12,6-11,2-11,,,0-3,0 - 2
singles,2,98,AVILES T.M.,2017548,ATLÉTICO SAN SEBASTIAN,CARLA SANCHEZ AGÜERA, 20849,C,MAITE AIZPURUA BAKERO, 21729,Z,,,,,9-11,10-12,7-11,,,0-3,0 - 3
singles,2,98,AVILES T.M.,2017548,ATLÉTICO SAN SEBASTIAN,SHEILA FERNÁNDEZ DORADO, 19359,A,NEREA AIZPURUA VAQUERO, 23974,X,,,,,5-11,7-11,4-11,,,0-3,0 - 4
singles,2,98,AVILES T.M.,2017548,ATLÉTICO SAN SEBASTIAN,CARLA SANCHEZ AGÜERA, 20849,C,IRATI FUSHU ARTOLA SAAVEDRA, 27006,Y,,,,,11-9,10-12,7-11,4-11,,1-3,0 - 5
singles,2,98,AVILES T.M.,2017548,ATLÉTICO SAN SEBASTIAN,MARIA DEL CARMEN CALLE BALADO, 23480,B,MAITE AIZPURUA BAKERO, 21729,Z,,,,,9-11,3-11,5-11,,,0-3,0 - 6
singles,3,2017548,ATLÉTICO SAN SEBASTIAN,2017554,CLUB LEKA ENEA TENIS DE MESA,MAIALEN GARCIA PRIETO, 22472,A,NEREA AIZPURUA VAQUERO, 23974,Y,,,,,10-12,9-11,11-13,,,0-3,0 - 1
singles,3,2017548,ATLÉTICO SAN SEBASTIAN,2017554,CLUB LEKA ENEA TENIS DE MESA,MAITANE ZUAZUA ARISTIZABAL, 30165,B,IRATI FUSHU ARTOLA SAAVEDRA, 27006,X,,,,,7-11,6-11,10-12,,,0-3,0 - 2
singles,3,2017548,ATLÉTICO SAN SEBASTIAN,2017554,CLUB LEKA ENEA TENIS DE MESA,AMAIA ANGULO OCIO, 28079,C,MAITE AIZPURUA BAKERO, 21729,Z,,,,,9-11,5-11,7-11,,,0-3,0 - 3
singles,3,2017548,ATLÉTICO SAN SEBASTIAN,2017554,CLUB LEKA ENEA TENIS DE MESA,MAIALEN GARCIA PRIETO, 22472,A,IRATI FUSHU ARTOLA SAAVEDRA, 27006,X,,,,,11-6,9-11,11-6,13-15,11-3,3-2,1 - 3
singles,3,2017548,ATLÉTICO SAN SEBASTIAN,2017554,CLUB LEKA ENEA TENIS DE MESA,AMAIA ANGULO OCIO, 28079,C,NEREA AIZPURUA VAQUERO, 23974,Y,,,,,5-11,5-11,8-11,,,0-3,1 - 4
singles,3,2017548,ATLÉTICO SAN SEBASTIAN,2017554,CLUB LEKA ENEA TENIS DE MESA,IRATI OTAMENDI MAIZ, 30029,B,MAITE AIZPURUA BAKERO, 21729,Z,,,,,5-11,7-11,4-11,,,0-3,1 - 5
singles,4,2017554,CLUB LEKA ENEA TENIS DE MESA,2017548,ATLÉTICO SAN SEBASTIAN,NEREA AIZPURUA VAQUERO, 23974,A,IRIA SUAREZ ALONSO, 31388,Y,,,,,11-3,11-3,11-7,,,3-0,1 - 0
singles,4,2017554,CLUB LEKA ENEA TENIS DE MESA,2017548,ATLÉTICO SAN SEBASTIAN,IRATI FUSHU ARTOLA SAAVEDRA, 27006,B,MAIALEN GARCIA PRIETO, 22472,X,,,,,11-8,11-7,10-12,8-11,11-4,3-2,2 - 0
singles,4,2017554,CLUB LEKA ENEA TENIS DE MESA,2017548,ATLÉTICO SAN SEBASTIAN,MAITE AIZPURUA BAKERO, 21729,C,IRATI OTAMENDI MAIZ, 30029,Z,,,,,11-6,11-4,11-6,,,3-0,3 - 0
singles,4,2017554,CLUB LEKA ENEA TENIS DE MESA,2017548,ATLÉTICO SAN SEBASTIAN,NEREA AIZPURUA VAQUERO, 23974,A,MAIALEN GARCIA PRIETO, 22472,X,,,,,3-11,12-10,12-10,13-11,,3-1,4 - 0
singles,4,2017554,CLUB LEKA ENEA TENIS DE MESA,2017548,ATLÉTICO SAN SEBASTIAN,MAITE AIZPURUA BAKERO, 21729,C,IRIA SUAREZ ALONSO, 31388,Y,,,,,11-3,11-1,11-1,,,3-0,5 - 0
singles,4,2017554,CLUB LEKA ENEA TENIS DE MESA,2017548,ATLÉTICO SAN SEBASTIAN,IRATI FUSHU ARTOLA SAAVEDRA, 27006,B,IRATI OTAMENDI MAIZ, 30029,Z,,,,,11-6,11-6,11-6,,,3-0,6 - 0
singles,5,2017548,ATLÉTICO SAN SEBASTIAN,2017649,CORVERASTUR TM,LAURA GARCIA LUQUE, 18762,A,ANGELA PASTRANA GARCIA, 23717,Y,,,,,11-1,11-1,11-4,,,3-0,1 - 0
singles,5,2017548,ATLÉTICO SAN SEBASTIAN,2017649,CORVERASTUR TM,MAITE AIZPURUA BAKERO, 21729,B,ADRIANA BELVER DIAZ, 23479,X,,,,,11-9,11-6,11-8,,,3-0,2 - 0
singles,5,2017548,ATLÉTICO SAN SEBASTIAN,2017649,CORVERASTUR TM,IRATI FUSHU ARTOLA SAAVEDRA, 27006,C,IRENE MARTINEZ CERNUDA, 30300,Z,,,,,11-7,11-2,11-5,,,3-0,3 - 0
singles,5,2017548,ATLÉTICO SAN SEBASTIAN,2017649,CORVERASTUR TM,LAURA GARCIA LUQUE, 18762,A,ADRIANA BELVER DIAZ, 23479,X,,,,,8-11,11-2,11-7,11-6,,3-1,4 - 0
singles,5,2017548,ATLÉTICO SAN SEBASTIAN,2017649,CORVERASTUR TM,IRATI FUSHU ARTOLA SAAVEDRA, 27006,C,ANGELA PASTRANA GARCIA, 23717,Y,,,,,11-3,11-6,11-4,,,3-0,5 - 0
