Match format,Day number,Local team id,Local team name,Visitor team id,Visitor team name,Player 1 Name,Player 1 License,Player 1 Letter,Player 2 Name,Player 2 License,Player 2 Letter,Player 1-2 Name,Player 1-2 License,Player 2-2 Name,Player 2-2 License,Set 1,Set 2,Set 3,Set 4,Set 5,Result,Score Count
singles,2,14062,IRUN LEKA ENEA,111,TENIS DE MESA PARLA-VSPORT,PAULA GUTIERREZ  CASCALES, 20794,A,ELENE SAGARDIA RODRIGUEZ, 22246,Y,,,,,9-11,11-6,11-9,11-9,,3-1,1 - 0
singles,2,14062,IRUN LEKA ENEA,111,TENIS DE MESA PARLA-VSPORT,AITANA MATELLANES GARCÍA, 14617,B,MONTSERRAT MARTIN DOMINGUEZ, 3700,X,,,,,5-11,11-8,11-1,11-5,,3-1,2 - 0
singles,2,14062,IRUN LEKA ENEA,111,TENIS DE MESA PARLA-VSPORT,SARA CASILLAS VARGAS, 17322,C,SARA MARTINEZ SANCHEZ, 20085,Z,,,,,8-11,8-11,11-9,7-11,,1-3,2 - 1
singles,2,14062,IRUN LEKA ENEA,111,TENIS DE MESA PARLA-VSPORT,PAULA GUTIERREZ  CASCALES, 20794,A,MONTSERRAT MARTIN DOMINGUEZ, 3700,X,,,,,11-6,2-11,11-7,11-7,,3-1,3 - 1
singles,2,14062,IRUN LEKA ENEA,111,TENIS DE MESA PARLA-VSPORT,SARA CASILLAS VARGAS, 17322,C,ELENE SAGARDIA RODRIGUEZ, 22246,Y,,,,,0-11,0-11,0-11,,,0-3,3 - 2
singles,2,14062,IRUN LEKA ENEA,111,TENIS DE MESA PARLA-VSPORT,AITANA MATELLANES GARCÍA, 14617,B,SARA MARTINEZ SANCHEZ, 20085,Z,,,,,4-11,11-4,11-7,11-3,,3-1,4 - 2
singles,2,581,ETM TORRELAVEGA,111,TENIS DE MESA PARLA-VSPORT,SARA CASILLAS VARGAS, 17322,A,REBECA PEREZ TERAN, 3693,Y,,,,,7-11,5-11,5-11,,,0-3,0 - 1
singles,2,581,ETM TORRELAVEGA,111,TENIS DE MESA PARLA-VSPORT,PAULA GUTIERREZ  CASCALES, 20794,B,LUISELENA DEL MAR LUKERT MENDEZ, 27261,X,,,,,11-4,8-11,11-7,19-17,,3-1,1 - 1
singles,2,581,ETM TORRELAVEGA,111,TENIS DE MESA PARLA-VSPORT,AITANA MATELLANES GARCÍA, 14617,C,CRISTINA SANTIAGO SANCHEZ, 18700,Z,,,,,11-2,16-14,11-9,,,3-0,2 - 1
singles,2,581,ETM TORRELAVEGA,111,TENIS DE MESA PARLA-VSPORT,SARA CASILLAS VARGAS, 17322,A,LUISELENA DEL MAR LUKERT MENDEZ, 27261,X,,,,,11-7,8-11,6-11,7-11,,1-3,2 - 2
singles,2,581,ETM TORRELAVEGA,111,TENIS DE MESA PARLA-VSPORT,AITANA MATELLANES GARCÍA, 14617,C,REBECA PEREZ TERAN, 3693,Y,,,,,6-11,5-11,9-11,,,0-3,2 - 3
