name,id_raw,id,division,group,genre,category,url
CONSERVAS LOLA,1218,1218,División de Honor Masculina - Grupo 3,3,male,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=1218
MADRID CAPITAL TM,942,942,División de Honor Masculina - Grupo 3,3,male,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=942
CTM ALCALA IMPORALIA,810,810,División de Honor Masculina - Grupo 3,3,male,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=810
CIRCULO MERCANTIL INDUSTRIAL DE SEVILLA,417,417,División de Honor Masculina - Grupo 3,3,male,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=417
FUENCARRAL TM,20191286,20191286,División de Honor Masculina - Grupo 3,3,male,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20191286
EXTREMADURA TM ALMENDRALEJO,14,14,División de Honor Masculina - Grupo 3,3,male,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=14
SAN SEBASTIAN DE LOS REYES,285,285,División de Honor Masculina - Grupo 3,3,male,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=285
ETM TORRELAVEGA HOTEL MARQUES.S,581,581,División de Honor Femenina - Grupo 1,1,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=581
CIDADE DE NARON,788,788,División de Honor Femenina - Grupo 1,1,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=788
PONTEVEDRA T.M.HOSTEL CHARINO,1113,1113,División de Honor Femenina - Grupo 1,1,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=1113
LA ATALAYA GIJON TENIS DE MESA,20222605,20222605,División de Honor Femenina - Grupo 1,1,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20222605
VISIT PONTEVEDRA,1308,1308,División de Honor Femenina - Grupo 1,1,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=1308
FERTIBERIA-CORVERASTUR TM,2017649,2017649,División de Honor Femenina - Grupo 1,1,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=2017649
AVILÉS TENIS DE MESA,111,111,División de Honor Femenina - Grupo 1,1,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=111
ILLAS CÍES TM,866,866,División de Honor Femenina - Grupo 1,1,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=866
CLUB DEL MAR DE SAN AMARO,20201857,20201857,División de Honor Femenina - Grupo 1,1,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20201857
CLUB TENIS DE MESA MOS,20212309,20212309,División de Honor Femenina - Grupo 1,1,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20212309
BOADILLA  TM CEIP TERESA BERGANZA,2018826,2018826,División de Honor Femenina - Grupo 2,2,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=2018826
C.D.T.M. RIVAS,10828,10828,División de Honor Femenina - Grupo 2,2,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=10828
GIRBAU VIC T.T.,16209,16209,División de Honor Femenina - Grupo 2,2,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=16209
CENTRO NATACION HELIOS,2017545,2017545,División de Honor Femenina - Grupo 2,2,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=2017545
SAN SEBASTIAN DE LOS REYES,20212256,20212256,División de Honor Femenina - Grupo 2,2,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20212256
AUTOESCOLA TATCHEPOL RIPOLLET,20222707,20222707,División de Honor Femenina - Grupo 2,2,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20222707
ATLÉTICO SAN SEBASTIAN,2017548,2017548,División de Honor Femenina - Grupo 2,2,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=2017548
IMMOTÈCNICS TT ELS 8 LA GARRIGA,20212548,20212548,División de Honor Femenina - Grupo 2,2,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20212548
AD COLLADO MEDIANO,10203,10203,División de Honor Femenina - Grupo 2,2,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=10203
CUBES NORTE TT,20212559,20212559,División de Honor Femenina - Grupo 2,2,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20212559
MUSEO DE LA ALMENDRA FRANCISCO MORALES,2017543,2017543,División de Honor Femenina - Grupo 3,3,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=2017543
INDIANA GAMES LINARES,20191314,20191314,División de Honor Femenina - Grupo 3,3,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20191314
C.T.M. JEREZ,2017553,2017553,División de Honor Femenina - Grupo 3,3,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=2017553
COVICSA-CTT SANTA EULARIA,1150,1150,División de Honor Femenina - Grupo 3,3,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=1150
CTM ALCALÁ TRÉBOL MODA,20222882,20222882,División de Honor Femenina - Grupo 3,3,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20222882
SON CLADERA TTC,20191304,20191304,División de Honor Femenina - Grupo 3,3,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20191304
C.T.T. MEDITERRANEO-VALENCIA,117,117,División de Honor Femenina - Grupo 3,3,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=117
TECNIGEN LINARES,1440,׎4,División de Honor Femenina - Grupo 3,3,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=1440
HUJASE JAÉN AUTÉNTICA,16207,16207,División de Honor Femenina - Grupo 3,3,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=16207
CD NERVION TENIS DE MESA CITY,20191255,20191255,División de Honor Femenina - Grupo 3,3,female,divisio-honor,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20191255
CAMBADOS TENIS DE MESA,221,221,Primera División Masculina - Grupo 1,1,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=221
PANADERÍA SANTY SIN GLUTEN,10490,10490,Primera División Masculina - Grupo 1,1,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=10490
OROSO TM PELUQUERíA TIJE,16008,16008,Primera División Masculina - Grupo 1,1,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=16008
CTM TABOR AÑAVINGO,74,74,Primera División Masculina - Grupo 1,1,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=74
VISIT PONTEVEDRA,1284,1284,Primera División Masculina - Grupo 1,1,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=1284
T.M.DEFENSE  ELECTROSATEL,329,329,Primera División Masculina - Grupo 1,1,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=329
ETM LA FINCA,2017348,2017348,Primera División Masculina - Grupo 1,1,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=2017348
CLUB DEPORTIVO COYANZA,20191277,20191277,Primera División Masculina - Grupo 1,1,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20191277
CLUB DEPORTIVO TEMESPIN,333,333,Primera División Masculina - Grupo 1,1,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=333
MANUFACTURAS DEPORTIVAS,2018819,2018819,Primera División Masculina - Grupo 1,1,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=2018819
CAFÉ QUIJANO GIJÓN TM,2018797,2018797,Primera División Masculina - Grupo 1,1,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=2018797
CONXO TM  ZOOLANDIA,20191657,20191657,Primera División Masculina - Grupo 1,1,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20191657
SCHOOL ZARAGOZA GLOBAL SPEDITION,38,38,Primera División Masculina - Grupo 2,2,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=38
CENTRO NATACIÓN HELIOS,178,178,Primera División Masculina - Grupo 2,2,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=178
SCDR ANAITASUNA,20212128,20212128,Primera División Masculina - Grupo 2,2,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20212128
LES BORGES TT MUSEUM,10162,10162,Primera División Masculina - Grupo 2,2,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=10162
CTM ABADIÑO - L4UKO,1335,1335,Primera División Masculina - Grupo 2,2,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=1335
IRUN LEKA ENEA,830,830,Primera División Masculina - Grupo 2,2,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=830
GIRBAU VIC T.T,20201663,20201663,Primera División Masculina - Grupo 2,2,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20201663
DARUMA LLUïSOS DE GRACIA,10586,10586,Primera División Masculina - Grupo 2,2,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=10586
CTT TORTOSA,48,48,Primera División Masculina - Grupo 2,2,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=48
ELMA GASTEIZ,10717,10717,Primera División Masculina - Grupo 2,2,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=10717
CLUB NATACION PAMPLONA,142,142,Primera División Masculina - Grupo 2,2,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=142
WELLTECH ELECTRONICS GURETALDE,101,101,Primera División Masculina - Grupo 2,2,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=101
CENTRE NATACIO MATARO,153,153,Primera División Masculina - Grupo 3,3,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=153
BLANXART XALOC OLESA,816,816,Primera División Masculina - Grupo 3,3,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=816
CTT HOSPITALET VITALY,10699,10699,Primera División Masculina - Grupo 3,3,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=10699
CLUB TENNIS TAULA LA BISBAL,14009,14009,Primera División Masculina - Grupo 3,3,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=14009
CTT TONA PADRÓS CHEESE,815,815,Primera División Masculina - Grupo 3,3,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=815
CLUB TENNIS TAULA BARCELONA,14016,14016,Primera División Masculina - Grupo 3,3,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=14016
CLUB NATACIÓ SABADELL,10818,10818,Primera División Masculina - Grupo 3,3,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=10818
CHARLOTTE'S GRILL BADALONA,66,66,Primera División Masculina - Grupo 3,3,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=66
CTT OLOT - TRANSPORTS ESCAPA,20212123,20212123,Primera División Masculina - Grupo 3,3,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20212123
CLUB TENNIS TAULA TORELLÓ,165,165,Primera División Masculina - Grupo 3,3,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=165
TERMOTUR CALELLA,262,262,Primera División Masculina - Grupo 3,3,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=262
CETT ESPARREGUERA,64,64,Primera División Masculina - Grupo 3,3,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=64
CLUB PALMA TENNIS TAULA,188,188,Primera División Masculina - Grupo 4,4,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=188
LEZAMA DEMOLICIONES TEMESA C.REAL,892,892,Primera División Masculina - Grupo 4,4,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=892
HORTITEC ALZIRA,10826,10826,Primera División Masculina - Grupo 4,4,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=10826
AQADEM.COM,22,22,Primera División Masculina - Grupo 4,4,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=22
CTT MANACOR GRUP ORELL,20223011,20223011,Primera División Masculina - Grupo 4,4,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20223011
KARTING GRANADA VEGAS DEL GENIL,20201677,20201677,Primera División Masculina - Grupo 4,4,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20201677
DAMA DE ELCHE OPTICA LOOK,2017338,2017338,Primera División Masculina - Grupo 4,4,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=2017338
ALSA CARTAGENA,70,70,Primera División Masculina - Grupo 4,4,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=70
AM SYSTEM,2018804,2018804,Primera División Masculina - Grupo 4,4,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=2018804
THE SOLAR WORLD STAIN ABTM,16013,16013,Primera División Masculina - Grupo 4,4,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=16013
CLUB TENNIS TAULA ALGEMESI,20201671,20201671,Primera División Masculina - Grupo 4,4,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20201671
TM ROQUETAS,1532,1532,Primera División Masculina - Grupo 4,4,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=1532
C.D. TENIS DE MESA RIVAS,183,183,Primera División Masculina - Grupo 5,5,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=183
BOADILLA  T.M. CEIP TERESA BERGANZA,20191284,20191284,Primera División Masculina - Grupo 5,5,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20191284
CLUB TENIS DE MESA COSLADA,20201676,20201676,Primera División Masculina - Grupo 5,5,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20201676
ALUCHE TM,10251,10251,Primera División Masculina - Grupo 5,5,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=10251
FUENLABRADA TEAM TM AMMERLÄNDER,2017697,2017697,Primera División Masculina - Grupo 5,5,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=2017697
MADRID C.T.M.,20201664,20201664,Primera División Masculina - Grupo 5,5,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20201664
DANIMEATS ALCOBENDAS TM,20191273,20191273,Primera División Masculina - Grupo 5,5,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20191273
SAN SEBASTIAN DE LOS REYES,838,838,Primera División Masculina - Grupo 5,5,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=838
MADRID CAPITAL TM,20223010,20223010,Primera División Masculina - Grupo 5,5,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20223010
AD COLLADO MEDIANO,2017355,2017355,Primera División Masculina - Grupo 5,5,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=2017355
NOROESTE - LAS ROZAS,10288,10288,Primera División Masculina - Grupo 5,5,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=10288
TENIS DE MESA PARLA,2017771,2017771,Primera División Masculina - Grupo 5,5,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=2017771
ATLEET-SERMA TM TALAVERA,1329,1329,Primera División Masculina - Grupo 6,6,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=1329
GUADALSEM AMIGOS TM LEBRIJA,20201675,20201675,Primera División Masculina - Grupo 6,6,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20201675
C.T.M. PORTUENSE,2018811,2018811,Primera División Masculina - Grupo 6,6,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=2018811
C.T.M BAHÍA DE CÁDIZ,20191643,20191643,Primera División Masculina - Grupo 6,6,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20191643
T.M. FUENTE DEL MAESTRE,10629,10629,Primera División Masculina - Grupo 6,6,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=10629
REAL CIRCULO DE LABRADORES,20202070,20202070,Primera División Masculina - Grupo 6,6,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20202070
AVILÉS DIGITAL DENTAL CLINIC,20212130,20212130,Primera División Masculina - Grupo 6,6,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20212130
CTM POLAN-TOLEDO,20181202,20181202,Primera División Masculina - Grupo 6,6,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20181202
C.T.M.  TODODISCA JEREZ,14019,14019,Primera División Masculina - Grupo 6,6,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=14019
A.D.  TRES BALCONES,454,454,Primera División Masculina - Grupo 6,6,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=454
CIRCULO MERCANTIL E INDUSTRIAL,10469,10469,Primera División Masculina - Grupo 6,6,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=10469
CLUB TENIS DE MESA TECNIK '87,20191454,20191454,Primera División Masculina - Grupo 6,6,male,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20191454
CINANIA TM,1260,1260,Primera División Femenina - Grupo 1,1,female,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=1260
TENIS DE MESA PONTEVEDRA,20233109,20233109,Primera División Femenina - Grupo 1,1,female,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20233109
MONTE PORREIRO CONFITERIA CAPRI,10460,10460,Primera División Femenina - Grupo 1,1,female,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=10460
CLUB DEL MAR DE SAN AMARO,20222991,20222991,Primera División Femenina - Grupo 1,1,female,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=20222991
COFERSA CIDADE DE NARÓN,10044,10044,Primera División Femenina - Grupo 1,1,female,primera-nacional,https://www.rfetm.es/resultados/2023-2024/view.php?eqdat=10044
