jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,13/11/2021,10:00,TENIS DE MESA ALCALA-VILLALBILLA,REOCÍN - SON CLADERA TTC,3,4,,
Jornada 1,13/11/2021,10:00,SSREYES-DOS DE MAYO,HORTALEZA TM,2,4,,
Jornada 1,13/11/2021,10:00,CLUB DEPORTIVO YACAL,EIVISSA-CARMEN PELUQUEROS PATR.HUMANITAT,0,6,,
Jornada 1,13/11/2021,10:00,ALUCHE TENIS DE MESA FEMENINO,CDE TM PROGRESO MOS,1,5,,
Jornada 1,13/11/2021,11:00,TABOR- ARAFO SOMOSIDENTIDAD,TEMESPIN LOS LLANOS DE ARIDANE,4,3,,
Jornada 1,13/11/2021,12:30,TENIS DE MESA ALCALA-VILLALBILLA,HORTALEZA TM,2,4,,
Jornada 1,13/11/2021,12:30,SSREYES-DOS DE MAYO,EIVISSA-CARMEN PELUQUEROS PATR.HUMANITAT,0,6,,
Jornada 1,13/11/2021,12:30,CLUB DEPORTIVO YACAL,CDE TM PROGRESO MOS,0,6,,
Jornada 1,13/11/2021,12:30,ALUCHE TENIS DE MESA FEMENINO,REOCÍN - SON CLADERA TTC,2,4,,
Jornada 1,13/11/2021,16:30,TENIS DE MESA ALCALA-VILLALBILLA,EIVISSA-CARMEN PELUQUEROS PATR.HUMANITAT,2,4,,
Jornada 1,13/11/2021,16:30,TEMESPIN LOS LLANOS DE ARIDANE,TENIS DE MESA DEFENSE F LA PALMA,1,5,,
Jornada 1,13/11/2021,16:30,SSREYES-DOS DE MAYO,CDE TM PROGRESO MOS,1,5,,
Jornada 1,13/11/2021,16:30,CLUB DEPORTIVO YACAL,REOCÍN - SON CLADERA TTC,2,4,,
Jornada 1,13/11/2021,16:30,ALUCHE TENIS DE MESA FEMENINO,HORTALEZA TM,0,6,,
Jornada 1,13/11/2021,19:00,TENIS DE MESA DEFENSE F LA PALMA,TABOR- ARAFO SOMOSIDENTIDAD,4,3,,
Jornada 1,13/11/2021,19:00,TENIS DE MESA ALCALA-VILLALBILLA,CDE TM PROGRESO MOS,4,2,,
Jornada 1,13/11/2021,19:00,SSREYES-DOS DE MAYO,REOCÍN - SON CLADERA TTC,2,4,,
Jornada 1,13/11/2021,19:00,CLUB DEPORTIVO YACAL,HORTALEZA TM,0,6,,
Jornada 1,13/11/2021,19:00,ALUCHE TENIS DE MESA FEMENINO,EIVISSA-CARMEN PELUQUEROS PATR.HUMANITAT,0,6,,
Jornada 2,11/12/2021,16:30,SSREYES-DOS DE MAYO,TENIS DE MESA DEFENSE F LA PALMA,1,5,,
Jornada 2,11/12/2021,16:30,EIVISSA-CARMEN PELUQUEROS PATR.HUMANITAT,REOCÍN - SON CLADERA TTC,2,4,,
Jornada 2,11/12/2021,16:30,CLUB DEPORTIVO YACAL,TEMESPIN LOS LLANOS DE ARIDANE,1,5,,
Jornada 2,11/12/2021,16:30,CDE TM PROGRESO MOS,HORTALEZA TM,6,0,,
Jornada 2,11/12/2021,16:30,ALUCHE TENIS DE MESA FEMENINO,TABOR- ARAFO SOMOSIDENTIDAD,0,6,,
Jornada 2,11/12/2021,19:00,TENIS DE MESA ALCALA-VILLALBILLA,TABOR- ARAFO SOMOSIDENTIDAD,2,4,,
Jornada 2,11/12/2021,19:00,EIVISSA-CARMEN PELUQUEROS PATR.HUMANITAT,HORTALEZA TM,6,0,,
Jornada 2,11/12/2021,19:00,CLUB DEPORTIVO YACAL,TENIS DE MESA DEFENSE F LA PALMA,1,5,,
Jornada 2,11/12/2021,19:00,CDE TM PROGRESO MOS,REOCÍN - SON CLADERA TTC,0,6,,
Jornada 2,11/12/2021,19:00,ALUCHE TENIS DE MESA FEMENINO,TEMESPIN LOS LLANOS DE ARIDANE,0,6,,
Jornada 2,12/12/2021,10:00,TENIS DE MESA ALCALA-VILLALBILLA,TENIS DE MESA DEFENSE F LA PALMA,4,3,,
Jornada 2,12/12/2021,10:00,SSREYES-DOS DE MAYO,TEMESPIN LOS LLANOS DE ARIDANE,3,4,,
Jornada 2,12/12/2021,10:00,HORTALEZA TM,REOCÍN - SON CLADERA TTC,0,6,,
Jornada 2,12/12/2021,10:00,CLUB DEPORTIVO YACAL,TABOR- ARAFO SOMOSIDENTIDAD,0,6,,
Jornada 2,12/12/2021,10:00,CDE TM PROGRESO MOS,EIVISSA-CARMEN PELUQUEROS PATR.HUMANITAT,0,6,,
Jornada 2,12/12/2021,12:30,TENIS DE MESA ALCALA-VILLALBILLA,TEMESPIN LOS LLANOS DE ARIDANE,4,2,,
Jornada 2,12/12/2021,12:30,SSREYES-DOS DE MAYO,TABOR- ARAFO SOMOSIDENTIDAD,0,6,,
Jornada 2,12/12/2021,12:30,ALUCHE TENIS DE MESA FEMENINO,TENIS DE MESA DEFENSE F LA PALMA,1,5,,
Jornada 3,15/01/2022,10:00,TENIS DE MESA DEFENSE F LA PALMA,HORTALEZA TM,2,4,,
Jornada 3,15/01/2022,10:00,TEMESPIN LOS LLANOS DE ARIDANE,EIVISSA-CARMEN PELUQUEROS PATR.HUMANITAT,1,5,,
Jornada 3,15/01/2022,10:00,TABOR- ARAFO SOMOSIDENTIDAD,CDE TM PROGRESO MOS,4,2,,
Jornada 3,15/01/2022,12:30,TENIS DE MESA DEFENSE F LA PALMA,EIVISSA-CARMEN PELUQUEROS PATR.HUMANITAT,0,6,,
Jornada 3,15/01/2022,12:30,TEMESPIN LOS LLANOS DE ARIDANE,CDE TM PROGRESO MOS,6,0,,
