jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,28/09/2019,16:00,CTM HERMIGUA - CASA LORENZO,C.T.M. ACOROMA DE CANDELARIA,1,5,,
Jornada 1,28/09/2019,16:00,CTM TENEGUIA,C.D. HIDRA PUERTO DE LA CRUZ,4,2,,
Jornada 1,28/09/2019,17:30,DEDALOS TM,CIRCULO DE AMISTAD-TENERIFE,4,2,,
Jornada 1,29/09/2019,10:00,TENIS DE MESA DEFENSE D BREÑA ALTA,TM DEFENSE B LA PALMA,3,4,,
Jornada 1,29/09/2019,11:00,C.D. TENIS DE MESA TEMEGUESTE,CLUB DEPORTIVO YACAL,5,1,,
Jornada 2,05/10/2019,10:30,CIRCULO DE AMISTAD-TENERIFE,TM DEFENSE B LA PALMA,5,1,,
Jornada 2,05/10/2019,11:00,TEMESPIN LOS LLANOS DE ARIDANE B,MENCEY REAL ESTATE,4,3,,
Jornada 2,05/10/2019,16:00,C.T.M. ACOROMA DE CANDELARIA,TM DEFENSE B LA PALMA,2,4,,
Jornada 2,05/10/2019,16:00,CTM TENEGUIA,MENCEY REAL ESTATE,4,2,,
Jornada 2,05/10/2019,17:30,DEDALOS TM,CTM HERMIGUA - CASA LORENZO,6,0,,
Jornada 2,06/10/2019,11:00,C.D. HIDRA PUERTO DE LA CRUZ,TENIS DE MESA DEFENSE D BREÑA ALTA,6,0,,
Jornada 2,06/10/2019,11:00,C.D. TENIS DE MESA TEMEGUESTE,CTM HERMIGUA - CASA LORENZO,6,0,,
Jornada 3,11/10/2019,20:00,C.T.M. ACOROMA DE CANDELARIA,C.D. TENIS DE MESA TEMEGUESTE,3,4,,
Jornada 3,12/10/2019,11:15,CTM HERMIGUA - CASA LORENZO,CIRCULO DE AMISTAD-TENERIFE,0,6,,
Jornada 3,12/10/2019,16:00,DEDALOS TM,CLUB DEPORTIVO YACAL,6,0,,
Jornada 3,12/10/2019,16:00,TEMESPIN LOS LLANOS DE ARIDANE B,TM DEFENSE B LA PALMA,2,4,,
Jornada 3,12/10/2019,16:00,CTM TENEGUIA,TENIS DE MESA DEFENSE D BREÑA ALTA,6,0,,
Jornada 3,12/10/2019,18:30,C.D. HIDRA PUERTO DE LA CRUZ,MENCEY REAL ESTATE,2,4,,
Jornada 4,19/10/2019,11:00,MENCEY REAL ESTATE,C.T.M. ACOROMA DE CANDELARIA,5,1,,
Jornada 4,19/10/2019,16:00,CLUB DEPORTIVO YACAL,C.T.M. ACOROMA DE CANDELARIA,0,6,,
Jornada 4,19/10/2019,16:00,TEMESPIN LOS LLANOS DE ARIDANE B,CTM TENEGUIA,3,4,,
Jornada 4,19/10/2019,17:00,TENIS DE MESA DEFENSE D BREÑA ALTA,CTM HERMIGUA - CASA LORENZO,6,0,,
Jornada 4,20/10/2019,10:00,TM DEFENSE B LA PALMA,CTM HERMIGUA - CASA LORENZO,6,0,,
Jornada 4,20/10/2019,11:00,C.D. TENIS DE MESA TEMEGUESTE,DEDALOS TM,4,2,,
Jornada 4,20/10/2019,11:00,CIRCULO DE AMISTAD-TENERIFE,C.D. HIDRA PUERTO DE LA CRUZ,3,4,,
