jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,28/09/2019,17:00,GALMEDICA OURENSE TM,GRUPO BARROS CAMBADOS TM,4,2,,
Jornada 1,28/09/2019,17:00,CTM MILAGROSA,"HELIOS BEMBRIVE, T.M",5,1,,
Jornada 1,28/09/2019,17:00,VILAGARCIA TENIS DE MESA,VETERANOS EXPECTORANTES,5,1,,
Jornada 1,28/09/2019,17:00,CARNES Y EMBUTIDOS LUIS SANESTEBAN CAO,CLUB TENIS DE MESA VIGO,4,2,,
Jornada 1,28/09/2019,17:00,ARTEAL,CD DEZ PORTAS CAFÉ BAR KARLOS,2,4,,
Jornada 1,28/09/2019,17:30,OROSO TM PELUQUERÍA TIJE,ZOOLANDIA CONXO TM,5,1,,
Jornada 2,05/10/2019,16:30,VETERANOS EXPECTORANTES,CTM MILAGROSA,3,4,,
Jornada 2,05/10/2019,16:30,ZOOLANDIA CONXO TM,GRUPO BARROS CAMBADOS TM,4,2,,
Jornada 2,05/10/2019,17:00,CD DEZ PORTAS CAFÉ BAR KARLOS,CARNES Y EMBUTIDOS LUIS SANESTEBAN CAO,4,2,,
Jornada 2,05/10/2019,17:30,OROSO TM PELUQUERÍA TIJE,ARTEAL,2,4,,
Jornada 2,05/10/2019,18:45,CLUB TENIS DE MESA VIGO,VILAGARCIA TENIS DE MESA,0,6,,
Jornada 2,06/10/2019,10:30,"HELIOS BEMBRIVE, T.M",GALMEDICA OURENSE TM,4,3,,
Jornada 3,12/10/2019,17:00,CARNES Y EMBUTIDOS LUIS SANESTEBAN CAO,OROSO TM PELUQUERÍA TIJE,4,3,,
Jornada 3,12/10/2019,17:00,GRUPO BARROS CAMBADOS TM,"HELIOS BEMBRIVE, T.M",2,4,,
Jornada 3,12/10/2019,17:00,GALMEDICA OURENSE TM,VETERANOS EXPECTORANTES,4,3,,
Jornada 3,12/10/2019,17:00,CTM MILAGROSA,CLUB TENIS DE MESA VIGO,5,1,,
Jornada 3,12/10/2019,17:00,VILAGARCIA TENIS DE MESA,CD DEZ PORTAS CAFÉ BAR KARLOS,2,4,,
Jornada 3,12/10/2019,17:00,ARTEAL,ZOOLANDIA CONXO TM,4,2,,
Jornada 4,19/10/2019,16:30,VETERANOS EXPECTORANTES,GRUPO BARROS CAMBADOS TM,5,1,,
Jornada 4,19/10/2019,16:30,ZOOLANDIA CONXO TM,"HELIOS BEMBRIVE, T.M",4,2,,
Jornada 4,19/10/2019,17:00,ARTEAL,CARNES Y EMBUTIDOS LUIS SANESTEBAN CAO,5,1,,
Jornada 4,19/10/2019,17:00,CD DEZ PORTAS CAFÉ BAR KARLOS,CTM MILAGROSA,5,1,,
Jornada 4,19/10/2019,17:30,OROSO TM PELUQUERÍA TIJE,VILAGARCIA TENIS DE MESA,3,4,,
Jornada 4,19/10/2019,18:45,CLUB TENIS DE MESA VIGO,GALMEDICA OURENSE TM,2,4,,
Jornada 5,26/10/2019,17:00,CTM MILAGROSA,OROSO TM PELUQUERÍA TIJE,5,1,,
