jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,28/09/2019,16:00,CLUB TENNIS TAULA ALTEA,CTM ALCOY UNIÓN ALCOYANA DE SEGUROS,6,0,,
Jornada 1,28/09/2019,17:00,CTM ILICITANO,CLUB TENIS DE MESA PATERNA,4,3,,
Jornada 1,28/09/2019,17:00,CTM; EL PALMAR,ALSA-CITY CARTAGENA,4,3,,
Jornada 1,28/09/2019,17:00,CTM VEGAS DEL GENIL,BOLA DE PARTIDO LA ZUBIA,4,2,,
Jornada 2,05/10/2019,11:00,CTM VEGAS DEL GENIL,CTM; EL PALMAR,2,4,,
Jornada 2,05/10/2019,17:00,BOLA DE PARTIDO LA ZUBIA,CTM; EL PALMAR,3,4,,
Jornada 2,05/10/2019,17:30,ALSA-CITY CARTAGENA,CTM ALCOY UNIÓN ALCOYANA DE SEGUROS,4,2,,
Jornada 2,06/10/2019,11:00,LINARED INFORMATICA LINARES,CTM; EL PALMAR,5,1,,
Jornada 3,12/10/2019,11:00,CTM ALCOY UNIÓN ALCOYANA DE SEGUROS,BOLA DE PARTIDO LA ZUBIA,1,5,,
Jornada 3,12/10/2019,17:00,C.T.T. ALZIRA CAMARENA,BOLA DE PARTIDO LA ZUBIA,5,1,,
Jornada 3,12/10/2019,17:00,CLUB TENNIS TAULA ALTEA,CTM; EL PALMAR,6,0,,
Jornada 3,13/10/2019,10:30,CLUB TENIS DE MESA PATERNA,BOLA DE PARTIDO LA ZUBIA,3,4,,
Jornada 4,19/10/2019,10:30,ALSA-CITY CARTAGENA,CLUB TENIS DE MESA PATERNA,2,4,,
Jornada 4,19/10/2019,17:00,C.T.T. ALZIRA CAMARENA,CTM ALCOY UNIÓN ALCOYANA DE SEGUROS,5,1,,
Jornada 4,19/10/2019,17:00,CTM ILICITANO,CLUB TENNIS TAULA ALTEA,2,4,,
Jornada 4,19/10/2019,17:00,CTM; EL PALMAR,CLUB TENIS DE MESA PATERNA,0,6,,
Jornada 5,26/10/2019,17:00,CTM; EL PALMAR,CTM ILICITANO,2,4,,
Jornada 5,26/10/2019,17:00,CLUB TENIS DE MESA PATERNA,C.T.T. ALZIRA CAMARENA,2,4,,
Jornada 5,27/10/2019,11:00,LINARED INFORMATICA LINARES,CTM VEGAS DEL GENIL,4,3,,
Jornada 6,09/11/2019,10:00,C.T.T. ALZIRA CAMARENA,LINARED INFORMATICA LINARES,2,4,,
Jornada 6,09/11/2019,17:00,CTM ILICITANO,ALSA-CITY CARTAGENA,5,1,,
Jornada 6,09/11/2019,17:00,CLUB TENIS DE MESA PATERNA,LINARED INFORMATICA LINARES,2,4,,
Jornada 6,10/11/2019,11:00,CTM ALCOY UNIÓN ALCOYANA DE SEGUROS,LINARED INFORMATICA LINARES,2,4,,
Jornada 7,16/11/2019,10:30,CLUB TENIS DE MESA PATERNA,CTM VEGAS DEL GENIL,4,2,,
Jornada 7,16/11/2019,17:00,C.T.T. ALZIRA CAMARENA,CTM VEGAS DEL GENIL,4,3,,
Jornada 7,16/11/2019,17:30,ALSA-CITY CARTAGENA,CLUB TENNIS TAULA ALTEA,2,4,,
Jornada 7,17/11/2019,11:00,CTM ALCOY UNIÓN ALCOYANA DE SEGUROS,CTM VEGAS DEL GENIL,4,3,,
Jornada 8,23/11/2019,11:00,BOLA DE PARTIDO LA ZUBIA,CTM ILICITANO,4,3,,
Jornada 8,23/11/2019,11:00,CTM; EL PALMAR,C.T.T. ALZIRA CAMARENA,1,5,,
Jornada 8,23/11/2019,17:00,CTM VEGAS DEL GENIL,CTM ILICITANO,4,2,,
Jornada 8,23/11/2019,17:30,ALSA-CITY CARTAGENA,C.T.T. ALZIRA CAMARENA,1,5,,
Jornada 8,23/11/2019,18:00,CTM ALCOY UNIÓN ALCOYANA DE SEGUROS,CLUB TENIS DE MESA PATERNA,4,3,,
Jornada 8,24/11/2019,11:00,LINARED INFORMATICA LINARES,CTM ILICITANO,3,4,,
Jornada 9,30/11/2019,11:00,CTM VEGAS DEL GENIL,ALSA-CITY CARTAGENA,4,3,,
Jornada 9,30/11/2019,17:00,CLUB TENNIS TAULA ALTEA,CLUB TENIS DE MESA PATERNA,3,4,,
Jornada 9,30/11/2019,17:00,BOLA DE PARTIDO LA ZUBIA,ALSA-CITY CARTAGENA,6,0,,
Jornada 9,01/12/2019,11:00,LINARED INFORMATICA LINARES,ALSA-CITY CARTAGENA,5,1,,
Jornada 10,14/12/2019,11:00,BOLA DE PARTIDO LA ZUBIA,CLUB TENNIS TAULA ALTEA,2,4,,
Jornada 10,14/12/2019,17:00,CTM; EL PALMAR,CTM ALCOY UNIÓN ALCOYANA DE SEGUROS,3,4,,
Jornada 10,14/12/2019,17:00,CTM ILICITANO,C.T.T. ALZIRA CAMARENA,2,4,,
Jornada 10,14/12/2019,17:00,CTM VEGAS DEL GENIL,CLUB TENNIS TAULA ALTEA,1,5,,
Jornada 10,15/12/2019,11:00,LINARED INFORMATICA LINARES,CLUB TENNIS TAULA ALTEA,4,3,,
Jornada 11,21/12/2019,16:00,LINARED INFORMATICA LINARES,BOLA DE PARTIDO LA ZUBIA,4,2,,
Jornada 11,21/12/2019,17:00,CTM ILICITANO,CTM ALCOY UNIÓN ALCOYANA DE SEGUROS,4,2,,
Jornada 11,21/12/2019,17:00,CLUB TENNIS TAULA ALTEA,C.T.T. ALZIRA CAMARENA,4,2,,
Jornada 12,11/01/2020,11:00,CTM VEGAS DEL GENIL,CLUB TENIS DE MESA PATERNA,2,4,,
Jornada 12,11/01/2020,17:00,CLUB TENNIS TAULA ALTEA,CTM ILICITANO,3,4,,
Jornada 12,11/01/2020,17:00,BOLA DE PARTIDO LA ZUBIA,CLUB TENIS DE MESA PATERNA,1,5,,
Jornada 12,11/01/2020,18:00,CTM ALCOY UNIÓN ALCOYANA DE SEGUROS,ALSA-CITY CARTAGENA,2,4,,
Jornada 12,12/01/2020,11:00,LINARED INFORMATICA LINARES,CLUB TENIS DE MESA PATERNA,6,0,,
Jornada 13,18/01/2020,10:30,CLUB TENIS DE MESA PATERNA,ALSA-CITY CARTAGENA,6,0,,
Jornada 13,18/01/2020,17:00,C.T.T. ALZIRA CAMARENA,ALSA-CITY CARTAGENA,5,1,,
Jornada 13,18/01/2020,17:00,CLUB TENNIS TAULA ALTEA,BOLA DE PARTIDO LA ZUBIA,6,0,,
Jornada 13,19/01/2020,10:00,CTM ILICITANO,BOLA DE PARTIDO LA ZUBIA,4,3,,
Jornada 14,25/01/2020,17:00,CLUB TENIS DE MESA PATERNA,CTM ILICITANO,1,5,,
Jornada 14,25/01/2020,17:30,ALSA-CITY CARTAGENA,CTM; EL PALMAR,2,4,,
Jornada 14,25/01/2020,18:00,CTM ALCOY UNIÓN ALCOYANA DE SEGUROS,CLUB TENNIS TAULA ALTEA,0,6,,
Jornada 15,08/02/2020,11:00,BOLA DE PARTIDO LA ZUBIA,C.T.T. ALZIRA CAMARENA,2,4,,
Jornada 15,08/02/2020,17:00,CTM VEGAS DEL GENIL,C.T.T. ALZIRA CAMARENA,1,5,,
Jornada 15,08/02/2020,17:00,CLUB TENNIS TAULA ALTEA,ALSA-CITY CARTAGENA,6,0,,
Jornada 15,08/02/2020,17:00,CTM ILICITANO,CTM; EL PALMAR,2,4,,
Jornada 15,09/02/2020,11:00,LINARED INFORMATICA LINARES,C.T.T. ALZIRA CAMARENA,5,1,,
Jornada 16,15/02/2020,17:00,CTM VEGAS DEL GENIL,CTM ALCOY UNIÓN ALCOYANA DE SEGUROS,6,0,,
Jornada 16,15/02/2020,17:00,C.T.T. ALZIRA CAMARENA,CTM ILICITANO,5,1,,
Jornada 16,15/02/2020,17:00,CLUB TENIS DE MESA PATERNA,CLUB TENNIS TAULA ALTEA,2,4,,
Jornada 16,16/02/2020,11:00,BOLA DE PARTIDO LA ZUBIA,CTM ALCOY UNIÓN ALCOYANA DE SEGUROS,4,2,,
Jornada 17,29/02/2020,17:00,CTM ILICITANO,LINARED INFORMATICA LINARES,2,4,,
Jornada 17,29/02/2020,18:00,CTM ALCOY UNIÓN ALCOYANA DE SEGUROS,CTM; EL PALMAR,1,5,,
Jornada 17,01/03/2020,11:00,CLUB TENNIS TAULA ALTEA,LINARED INFORMATICA LINARES,1,5,,
