jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,28/09/2019,16:00,CIDADE DE NARON,AUTOESCUELA CINANIA,5,1,,
Jornada 1,28/09/2019,16:30,TENNIS TAULA TRAMUNTANA FIGUERES,SURIS CALELLA,4,2,,
Jornada 1,28/09/2019,17:00,ETM TORRELAVEGA,LEKA ENEA CHEMA T.M. GEWO,2,4,,
Jornada 1,28/09/2019,17:00,AUTOESCOLA TATCHEPOL RIPOLLET,BALAGUER PIERA ECOCERAMICA,2,4,,
Jornada 1,29/09/2019,11:00,VISIT PONTEVEDRA,ILLAS CÍES TM,5,1,,
Jornada 2,05/10/2019,16:30,TENNIS TAULA TRAMUNTANA FIGUERES,AUTOESCOLA TATCHEPOL RIPOLLET,6,0,,
Jornada 2,05/10/2019,16:30,LEKA ENEA CHEMA T.M. GEWO,CIDADE DE NARON,4,2,,
Jornada 2,05/10/2019,17:00,BALAGUER PIERA ECOCERAMICA,GIRBAU VIC T.T.,4,2,,
Jornada 2,06/10/2019,10:30,ETM TORRELAVEGA,VISIT PONTEVEDRA,2,4,,
Jornada 2,06/10/2019,11:00,ATLÉTICO SAN SEBASTIAN,CIDADE DE NARON,2,4,,
Jornada 3,12/10/2019,17:00,GIRBAU VIC T.T.,SURIS CALELLA,3,4,,
Jornada 3,12/10/2019,17:00,AUTOESCUELA CINANIA,TENNIS TAULA TRAMUNTANA FIGUERES,0,6,,
Jornada 3,12/10/2019,17:00,ATLÉTICO SAN SEBASTIAN,BALAGUER PIERA ECOCERAMICA,2,4,,
Jornada 3,13/10/2019,10:00,ILLAS CÍES TM,TENNIS TAULA TRAMUNTANA FIGUERES,4,2,,
Jornada 3,13/10/2019,10:00,LEKA ENEA CHEMA T.M. GEWO,BALAGUER PIERA ECOCERAMICA,2,4,,
Jornada 3,13/10/2019,11:00,VISIT PONTEVEDRA,CIDADE DE NARON,4,2,,
Jornada 4,19/10/2019,11:00,SURIS CALELLA,AUTOESCUELA CINANIA,4,2,,
Jornada 4,19/10/2019,16:30,LEKA ENEA CHEMA T.M. GEWO,VISIT PONTEVEDRA,2,4,,
Jornada 4,19/10/2019,17:00,BALAGUER PIERA ECOCERAMICA,TENNIS TAULA TRAMUNTANA FIGUERES,4,2,,
Jornada 4,19/10/2019,17:00,GIRBAU VIC T.T.,AUTOESCUELA CINANIA,4,3,,
Jornada 4,20/10/2019,11:00,AUTOESCOLA TATCHEPOL RIPOLLET,AUTOESCUELA CINANIA,2,4,,
Jornada 4,20/10/2019,11:00,ATLÉTICO SAN SEBASTIAN,VISIT PONTEVEDRA,4,3,,
Jornada 5,26/10/2019,10:30,GIRBAU VIC T.T.,LEKA ENEA CHEMA T.M. GEWO,4,3,,
Jornada 5,26/10/2019,12:00,BALAGUER PIERA ECOCERAMICA,CIDADE DE NARON,5,1,,
Jornada 5,26/10/2019,17:00,AUTOESCOLA TATCHEPOL RIPOLLET,LEKA ENEA CHEMA T.M. GEWO,4,3,,
Jornada 5,26/10/2019,17:00,AUTOESCUELA CINANIA,ETM TORRELAVEGA,3,4,,
Jornada 5,26/10/2019,18:30,TENNIS TAULA TRAMUNTANA FIGUERES,CIDADE DE NARON,4,3,,
Jornada 5,27/10/2019,10:00,ILLAS CÍES TM,ETM TORRELAVEGA,4,2,,
Jornada 5,27/10/2019,11:00,SURIS CALELLA,LEKA ENEA CHEMA T.M. GEWO,2,4,,
Jornada 6,09/11/2019,16:00,CIDADE DE NARON,SURIS CALELLA,2,4,,
Jornada 6,09/11/2019,17:00,AUTOESCOLA TATCHEPOL RIPOLLET,GIRBAU VIC T.T.,2,4,,
Jornada 6,09/11/2019,17:00,AUTOESCUELA CINANIA,BALAGUER PIERA ECOCERAMICA,2,4,,
Jornada 6,10/11/2019,10:00,ILLAS CÍES TM,BALAGUER PIERA ECOCERAMICA,2,4,,
Jornada 6,10/11/2019,11:00,VISIT PONTEVEDRA,SURIS CALELLA,2,4,,
Jornada 6,10/11/2019,11:00,ATLÉTICO SAN SEBASTIAN,LEKA ENEA CHEMA T.M. GEWO,2,4,,
Jornada 6,23/11/2019,10:30,ETM TORRELAVEGA,TENNIS TAULA TRAMUNTANA FIGUERES,1,5,,
Jornada 7,16/11/2019,17:00,ATLÉTICO SAN SEBASTIAN,AUTOESCUELA CINANIA,3,4,,
Jornada 7,16/11/2019,17:00,ETM TORRELAVEGA,CIDADE DE NARON,4,3,,
Jornada 7,17/11/2019,10:00,LEKA ENEA CHEMA T.M. GEWO,AUTOESCUELA CINANIA,3,4,,
Jornada 7,30/11/2019,10:30,AUTOESCOLA TATCHEPOL RIPOLLET,ILLAS CÍES TM,2,4,,
Jornada 7,30/11/2019,17:00,SURIS CALELLA,ILLAS CÍES TM,3,4,,
Jornada 7,01/12/2019,10:30,GIRBAU VIC T.T.,ILLAS CÍES TM,3,4,,
Jornada 8,23/11/2019,16:00,CIDADE DE NARON,GIRBAU VIC T.T.,4,2,,
Jornada 8,23/11/2019,16:30,SURIS CALELLA,AUTOESCOLA TATCHEPOL RIPOLLET,4,2,,
Jornada 8,23/11/2019,17:00,AUTOESCUELA CINANIA,ILLAS CÍES TM,2,4,,
Jornada 8,23/11/2019,17:30,LEKA ENEA CHEMA T.M. GEWO,TENNIS TAULA TRAMUNTANA FIGUERES,0,6,,
Jornada 8,24/11/2019,10:30,ETM TORRELAVEGA,BALAGUER PIERA ECOCERAMICA,1,5,,
Jornada 8,24/11/2019,11:00,VISIT PONTEVEDRA,GIRBAU VIC T.T.,4,2,,
Jornada 8,24/11/2019,11:00,ATLÉTICO SAN SEBASTIAN,TENNIS TAULA TRAMUNTANA FIGUERES,1,5,,
Jornada 9,30/11/2019,10:30,GIRBAU VIC T.T.,ATLÉTICO SAN SEBASTIAN,4,2,,
Jornada 9,30/11/2019,16:30,TENNIS TAULA TRAMUNTANA FIGUERES,VISIT PONTEVEDRA,4,2,,
Jornada 9,30/11/2019,17:00,AUTOESCOLA TATCHEPOL RIPOLLET,ATLÉTICO SAN SEBASTIAN,4,3,,
Jornada 9,01/12/2019,11:00,BALAGUER PIERA ECOCERAMICA,VISIT PONTEVEDRA,4,2,,
Jornada 9,01/12/2019,11:00,SURIS CALELLA,ATLÉTICO SAN SEBASTIAN,4,3,,
Jornada 9,06/12/2019,10:00,ILLAS CÍES TM,CIDADE DE NARON,2,4,,
Jornada 10,14/12/2019,11:00,SURIS CALELLA,ETM TORRELAVEGA,4,2,,
Jornada 10,14/12/2019,17:00,ATLÉTICO SAN SEBASTIAN,ILLAS CÍES TM,1,5,,
Jornada 10,14/12/2019,17:00,AUTOESCUELA CINANIA,VISIT PONTEVEDRA,0,6,,
Jornada 10,14/12/2019,17:00,GIRBAU VIC T.T.,ETM TORRELAVEGA,6,0,,
Jornada 10,15/12/2019,10:00,LEKA ENEA CHEMA T.M. GEWO,ILLAS CÍES TM,1,5,,
Jornada 10,15/12/2019,11:00,AUTOESCOLA TATCHEPOL RIPOLLET,ETM TORRELAVEGA,4,3,,
Jornada 11,21/12/2019,16:00,CIDADE DE NARON,AUTOESCOLA TATCHEPOL RIPOLLET,2,4,,
Jornada 11,21/12/2019,16:30,TENNIS TAULA TRAMUNTANA FIGUERES,GIRBAU VIC T.T.,4,3,,
Jornada 11,21/12/2019,17:00,BALAGUER PIERA ECOCERAMICA,SURIS CALELLA,4,2,,
