jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,27/09/2019,18:00,ASISA BORGES VALL,C.E.R. L ESCALA,4,1,,
Jornada 1,27/09/2019,18:00,A.D.VINCIOS,ARTEAL TM,3,3,,
Jornada 1,28/09/2019,11:00,ASSSA ALICANTE TM,REAL CAJASUR PRIEGO TM,0,4,,
Jornada 1,28/09/2019,12:00,A.D.T.M. LEGANES,VISIT PONTEVEDRA,2,4,,
Jornada 1,28/09/2019,18:00,UNIVERSIDAD DE BURGOS - TPF,HISPALIS T.M,4,2,,
Jornada 1,29/09/2019,10:00,IRUN LEKA ENEA,SAN SEBASTIAN DE LOS REYES,4,0,,
Jornada 2,04/10/2019,18:00,SAN SEBASTIAN DE LOS REYES,A.D.VINCIOS,3,3,,
Jornada 2,05/10/2019,11:00,ARTEAL TM,ASSSA ALICANTE TM,4,0,,
Jornada 2,05/10/2019,12:00,A.D.T.M. LEGANES,HISPALIS T.M,2,4,,
Jornada 2,05/10/2019,18:00,UNIVERSIDAD DE BURGOS - TPF,IRUN LEKA ENEA,3,3,,
Jornada 2,06/10/2019,11:00,VISIT PONTEVEDRA,C.E.R. L ESCALA,4,1,,
Jornada 2,16/10/2019,19:00,REAL CAJASUR PRIEGO TM,ASISA BORGES VALL,4,1,,
Jornada 3,09/10/2019,18:00,ASISA BORGES VALL,ARTEAL TM,3,3,,
Jornada 3,11/10/2019,18:00,A.D.VINCIOS,UNIVERSIDAD DE BURGOS - TPF,4,1,,
Jornada 3,12/10/2019,11:00,ASSSA ALICANTE TM,SAN SEBASTIAN DE LOS REYES,0,4,,
Jornada 3,12/10/2019,17:00,C.E.R. L ESCALA,REAL CAJASUR PRIEGO TM,0,4,,
Jornada 3,13/10/2019,10:00,IRUN LEKA ENEA,A.D.T.M. LEGANES,4,0,,
Jornada 3,13/10/2019,12:00,HISPALIS T.M,VISIT PONTEVEDRA,4,0,,
Jornada 4,25/10/2019,17:00,SAN SEBASTIAN DE LOS REYES,ASISA BORGES VALL,1,4,,
Jornada 4,26/10/2019,11:00,ARTEAL TM,C.E.R. L ESCALA,4,2,,
