jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,28/09/2019,17:00,CTT POBLE NOU,GIMNASTIC DE TARRAGONA,3,4,,
Jornada 1,28/09/2019,17:00,GIRBAU VIC T.T.,C. N.MATARO -QUADIS,6,0,,
Jornada 1,28/09/2019,17:30,TITUS BADALONA,C.T.T. OLOT,4,3,,
Jornada 1,28/09/2019,18:00,GOLD-ART CLUB PALMA T.T.,SON CLADERA TTC,4,3,,
Jornada 1,29/09/2019,10:00,TENNIS TAULA CASSÀ,CLUB TENNIS TAULA RIPOLLET,1,5,,
Jornada 2,05/10/2019,17:00,GIRBAU VIC T.T.,GOLD-ART CLUB PALMA T.T.,6,0,,
Jornada 2,05/10/2019,17:00,C. N.MATARO -QUADIS,CLUB TENNIS TAULA ALAIOR,5,1,,
Jornada 2,05/10/2019,17:00,CTT POBLE NOU,SON CLADERA TTC,4,3,,
Jornada 2,06/10/2019,10:00,TENNIS TAULA CASSÀ,C.T.T. OLOT,1,5,,
Jornada 2,06/10/2019,11:00,CLUB TENNIS TAULA RIPOLLET,GOLD-ART CLUB PALMA T.T.,1,5,,
Jornada 2,06/10/2019,11:00,TITUS BADALONA,CLUB TENNIS TAULA ALAIOR,4,2,,
Jornada 2,06/10/2019,11:00,GIMNASTIC DE TARRAGONA,SON CLADERA TTC,4,2,,
Jornada 3,12/10/2019,16:00,CLUB TENNIS TAULA RIPOLLET,CTT POBLE NOU,2,4,,
Jornada 3,12/10/2019,16:30,C.T.T. OLOT,GIMNASTIC DE TARRAGONA,2,4,,
Jornada 3,12/10/2019,17:00,CLUB TENNIS TAULA ALAIOR,GIRBAU VIC T.T.,1,5,,
Jornada 3,12/10/2019,18:00,GOLD-ART CLUB PALMA T.T.,TITUS BADALONA,2,4,,
Jornada 3,13/10/2019,10:00,SON CLADERA TTC,TITUS BADALONA,3,4,,
Jornada 3,13/10/2019,11:00,SANTJOSEP.NET -  SANT JORDI,C. N.MATARO -QUADIS,2,4,,
Jornada 4,19/10/2019,16:30,GIMNASTIC DE TARRAGONA,TENNIS TAULA CASSÀ,5,1,,
Jornada 4,19/10/2019,16:30,C.T.T. OLOT,GIRBAU VIC T.T.,1,5,,
Jornada 4,19/10/2019,17:00,CLUB TENNIS TAULA ALAIOR,CTT POBLE NOU,1,5,,
Jornada 4,19/10/2019,17:30,TITUS BADALONA,CLUB TENNIS TAULA RIPOLLET,5,1,,
Jornada 4,20/10/2019,11:00,SANTJOSEP.NET -  SANT JORDI,SON CLADERA TTC,6,0,,
Jornada 5,26/10/2019,16:30,GIMNASTIC DE TARRAGONA,TITUS BADALONA,4,2,,
Jornada 5,26/10/2019,16:30,C.T.T. OLOT,SANTJOSEP.NET -  SANT JORDI,1,5,,
Jornada 5,26/10/2019,17:00,CTT POBLE NOU,C. N.MATARO -QUADIS,5,1,,
Jornada 5,26/10/2019,17:00,GIRBAU VIC T.T.,SON CLADERA TTC,4,3,,
Jornada 5,27/10/2019,10:00,TENNIS TAULA CASSÀ,SANTJOSEP.NET -  SANT JORDI,0,6,,
Jornada 5,27/10/2019,10:30,CLUB TENNIS TAULA RIPOLLET,SON CLADERA TTC,4,2,,
Jornada 6,09/11/2019,17:00,GIRBAU VIC T.T.,GIMNASTIC DE TARRAGONA,6,0,,
Jornada 6,09/11/2019,17:00,CLUB TENNIS TAULA ALAIOR,CLUB TENNIS TAULA RIPOLLET,2,4,,
Jornada 6,09/11/2019,19:00,SON CLADERA TTC,C. N.MATARO -QUADIS,4,3,,
Jornada 6,10/11/2019,10:00,TENNIS TAULA CASSÀ,CTT POBLE NOU,2,4,,
Jornada 6,10/11/2019,11:00,SANTJOSEP.NET -  SANT JORDI,TITUS BADALONA,6,0,,
Jornada 6,10/11/2019,11:00,GOLD-ART CLUB PALMA T.T.,C. N.MATARO -QUADIS,4,3,,
Jornada 7,16/11/2019,16:30,GIMNASTIC DE TARRAGONA,SANTJOSEP.NET -  SANT JORDI,2,4,,
Jornada 7,16/11/2019,17:00,C. N.MATARO -QUADIS,C.T.T. OLOT,2,4,,
Jornada 7,16/11/2019,17:00,CLUB TENNIS TAULA RIPOLLET,GIRBAU VIC T.T.,0,6,,
Jornada 7,16/11/2019,17:30,TITUS BADALONA,TENNIS TAULA CASSÀ,4,2,,
Jornada 7,16/11/2019,18:00,GOLD-ART CLUB PALMA T.T.,CLUB TENNIS TAULA ALAIOR,2,4,,
Jornada 7,17/11/2019,10:30,SON CLADERA TTC,CLUB TENNIS TAULA ALAIOR,4,2,,
Jornada 7,17/11/2019,11:00,CTT POBLE NOU,SANTJOSEP.NET -  SANT JORDI,1,5,,
Jornada 8,23/11/2019,16:30,GIMNASTIC DE TARRAGONA,C. N.MATARO -QUADIS,5,1,,
Jornada 8,23/11/2019,16:30,C.T.T. OLOT,CLUB TENNIS TAULA RIPOLLET,3,4,,
Jornada 8,23/11/2019,17:30,TITUS BADALONA,CTT POBLE NOU,5,1,,
Jornada 8,24/11/2019,10:00,TENNIS TAULA CASSÀ,GIRBAU VIC T.T.,2,4,,
Jornada 8,24/11/2019,11:00,SANTJOSEP.NET -  SANT JORDI,GOLD-ART CLUB PALMA T.T.,6,0,,
Jornada 9,30/11/2019,17:00,CLUB TENNIS TAULA RIPOLLET,GIMNASTIC DE TARRAGONA,2,4,,
Jornada 9,30/11/2019,17:00,C. N.MATARO -QUADIS,TENNIS TAULA CASSÀ,5,1,,
Jornada 9,30/11/2019,17:00,GIRBAU VIC T.T.,CTT POBLE NOU,6,0,,
Jornada 9,30/11/2019,17:00,CLUB TENNIS TAULA ALAIOR,SANTJOSEP.NET -  SANT JORDI,0,6,,
Jornada 9,30/11/2019,19:00,SON CLADERA TTC,C.T.T. OLOT,1,5,,
Jornada 9,01/12/2019,11:00,GOLD-ART CLUB PALMA T.T.,C.T.T. OLOT,0,6,,
Jornada 10,14/12/2019,11:00,TITUS BADALONA,GIRBAU VIC T.T.,1,5,,
Jornada 10,14/12/2019,16:30,GIMNASTIC DE TARRAGONA,GOLD-ART CLUB PALMA T.T.,4,2,,
Jornada 10,14/12/2019,16:30,C.T.T. OLOT,CLUB TENNIS TAULA ALAIOR,6,0,,
Jornada 10,14/12/2019,17:00,C. N.MATARO -QUADIS,CLUB TENNIS TAULA RIPOLLET,5,1,,
Jornada 10,15/12/2019,10:00,TENNIS TAULA CASSÀ,CLUB TENNIS TAULA ALAIOR,2,4,,
Jornada 10,15/12/2019,11:00,CTT POBLE NOU,GOLD-ART CLUB PALMA T.T.,5,1,,
Jornada 11,21/12/2019,16:30,C.T.T. OLOT,CTT POBLE NOU,4,2,,
Jornada 11,21/12/2019,17:00,CLUB TENNIS TAULA ALAIOR,GIMNASTIC DE TARRAGONA,2,4,,
Jornada 11,21/12/2019,17:00,GIRBAU VIC T.T.,SANTJOSEP.NET -  SANT JORDI,2,4,,
Jornada 11,21/12/2019,17:30,TITUS BADALONA,C. N.MATARO -QUADIS,1,5,,
Jornada 11,21/12/2019,19:00,SON CLADERA TTC,TENNIS TAULA CASSÀ,4,3,,
Jornada 11,22/12/2019,11:00,GOLD-ART CLUB PALMA T.T.,TENNIS TAULA CASSÀ,3,4,,
Jornada 11,22/12/2019,11:00,CLUB TENNIS TAULA RIPOLLET,SANTJOSEP.NET -  SANT JORDI,0,6,,
Jornada 12,11/01/2020,17:00,GIRBAU VIC T.T.,C.T.T. OLOT,6,0,,
Jornada 12,11/01/2020,17:00,CLUB TENNIS TAULA ALAIOR,TENNIS TAULA CASSÀ,6,0,,
Jornada 12,11/01/2020,17:00,C. N.MATARO -QUADIS,TITUS BADALONA,5,1,,
Jornada 12,11/01/2020,17:00,CTT POBLE NOU,CLUB TENNIS TAULA RIPOLLET,4,3,,
Jornada 12,11/01/2020,18:00,GOLD-ART CLUB PALMA T.T.,GIMNASTIC DE TARRAGONA,3,4,,
Jornada 12,12/01/2020,10:30,SON CLADERA TTC,GIMNASTIC DE TARRAGONA,6,0,,
Jornada 13,18/01/2020,16:30,C.T.T. OLOT,SON CLADERA TTC,2,4,,
Jornada 13,18/01/2020,17:00,CTT POBLE NOU,CLUB TENNIS TAULA ALAIOR,6,0,,
Jornada 13,18/01/2020,17:30,TITUS BADALONA,GOLD-ART CLUB PALMA T.T.,4,2,,
Jornada 13,19/01/2020,10:00,TENNIS TAULA CASSÀ,SON CLADERA TTC,1,5,,
Jornada 13,19/01/2020,11:00,SANTJOSEP.NET -  SANT JORDI,GIRBAU VIC T.T.,4,3,,
Jornada 13,19/01/2020,11:00,GIMNASTIC DE TARRAGONA,CLUB TENNIS TAULA ALAIOR,5,1,,
Jornada 14,25/01/2020,17:00,CLUB TENNIS TAULA ALAIOR,TITUS BADALONA,3,4,,
Jornada 14,25/01/2020,17:00,CLUB TENNIS TAULA RIPOLLET,C. N.MATARO -QUADIS,4,2,,
Jornada 14,25/01/2020,17:30,C.T.T. OLOT,TENNIS TAULA CASSÀ,6,0,,
Jornada 14,25/01/2020,18:00,GOLD-ART CLUB PALMA T.T.,CTT POBLE NOU,2,4,,
Jornada 14,26/01/2020,10:30,SON CLADERA TTC,CTT POBLE NOU,4,3,,
Jornada 14,26/01/2020,11:00,SANTJOSEP.NET -  SANT JORDI,GIMNASTIC DE TARRAGONA,6,0,,
Jornada 15,08/02/2020,17:00,CTT POBLE NOU,C.T.T. OLOT,4,2,,
Jornada 15,08/02/2020,17:00,GIRBAU VIC T.T.,CLUB TENNIS TAULA RIPOLLET,6,0,,
Jornada 15,08/02/2020,17:00,CLUB TENNIS TAULA ALAIOR,GOLD-ART CLUB PALMA T.T.,1,5,,
Jornada 15,08/02/2020,17:30,TITUS BADALONA,SANTJOSEP.NET -  SANT JORDI,1,5,,
Jornada 15,09/02/2020,10:00,TENNIS TAULA CASSÀ,GIMNASTIC DE TARRAGONA,4,2,,
Jornada 15,09/02/2020,11:30,C. N.MATARO -QUADIS,SANTJOSEP.NET -  SANT JORDI,0,6,,
Jornada 16,15/02/2020,16:30,GIMNASTIC DE TARRAGONA,C.T.T. OLOT,4,2,,
Jornada 16,15/02/2020,17:00,CLUB TENNIS TAULA RIPOLLET,TITUS BADALONA,2,4,,
Jornada 16,15/02/2020,17:00,CLUB TENNIS TAULA ALAIOR,C. N.MATARO -QUADIS,4,2,,
Jornada 16,15/02/2020,19:00,SON CLADERA TTC,GIRBAU VIC T.T.,0,6,,
Jornada 16,16/02/2020,11:00,SANTJOSEP.NET -  SANT JORDI,TENNIS TAULA CASSÀ,6,0,,
Jornada 16,16/02/2020,11:00,GOLD-ART CLUB PALMA T.T.,GIRBAU VIC T.T.,0,6,,
Jornada 17,29/02/2020,17:00,CTT POBLE NOU,TENNIS TAULA CASSÀ,4,2,,
Jornada 17,29/02/2020,17:00,CLUB TENNIS TAULA RIPOLLET,CLUB TENNIS TAULA ALAIOR,5,1,,
Jornada 17,29/02/2020,17:30,TITUS BADALONA,SON CLADERA TTC,4,2,,
Jornada 17,01/03/2020,10:30,GIRBAU VIC T.T.,CLUB TENNIS TAULA ALAIOR,4,2,,
Jornada 17,01/03/2020,11:00,SANTJOSEP.NET -  SANT JORDI,C.T.T. OLOT,6,0,,
Jornada 17,01/03/2020,11:30,C. N.MATARO -QUADIS,SON CLADERA TTC,6,0,,
