Match format,Day number,Local team id,Local team name,Visitor team id,Visitor team name,Player 1 Name,Player 1 License,Player 1 Letter,Player 2 Name,Player 2 License,Player 2 Letter,Player 1-2 Name,Player 1-2 License,Player 2-2 Name,Player 2-2 License,Set 1,Set 2,Set 3,Set 4,Set 5,Result,Score Count
singles,1,14016,CLUB TENNIS TAULA BARCELONA,262,TERMOTUR CALELLA,"GHASEMI , SOHEIL", 35454,A,"ZIMARIN , ARTEM", 29868,Y,,,,,7-11,6-11,2-11,,,0-3,0 - 1
singles,1,14016,CLUB TENNIS TAULA BARCELONA,262,TERMOTUR CALELLA,"ABIO BUIL, XAVIER", 28312,B,"GUARDIOLA CASALS, FERRAN", 28139,X,,,,,11-6,8-11,13-15,14-12,11-4,3-2,1 - 1
singles,1,14016,CLUB TENNIS TAULA BARCELONA,262,TERMOTUR CALELLA,"KUMAR , AMAN", 26076,C,"PIERA PI, POL", 24306,Z,,,,,11-6,7-11,4-11,6-11,,1-3,1 - 2
singles,1,14016,CLUB TENNIS TAULA BARCELONA,262,TERMOTUR CALELLA,"GHASEMI , SOHEIL", 35454,A,"GUARDIOLA CASALS, FERRAN", 28139,X,,,,,6-11,5-11,7-11,,,0-3,1 - 3
singles,1,14016,CLUB TENNIS TAULA BARCELONA,262,TERMOTUR CALELLA,"KUMAR , AMAN", 26076,C,"ZIMARIN , ARTEM", 29868,Y,,,,,7-11,6-11,4-11,,,0-3,1 - 4
singles,1,14016,CLUB TENNIS TAULA BARCELONA,262,TERMOTUR CALELLA,"ABIO BUIL, XAVIER", 28312,B,"PIERA PI, POL", 24306,Z,,,,,11-6,12-10,6-11,10-12,7-11,2-3,1 - 5
singles,2,20212123,CTT OLOT - TRANSPORTS ESCAPA,14016,CLUB TENNIS TAULA BARCELONA,"PIERA PI, POL", 24306,A,"DOT GARCIA, JORDI", 2366,Y,,,,,11-9,8-11,11-9,3-11,8-11,2-3,0 - 1
singles,2,20212123,CTT OLOT - TRANSPORTS ESCAPA,14016,CLUB TENNIS TAULA BARCELONA,"VANACLOCHA ESPONA, SANTI", 31610,B,"VENEGAS GALLARDO, EDGAR", 25572,X,,,,,4-11,8-11,6-11,,,0-3,0 - 2
singles,2,20212123,CTT OLOT - TRANSPORTS ESCAPA,14016,CLUB TENNIS TAULA BARCELONA,"GUARDIOLA CASALS, FERRAN", 28139,C,"PUIGMAL POLIT, ORIOL", 15227,Z,,,,,11-13,7-11,11-7,7-11,,1-3,0 - 3
singles,2,20212123,CTT OLOT - TRANSPORTS ESCAPA,14016,CLUB TENNIS TAULA BARCELONA,"PIERA PI, POL", 24306,A,"VENEGAS GALLARDO, EDGAR", 25572,X,,,,,11-6,8-11,4-11,12-10,12-10,3-2,1 - 3
singles,2,20212123,CTT OLOT - TRANSPORTS ESCAPA,14016,CLUB TENNIS TAULA BARCELONA,"GUARDIOLA CASALS, FERRAN", 28139,C,"DOT GARCIA, JORDI", 2366,Y,,,,,4-11,6-11,8-11,,,0-3,1 - 4
singles,2,20212123,CTT OLOT - TRANSPORTS ESCAPA,14016,CLUB TENNIS TAULA BARCELONA,"VANACLOCHA ESPONA, SANTI", 31610,B,"PUIGMAL POLIT, ORIOL", 15227,Z,,,,,11-13,8-11,3-11,,,0-3,1 - 5
singles,3,14016,CLUB TENNIS TAULA BARCELONA,10818,CLUB NATACIÓ SABADELL,"FONT MONTLLO, ANIOL", 25808,A,"GUARDIOLA CASALS, FERRAN", 28139,Y,,,,,10-12,6-11,8-11,,,0-3,0 - 1
singles,3,14016,CLUB TENNIS TAULA BARCELONA,10818,CLUB NATACIÓ SABADELL,"BOCANEGRA GALVAN, SERGI", 19000,B,"PIERA PI, POL", 24306,X,,,,,4-11,13-11,8-11,11-7,6-11,2-3,0 - 2
singles,3,14016,CLUB TENNIS TAULA BARCELONA,10818,CLUB NATACIÓ SABADELL,"PEREZ LAJAS, ADRIA MARCOS", 33779,C,"ZIMARIN , ARTEM", 29868,Z,,,,,5-11,1-11,6-11,,,0-3,0 - 3
singles,3,14016,CLUB TENNIS TAULA BARCELONA,10818,CLUB NATACIÓ SABADELL,"FONT MONTLLO, ANIOL", 25808,A,"PIERA PI, POL", 24306,X,,,,,12-10,9-11,8-11,11-8,8-11,2-3,0 - 4
singles,3,14016,CLUB TENNIS TAULA BARCELONA,10818,CLUB NATACIÓ SABADELL,"PEREZ LAJAS, ADRIA MARCOS", 33779,C,"GUARDIOLA CASALS, FERRAN", 28139,Y,,,,,6-11,11-9,11-4,5-11,10-12,2-3,0 - 5
singles,3,14016,CLUB TENNIS TAULA BARCELONA,10818,CLUB NATACIÓ SABADELL,"BOCANEGRA GALVAN, SERGI", 19000,B,"ZIMARIN , ARTEM", 29868,Z,,,,,8-11,11-7,3-11,11-7,10-12,2-3,0 - 6
singles,4,14016,CLUB TENNIS TAULA BARCELONA,14009,CLUB TENNIS TAULA LA BISBAL,"CLOTET CARRERAS, MARC", 2146,A,"COSTA SALGUEIRO, TOMAS", 26141,Y,,,,,11-5,11-4,11-0,,,3-0,1 - 0
singles,4,14016,CLUB TENNIS TAULA BARCELONA,14009,CLUB TENNIS TAULA LA BISBAL,"ARTACHO FONTANET, SERGI", 8913,B,"GUARDIOLA CASALS, FERRAN", 28139,X,,,,,11-3,3-11,11-9,11-9,,3-1,2 - 0
singles,4,14016,CLUB TENNIS TAULA BARCELONA,14009,CLUB TENNIS TAULA LA BISBAL,"BERNEDA GIBERT, ROBERT", 25058,C,"PIERA PI, POL", 24306,Z,,,,,14-16,11-9,9-11,12-10,3-11,2-3,2 - 1
singles,4,14016,CLUB TENNIS TAULA BARCELONA,14009,CLUB TENNIS TAULA LA BISBAL,"CLOTET CARRERAS, MARC", 2146,A,"GUARDIOLA CASALS, FERRAN", 28139,X,,,,,13-11,11-7,11-5,,,3-0,3 - 1
singles,4,14016,CLUB TENNIS TAULA BARCELONA,14009,CLUB TENNIS TAULA LA BISBAL,"BERNEDA GIBERT, ROBERT", 25058,C,"COSTA SALGUEIRO, TOMAS", 26141,Y,,,,,12-14,11-6,15-13,11-7,,3-1,4 - 1
singles,4,14016,CLUB TENNIS TAULA BARCELONA,14009,CLUB TENNIS TAULA LA BISBAL,"FONTANET PEREZ, FRANCESC", 2245,B,"PIERA PI, POL", 24306,Z,,,,,11-7,9-11,3-11,4-11,,1-3,4 - 2
singles,5,64,CETT ESPARREGUERA,14016,CLUB TENNIS TAULA BARCELONA,"ZIMARIN , ARTEM", 29868,A,"MARTINEZ ALCON, RICARD", 3481,Y,,,,,11-7,9-11,11-3,11-5,,3-1,1 - 0
singles,5,64,CETT ESPARREGUERA,14016,CLUB TENNIS TAULA BARCELONA,"PIERA PI, POL", 24306,B,"VIÑALS SERRANO, DAVID", 31655,X,,,,,10-12,11-7,6-11,12-10,12-10,3-2,2 - 0
singles,5,64,CETT ESPARREGUERA,14016,CLUB TENNIS TAULA BARCELONA,"GUARDIOLA CASALS, FERRAN", 28139,C,"VALERA MUÑOZ-VARGAS, ALVARO", 2314,Z,,,,,4-11,9-11,11-3,11-4,11-6,3-2,3 - 0
singles,5,64,CETT ESPARREGUERA,14016,CLUB TENNIS TAULA BARCELONA,"ZIMARIN , ARTEM", 29868,A,"VIÑALS SERRANO, DAVID", 31655,X,,,,,11-7,11-9,11-6,,,3-0,4 - 0
singles,5,64,CETT ESPARREGUERA,14016,CLUB TENNIS TAULA BARCELONA,"GUARDIOLA CASALS, FERRAN", 28139,C,"MARTINEZ ALCON, RICARD", 3481,Y,,,,,11-4,11-8,8-11,11-9,,3-1,5 - 0
singles,5,64,CETT ESPARREGUERA,14016,CLUB TENNIS TAULA BARCELONA,"PIERA PI, POL", 24306,B,"VALERA MUÑOZ-VARGAS, ALVARO", 2314,Z,,,,,7-11,12-10,7-11,11-8,3-11,2-3,5 - 1
singles,6,14016,CLUB TENNIS TAULA BARCELONA,10699,CTT HOSPITALET VITALY,"PIERA PI, POL", 24306,A,"KISHCHUK , NAZARII", 33770,Y,,,,,10-12,6-11,8-11,,,0-3,0 - 1
singles,6,14016,CLUB TENNIS TAULA BARCELONA,10699,CTT HOSPITALET VITALY,"LIN CHEN, HONGXIANG", 26072,B,"ESCAMILLA MOYA, EDUARD", 1166,X,,,,,7-11,12-14,6-11,,,0-3,0 - 2
singles,6,14016,CLUB TENNIS TAULA BARCELONA,10699,CTT HOSPITALET VITALY,"ZIMARIN , ARTEM", 29868,C,"GUARCH NOGUE, ROGER", 25299,Z,,,,,13-11,11-5,11-7,,,3-0,1 - 2
singles,6,14016,CLUB TENNIS TAULA BARCELONA,10699,CTT HOSPITALET VITALY,"PIERA PI, POL", 24306,A,"ESCAMILLA MOYA, EDUARD", 1166,X,,,,,4-11,9-11,7-11,,,0-3,1 - 3
singles,6,14016,CLUB TENNIS TAULA BARCELONA,10699,CTT HOSPITALET VITALY,"ZIMARIN , ARTEM", 29868,C,"KISHCHUK , NAZARII", 33770,Y,,,,,11-5,11-8,11-8,,,3-0,2 - 3
singles,6,14016,CLUB TENNIS TAULA BARCELONA,10699,CTT HOSPITALET VITALY,"LIN CHEN, HONGXIANG", 26072,B,"GUARCH NOGUE, ROGER", 25299,Z,,,,,13-11,8-11,2-11,6-11,,1-3,2 - 4
singles,7,816,BLANXART XALOC OLESA,14016,CLUB TENNIS TAULA BARCELONA,"MOSCOSO SERRANO, RENATO VICTOR", 7412,A,"MAÑE UBALDE, ALVAR", 24453,Y,,,,,11-4,11-6,11-7,,,3-0,1 - 0
singles,7,816,BLANXART XALOC OLESA,14016,CLUB TENNIS TAULA BARCELONA,"BARRENECHE TOMAS, ALVARO", 3937,B,"GUARDIOLA CASALS, FERRAN", 28139,X,,,,,9-11,11-5,9-11,11-7,6-11,2-3,1 - 1
singles,7,816,BLANXART XALOC OLESA,14016,CLUB TENNIS TAULA BARCELONA,"CASTRO JIMENEZ, DANIEL", 20295,C,"PIERA PI, POL", 24306,Z,,,,,11-8,10-12,11-3,9-11,5-11,2-3,1 - 2
