Match format,Day number,Local team id,Local team name,Visitor team id,Visitor team name,Player 1 Name,Player 1 License,Player 1 Letter,Player 2 Name,Player 2 License,Player 2 Letter,Player 1-2 Name,Player 1-2 License,Player 2-2 Name,Player 2-2 License,Set 1,Set 2,Set 3,Set 4,Set 5,Result,Score Count
singles,1,1113,PONTEVEDRA T.M.HOSTEL CHARINO,20212309,CLUB TENIS DE MESA MOS,"ZAKHAROVA , DARIIA", 35640,A,"COBAS PENA, JUDITH", 9186,Y,,,,,6-11,7-11,3-11,,,0-3,0 - 1
singles,1,1113,PONTEVEDRA T.M.HOSTEL CHARINO,20212309,CLUB TENIS DE MESA MOS,"ALFARO AVENDAÑO, SARA", 29522,B,"FORTE LEYENDA, LAURA", 28709,X,,,,,5-11,5-11,8-11,,,0-3,0 - 2
singles,1,1113,PONTEVEDRA T.M.HOSTEL CHARINO,20212309,CLUB TENIS DE MESA MOS,"SANMARTIN PEÑA, CARMELA", 19658,C,"MALAVE VAZQUEZ, NICOLE ADLEEN", 40906,Z,,,,,5-11,9-11,11-8,8-11,,1-3,0 - 3
singles,1,1113,PONTEVEDRA T.M.HOSTEL CHARINO,20212309,CLUB TENIS DE MESA MOS,"ZAKHAROVA , DARIIA", 35640,A,"FORTE LEYENDA, LAURA", 28709,X,,,,,11-6,7-11,11-8,11-7,,3-1,1 - 3
singles,1,1113,PONTEVEDRA T.M.HOSTEL CHARINO,20212309,CLUB TENIS DE MESA MOS,"SANMARTIN PEÑA, CARMELA", 19658,C,"COBAS PENA, JUDITH", 9186,Y,,,,,5-11,7-11,6-11,,,0-3,1 - 4
singles,1,1113,PONTEVEDRA T.M.HOSTEL CHARINO,20212309,CLUB TENIS DE MESA MOS,"ALFARO AVENDAÑO, SARA", 29522,B,"MALAVE VAZQUEZ, NICOLE ADLEEN", 40906,Z,,,,,5-11,9-11,4-11,,,0-3,1 - 5
singles,2,20201857,CLUB DEL MAR DE SAN AMARO,1113,PONTEVEDRA T.M.HOSTEL CHARINO,"COBAS PENA, JUDITH", 9186,A,"GUO CHEN, JIAQI", 26947,Y,,,,,11-6,12-10,11-7,,,3-0,1 - 0
singles,2,20201857,CLUB DEL MAR DE SAN AMARO,1113,PONTEVEDRA T.M.HOSTEL CHARINO,"MALAVE VAZQUEZ, NICOLE ADLEEN", 40906,B,"GARCIA RODRIGUEZ, PAULA", 18148,X,,,,,11-3,11-2,11-3,,,3-0,2 - 0
singles,2,20201857,CLUB DEL MAR DE SAN AMARO,1113,PONTEVEDRA T.M.HOSTEL CHARINO,"FORTE LEYENDA, LAURA", 28709,C,"FERNANDEZ DOMINGUEZ, LAURA", 35416,Z,,,,,6-11,7-11,11-6,11-6,11-8,3-2,3 - 0
singles,2,20201857,CLUB DEL MAR DE SAN AMARO,1113,PONTEVEDRA T.M.HOSTEL CHARINO,"COBAS PENA, JUDITH", 9186,A,"GARCIA RODRIGUEZ, PAULA", 18148,X,,,,,11-3,11-2,11-4,,,3-0,4 - 0
