jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,24/09/2022,17:00,GIRBAU VIC T.T.,CENTRE NATACIO MATARO,2,4,,
Jornada 1,24/09/2022,17:00,PUBLIMAX CAI SANTIAGO T.M.,TERMOTUR CALELLA,4,2,,
Jornada 1,24/09/2022,17:00,CETT ESPARREGUERA,BORGES GENERAL D'OLIS,5,1,,
Jornada 1,24/09/2022,17:30,SOSMATIC BADALONA,CTT MOLLERUSSA PREFABRICATS PUJOL,6,0,,
Jornada 1,25/09/2022,11:00,C.T.T. OLOT - GABINET PERMAR,BLANXART XALOC OLESA,5,1,,
Jornada 2,15/10/2022,16:30,CTT MOLLERUSSA PREFABRICATS PUJOL,CENTRE NATACIO MATARO,6,0,,
Jornada 2,15/10/2022,17:00,CLUB PALMA TENNIS TAULA,CETT ESPARREGUERA,2,4,,
Jornada 2,15/10/2022,17:30,SOSMATIC BADALONA,GIRBAU VIC T.T.,4,2,,
Jornada 2,15/10/2022,18:00,SANTJOSEP.NET -  SANT JORDI,BORGES GENERAL D'OLIS,3,4,,
Jornada 2,16/10/2022,10:30,PUBLIMAX CAI SANTIAGO T.M.,C.T.T. OLOT - GABINET PERMAR,0,6,,
Jornada 2,16/10/2022,11:00,TERMOTUR CALELLA,BLANXART XALOC OLESA,4,2,,
Jornada 3,22/10/2022,10:00,C.T.T. OLOT - GABINET PERMAR,SANTJOSEP.NET -  SANT JORDI,6,0,,
Jornada 3,22/10/2022,10:30,BORGES GENERAL D'OLIS,PUBLIMAX CAI SANTIAGO T.M.,1,5,,
Jornada 3,22/10/2022,11:00,SOSMATIC BADALONA,CLUB PALMA TENNIS TAULA,4,2,,
Jornada 3,22/10/2022,17:00,CETT ESPARREGUERA,PUBLIMAX CAI SANTIAGO T.M.,3,4,,
Jornada 3,22/10/2022,18:00,TERMOTUR CALELLA,CLUB PALMA TENNIS TAULA,1,5,,
Jornada 3,22/10/2022,18:00,BLANXART XALOC OLESA,SANTJOSEP.NET -  SANT JORDI,3,4,,
Jornada 3,23/10/2022,10:00,CTT MOLLERUSSA PREFABRICATS PUJOL,PUBLIMAX CAI SANTIAGO T.M.,2,4,,
Jornada 3,23/10/2022,11:00,GIRBAU VIC T.T.,SANTJOSEP.NET -  SANT JORDI,3,4,,
Jornada 3,23/10/2022,12:00,CENTRE NATACIO MATARO,CLUB PALMA TENNIS TAULA,4,3,,
Jornada 4,27/10/2022,21:30,CETT ESPARREGUERA,C.T.T. OLOT - GABINET PERMAR,0,6,,
Jornada 4,29/10/2022,16:00,BORGES GENERAL D'OLIS,CENTRE NATACIO MATARO,4,3,,
Jornada 4,29/10/2022,16:30,CTT MOLLERUSSA PREFABRICATS PUJOL,GIRBAU VIC T.T.,4,3,,
Jornada 4,29/10/2022,17:00,PUBLIMAX CAI SANTIAGO T.M.,BLANXART XALOC OLESA,6,0,,
Jornada 4,30/10/2022,11:00,TERMOTUR CALELLA,SOSMATIC BADALONA,1,5,,
Jornada 5,05/11/2022,16:30,SANTJOSEP.NET -  SANT JORDI,CTT MOLLERUSSA PREFABRICATS PUJOL,1,5,,
Jornada 5,05/11/2022,17:00,BLANXART XALOC OLESA,CETT ESPARREGUERA,1,5,,
Jornada 5,05/11/2022,17:00,GIRBAU VIC T.T.,BORGES GENERAL D'OLIS,4,2,,
Jornada 5,05/11/2022,17:00,CLUB PALMA TENNIS TAULA,PUBLIMAX CAI SANTIAGO T.M.,2,4,,
Jornada 5,05/11/2022,17:30,SOSMATIC BADALONA,CENTRE NATACIO MATARO,5,1,,
