jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,24/09/2022,16:00,CLUB GIMNASTIC DE TARRAGONA,CTT MOLLERUSSA ARCUSIN,5,1,,
Jornada 1,24/09/2022,17:00,CTT VILANOVA,TENNIS TAULA PARETS,4,3,,
Jornada 1,24/09/2022,17:00,UE SANT CUGAT,CLUB TENNIS TAULA BARCELONA,2,4,,
Jornada 1,25/09/2022,10:30,CTT TORTOSA,CLUB TENNIS DE TAULA TONA,2,4,,
Jornada 1,25/09/2022,10:30,"CLUB NATACIÓ SABADELL ""A""",BORGES TT MUSEUM,1,5,,
Jornada 2,15/10/2022,16:00,BORGES TT MUSEUM,CLUB GIMNASTIC DE TARRAGONA,5,1,,
Jornada 2,15/10/2022,17:00,C.T.T. SALLENT.RESET,"CLUB NATACIÓ SABADELL ""A""",2,4,,
Jornada 2,15/10/2022,17:00,CLUB TENNIS DE TAULA TONA,UE SANT CUGAT,5,1,,
Jornada 2,15/10/2022,17:00,PORTMANY - CARMEN PELUQUEROS,TENNIS TAULA PARETS,2,4,,
Jornada 2,16/10/2022,10:00,CTT MOLLERUSSA ARCUSIN,CTT TORTOSA,4,2,,
Jornada 2,16/10/2022,10:00,CLUB TENNIS TAULA BARCELONA,CTT VILANOVA,5,1,,
Jornada 3,22/10/2022,16:00,CLUB GIMNASTIC DE TARRAGONA,C.T.T. SALLENT.RESET,5,1,,
Jornada 3,22/10/2022,17:00,CTT VILANOVA,CLUB TENNIS DE TAULA TONA,2,4,,
Jornada 3,22/10/2022,17:00,UE SANT CUGAT,CTT MOLLERUSSA ARCUSIN,2,4,,
Jornada 3,23/10/2022,10:30,CTT TORTOSA,BORGES TT MUSEUM,3,4,,
Jornada 3,23/10/2022,11:00,TENNIS TAULA PARETS,CLUB TENNIS TAULA BARCELONA,4,2,,
Jornada 4,29/10/2022,16:00,BORGES TT MUSEUM,UE SANT CUGAT,5,1,,
Jornada 4,29/10/2022,17:00,C.T.T. SALLENT.RESET,CTT TORTOSA,2,4,,
Jornada 4,29/10/2022,17:00,CLUB TENNIS DE TAULA TONA,TENNIS TAULA PARETS,5,1,,
Jornada 4,29/10/2022,17:00,PORTMANY - CARMEN PELUQUEROS,CLUB TENNIS TAULA BARCELONA,1,5,,
Jornada 4,30/10/2022,10:00,CTT MOLLERUSSA ARCUSIN,CTT VILANOVA,5,1,,
Jornada 4,30/10/2022,10:30,"CLUB NATACIÓ SABADELL ""A""",CLUB GIMNASTIC DE TARRAGONA,2,4,,
Jornada 5,05/11/2022,17:00,UE SANT CUGAT,C.T.T. SALLENT.RESET,6,0,,
Jornada 5,05/11/2022,17:00,CTT VILANOVA,BORGES TT MUSEUM,4,3,,
Jornada 5,06/11/2022,10:00,CLUB TENNIS TAULA BARCELONA,CLUB TENNIS DE TAULA TONA,3,4,,
Jornada 5,06/11/2022,10:30,CTT TORTOSA,"CLUB NATACIÓ SABADELL ""A""",2,4,,
Jornada 5,06/11/2022,11:00,TENNIS TAULA PARETS,CTT MOLLERUSSA ARCUSIN,1,5,,
Jornada 6,19/11/2022,16:00,CLUB GIMNASTIC DE TARRAGONA,CTT TORTOSA,1,5,,
Jornada 6,19/11/2022,16:00,BORGES TT MUSEUM,TENNIS TAULA PARETS,4,2,,
Jornada 6,19/11/2022,17:00,C.T.T. SALLENT.RESET,CTT VILANOVA,4,2,,
Jornada 6,19/11/2022,17:00,PORTMANY - CARMEN PELUQUEROS,CLUB TENNIS DE TAULA TONA,3,4,,
Jornada 6,20/11/2022,10:00,CTT MOLLERUSSA ARCUSIN,CLUB TENNIS TAULA BARCELONA,3,4,,
Jornada 6,20/11/2022,10:30,"CLUB NATACIÓ SABADELL ""A""",UE SANT CUGAT,5,1,,
Jornada 7,26/11/2022,10:00,CTT VILANOVA,PORTMANY - CARMEN PELUQUEROS,3,4,,
Jornada 7,26/11/2022,17:00,CTT VILANOVA,"CLUB NATACIÓ SABADELL ""A""",3,4,,
Jornada 7,26/11/2022,17:00,CLUB TENNIS DE TAULA TONA,CTT MOLLERUSSA ARCUSIN,2,4,,
Jornada 7,26/11/2022,17:00,CLUB GIMNASTIC DE TARRAGONA,PORTMANY - CARMEN PELUQUEROS,2,4,,
Jornada 7,27/11/2022,10:00,CLUB TENNIS TAULA BARCELONA,BORGES TT MUSEUM,4,3,,
Jornada 7,27/11/2022,10:30,CTT TORTOSA,PORTMANY - CARMEN PELUQUEROS,2,4,,
Jornada 7,27/11/2022,11:00,TENNIS TAULA PARETS,C.T.T. SALLENT.RESET,4,2,,
Jornada 7,27/11/2022,11:00,UE SANT CUGAT,CLUB GIMNASTIC DE TARRAGONA,6,0,,
Jornada 8,03/12/2022,16:00,CLUB GIMNASTIC DE TARRAGONA,CTT VILANOVA,2,4,,
Jornada 8,03/12/2022,16:00,BORGES TT MUSEUM,CLUB TENNIS DE TAULA TONA,2,4,,
Jornada 8,03/12/2022,16:30,PORTMANY - CARMEN PELUQUEROS,CTT MOLLERUSSA ARCUSIN,1,5,,
Jornada 8,03/12/2022,17:00,C.T.T. SALLENT.RESET,CLUB TENNIS TAULA BARCELONA,2,4,,
Jornada 8,04/12/2022,10:30,CTT TORTOSA,UE SANT CUGAT,2,4,,
Jornada 8,04/12/2022,10:30,"CLUB NATACIÓ SABADELL ""A""",TENNIS TAULA PARETS,6,0,,
Jornada 9,17/12/2022,10:30,"CLUB NATACIÓ SABADELL ""A""",PORTMANY - CARMEN PELUQUEROS,5,1,,
Jornada 9,17/12/2022,17:00,CLUB TENNIS DE TAULA TONA,C.T.T. SALLENT.RESET,6,0,,
Jornada 9,17/12/2022,17:00,CTT VILANOVA,CTT TORTOSA,4,2,,
Jornada 9,17/12/2022,17:00,UE SANT CUGAT,PORTMANY - CARMEN PELUQUEROS,4,2,,
Jornada 9,18/12/2022,10:00,CLUB TENNIS TAULA BARCELONA,"CLUB NATACIÓ SABADELL ""A""",2,4,,
Jornada 9,18/12/2022,10:00,CTT MOLLERUSSA ARCUSIN,BORGES TT MUSEUM,2,4,,
Jornada 9,18/12/2022,11:00,TENNIS TAULA PARETS,CLUB GIMNASTIC DE TARRAGONA,4,2,,
Jornada 9,18/12/2022,11:00,C.T.T. SALLENT.RESET,PORTMANY - CARMEN PELUQUEROS,3,4,,
Jornada 10,14/01/2023,16:00,CLUB GIMNASTIC DE TARRAGONA,CLUB TENNIS TAULA BARCELONA,1,5,,
Jornada 10,14/01/2023,17:00,UE SANT CUGAT,CTT VILANOVA,2,4,,
Jornada 10,14/01/2023,17:00,C.T.T. SALLENT.RESET,CTT MOLLERUSSA ARCUSIN,4,2,,
Jornada 10,14/01/2023,17:00,PORTMANY - CARMEN PELUQUEROS,BORGES TT MUSEUM,3,4,,
Jornada 10,15/01/2023,10:30,CTT TORTOSA,TENNIS TAULA PARETS,2,4,,
Jornada 10,15/01/2023,10:30,"CLUB NATACIÓ SABADELL ""A""",CLUB TENNIS DE TAULA TONA,3,4,,
Jornada 11,21/01/2023,16:00,BORGES TT MUSEUM,C.T.T. SALLENT.RESET,4,2,,
Jornada 11,21/01/2023,17:00,CLUB TENNIS DE TAULA TONA,CLUB GIMNASTIC DE TARRAGONA,6,0,,
Jornada 11,22/01/2023,10:00,CTT MOLLERUSSA ARCUSIN,"CLUB NATACIÓ SABADELL ""A""",3,4,,
Jornada 11,22/01/2023,10:00,CLUB TENNIS TAULA BARCELONA,CTT TORTOSA,4,3,,
Jornada 11,22/01/2023,11:00,TENNIS TAULA PARETS,UE SANT CUGAT,4,2,,
Jornada 12,28/01/2023,11:00,TENNIS TAULA PARETS,CTT VILANOVA,3,4,,
Jornada 12,28/01/2023,16:00,BORGES TT MUSEUM,"CLUB NATACIÓ SABADELL ""A""",2,4,,
Jornada 12,28/01/2023,17:00,PORTMANY - CARMEN PELUQUEROS,C.T.T. SALLENT.RESET,5,1,,
Jornada 12,28/01/2023,17:00,CLUB TENNIS DE TAULA TONA,CTT TORTOSA,5,1,,
Jornada 12,28/01/2023,18:00,CLUB TENNIS TAULA BARCELONA,UE SANT CUGAT,6,0,,
Jornada 12,29/01/2023,10:00,CTT MOLLERUSSA ARCUSIN,CLUB GIMNASTIC DE TARRAGONA,4,2,,
Jornada 13,04/02/2023,16:00,CLUB GIMNASTIC DE TARRAGONA,BORGES TT MUSEUM,2,4,,
Jornada 13,04/02/2023,17:00,CTT VILANOVA,CLUB TENNIS TAULA BARCELONA,1,5,,
Jornada 13,04/02/2023,17:00,UE SANT CUGAT,CLUB TENNIS DE TAULA TONA,0,6,,
Jornada 13,05/02/2023,10:30,"CLUB NATACIÓ SABADELL ""A""",C.T.T. SALLENT.RESET,6,0,,
Jornada 13,05/02/2023,10:30,CTT TORTOSA,CTT MOLLERUSSA ARCUSIN,3,4,,
Jornada 14,11/02/2023,16:00,BORGES TT MUSEUM,CTT TORTOSA,5,1,,
Jornada 14,11/02/2023,17:00,PORTMANY - CARMEN PELUQUEROS,"CLUB NATACIÓ SABADELL ""A""",2,4,,
Jornada 14,11/02/2023,17:00,C.T.T. SALLENT.RESET,CLUB GIMNASTIC DE TARRAGONA,4,2,,
Jornada 14,11/02/2023,17:00,CLUB TENNIS DE TAULA TONA,CTT VILANOVA,5,1,,
Jornada 14,12/02/2023,10:00,CTT MOLLERUSSA ARCUSIN,UE SANT CUGAT,5,1,,
Jornada 14,12/02/2023,10:00,CLUB TENNIS TAULA BARCELONA,TENNIS TAULA PARETS,4,2,,
Jornada 15,18/02/2023,11:00,TENNIS TAULA PARETS,PORTMANY - CARMEN PELUQUEROS,4,2,,
Jornada 15,18/02/2023,16:00,CLUB GIMNASTIC DE TARRAGONA,"CLUB NATACIÓ SABADELL ""A""",2,4,,
Jornada 15,18/02/2023,17:00,CTT VILANOVA,CTT MOLLERUSSA ARCUSIN,1,5,,
Jornada 15,18/02/2023,17:00,UE SANT CUGAT,BORGES TT MUSEUM,1,5,,
Jornada 15,18/02/2023,17:00,CLUB TENNIS DE TAULA TONA,PORTMANY - CARMEN PELUQUEROS,6,0,,
Jornada 15,19/02/2023,10:00,CLUB TENNIS TAULA BARCELONA,PORTMANY - CARMEN PELUQUEROS,3,4,,
Jornada 15,19/02/2023,10:30,CTT TORTOSA,C.T.T. SALLENT.RESET,5,1,,
Jornada 15,19/02/2023,11:00,TENNIS TAULA PARETS,CLUB TENNIS DE TAULA TONA,0,6,,
Jornada 16,25/02/2023,16:00,BORGES TT MUSEUM,CTT VILANOVA,4,3,,
Jornada 16,25/02/2023,17:00,PORTMANY - CARMEN PELUQUEROS,CLUB GIMNASTIC DE TARRAGONA,4,2,,
Jornada 16,25/02/2023,17:00,C.T.T. SALLENT.RESET,UE SANT CUGAT,4,2,,
Jornada 16,25/02/2023,17:00,CLUB TENNIS DE TAULA TONA,CLUB TENNIS TAULA BARCELONA,4,2,,
