jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,24/09/2022,17:00,HORTITEC ALZIRA,FRANCISCO R. POMARES S.L. ELCHE,4,3,,
Jornada 1,24/09/2022,17:00,CTM ALCALÁ IMPORALIA,AQADEM.COM,2,4,,
Jornada 1,24/09/2022,17:00,HORTALEZA TM,SAN SEBASTIAN DE LOS REYES,4,2,,
Jornada 1,24/09/2022,18:00,PUNTO Y APARTE SL – VEGAS DEL GENIL,COVIRÁN CD HUÉTOR VEGA TM,5,1,,
Jornada 2,15/10/2022,17:00,ALICANTE TM,ALCOBENDAS TM,4,2,,
Jornada 2,15/10/2022,18:00,AQADEM.COM,PUNTO Y APARTE SL – VEGAS DEL GENIL,6,0,,
Jornada 2,16/10/2022,11:00,FRANCISCO R. POMARES S.L. ELCHE,ALCOBENDAS TM,2,4,,
Jornada 3,22/10/2022,18:00,AQADEM.COM,ALICANTE TM,3,4,,
Jornada 3,22/10/2022,18:00,PUNTO Y APARTE SL – VEGAS DEL GENIL,FRANCISCO R. POMARES S.L. ELCHE,0,6,,
Jornada 3,23/10/2022,11:00,CTM ALCALÁ IMPORALIA,ALICANTE TM,2,4,,
Jornada 3,23/10/2022,11:00,COVIRÁN CD HUÉTOR VEGA TM,FRANCISCO R. POMARES S.L. ELCHE,2,4,,
Jornada 3,23/10/2022,11:30,CONSERVAS LOLA,SAN SEBASTIAN DE LOS REYES,4,3,,
Jornada 4,29/10/2022,11:00,FRANCISCO R. POMARES S.L. ELCHE,CONSERVAS LOLA,5,1,,
Jornada 4,29/10/2022,11:00,HORTALEZA TM,AQADEM.COM,0,6,,
Jornada 4,29/10/2022,16:00,SAN SEBASTIAN DE LOS REYES,AQADEM.COM,3,4,,
Jornada 4,29/10/2022,17:00,HORTITEC ALZIRA,CONSERVAS LOLA,4,3,,
Jornada 4,30/10/2022,11:00,ALICANTE TM,CONSERVAS LOLA,4,3,,
Jornada 4,30/10/2022,12:00,ALCOBENDAS TM,AQADEM.COM,2,4,,
Jornada 5,08/10/2022,18:00,PUNTO Y APARTE SL – VEGAS DEL GENIL,ALICANTE TM,5,1,,
Jornada 5,09/10/2022,11:00,COVIRÁN CD HUÉTOR VEGA TM,ALICANTE TM,2,4,,
Jornada 5,06/11/2022,11:00,CONSERVAS LOLA,HORTALEZA TM,4,2,,
Jornada 5,06/11/2022,11:00,HORTITEC ALZIRA,ALCOBENDAS TM,4,3,,
Jornada 6,19/11/2022,11:00,HORTITEC ALZIRA,SAN SEBASTIAN DE LOS REYES,4,2,,
Jornada 6,19/11/2022,17:00,ALICANTE TM,SAN SEBASTIAN DE LOS REYES,2,4,,
Jornada 6,19/11/2022,18:00,PUNTO Y APARTE SL – VEGAS DEL GENIL,CTM ALCALÁ IMPORALIA,2,4,,
Jornada 6,20/11/2022,11:00,COVIRÁN CD HUÉTOR VEGA TM,AQADEM.COM,1,5,,
Jornada 6,20/11/2022,11:00,FRANCISCO R. POMARES S.L. ELCHE,SAN SEBASTIAN DE LOS REYES,4,2,,
Jornada 6,20/11/2022,11:30,CONSERVAS LOLA,ALCOBENDAS TM,4,3,,
Jornada 7,26/11/2022,10:30,SAN SEBASTIAN DE LOS REYES,CTM ALCALÁ IMPORALIA,4,2,,
Jornada 7,26/11/2022,17:00,ALICANTE TM,HORTITEC ALZIRA,5,1,,
Jornada 7,26/11/2022,17:00,HORTALEZA TM,CTM ALCALÁ IMPORALIA,2,4,,
Jornada 7,27/11/2022,12:00,ALCOBENDAS TM,CTM ALCALÁ IMPORALIA,4,2,,
Jornada 8,03/12/2022,11:00,FRANCISCO R. POMARES S.L. ELCHE,HORTALEZA TM,4,3,,
Jornada 8,03/12/2022,16:00,SAN SEBASTIAN DE LOS REYES,ALCOBENDAS TM,4,3,,
Jornada 8,03/12/2022,17:00,CTM ALCALÁ IMPORALIA,COVIRÁN CD HUÉTOR VEGA TM,4,3,,
Jornada 8,03/12/2022,17:00,ALICANTE TM,HORTALEZA TM,4,2,,
Jornada 8,04/12/2022,11:00,HORTITEC ALZIRA,HORTALEZA TM,2,4,,
Jornada 8,04/12/2022,11:30,CONSERVAS LOLA,PUNTO Y APARTE SL – VEGAS DEL GENIL,4,2,,
Jornada 9,17/12/2022,11:00,HORTALEZA TM,PUNTO Y APARTE SL – VEGAS DEL GENIL,3,4,,
Jornada 9,17/12/2022,16:00,SAN SEBASTIAN DE LOS REYES,PUNTO Y APARTE SL – VEGAS DEL GENIL,3,4,,
Jornada 9,17/12/2022,17:00,FRANCISCO R. POMARES S.L. ELCHE,ALICANTE TM,6,0,,
Jornada 9,17/12/2022,18:00,AQADEM.COM,HORTITEC ALZIRA,6,0,,
Jornada 9,18/12/2022,11:00,CTM ALCALÁ IMPORALIA,HORTITEC ALZIRA,2,4,,
Jornada 9,18/12/2022,11:30,CONSERVAS LOLA,COVIRÁN CD HUÉTOR VEGA TM,2,4,,
Jornada 9,18/12/2022,12:00,ALCOBENDAS TM,PUNTO Y APARTE SL – VEGAS DEL GENIL,3,4,,
Jornada 10,14/01/2023,10:30,SAN SEBASTIAN DE LOS REYES,COVIRÁN CD HUÉTOR VEGA TM,5,1,,
Jornada 10,14/01/2023,17:00,HORTALEZA TM,COVIRÁN CD HUÉTOR VEGA TM,4,2,,
Jornada 10,14/01/2023,17:00,CTM ALCALÁ IMPORALIA,CONSERVAS LOLA,2,4,,
Jornada 10,15/01/2023,11:00,AQADEM.COM,CONSERVAS LOLA,5,1,,
Jornada 10,15/01/2023,12:00,ALCOBENDAS TM,COVIRÁN CD HUÉTOR VEGA TM,3,4,,
Jornada 11,21/01/2023,18:00,AQADEM.COM,FRANCISCO R. POMARES S.L. ELCHE,4,2,,
Jornada 11,21/01/2023,18:00,PUNTO Y APARTE SL – VEGAS DEL GENIL,HORTITEC ALZIRA,5,1,,
Jornada 11,22/01/2023,11:00,CTM ALCALÁ IMPORALIA,FRANCISCO R. POMARES S.L. ELCHE,1,5,,
Jornada 11,22/01/2023,11:00,COVIRÁN CD HUÉTOR VEGA TM,HORTITEC ALZIRA,4,2,,
Jornada 11,22/01/2023,12:00,ALCOBENDAS TM,HORTALEZA TM,5,1,,
Jornada 12,28/01/2023,10:00,FRANCISCO R. POMARES S.L. ELCHE,PUNTO Y APARTE SL – VEGAS DEL GENIL,4,3,,
Jornada 12,28/01/2023,17:00,HORTITEC ALZIRA,PUNTO Y APARTE SL – VEGAS DEL GENIL,2,4,,
Jornada 12,28/01/2023,18:00,AQADEM.COM,HORTALEZA TM,4,3,,
Jornada 12,29/01/2023,11:00,ALICANTE TM,PUNTO Y APARTE SL – VEGAS DEL GENIL,4,2,,
Jornada 12,29/01/2023,11:00,CTM ALCALÁ IMPORALIA,HORTALEZA TM,4,3,,
Jornada 13,04/02/2023,10:30,SAN SEBASTIAN DE LOS REYES,HORTITEC ALZIRA,5,1,,
Jornada 13,04/02/2023,17:00,HORTALEZA TM,HORTITEC ALZIRA,2,4,,
Jornada 13,05/02/2023,11:00,COVIRÁN CD HUÉTOR VEGA TM,CTM ALCALÁ IMPORALIA,5,1,,
Jornada 13,05/02/2023,11:30,CONSERVAS LOLA,FRANCISCO R. POMARES S.L. ELCHE,5,1,,
Jornada 13,05/02/2023,12:00,ALCOBENDAS TM,HORTITEC ALZIRA,4,2,,
Jornada 13,19/02/2023,11:00,PUNTO Y APARTE SL – VEGAS DEL GENIL,AQADEM.COM,1,5,,
Jornada 14,11/02/2023,17:00,ALICANTE TM,FRANCISCO R. POMARES S.L. ELCHE,6,0,,
Jornada 14,11/02/2023,17:00,CTM ALCALÁ IMPORALIA,SAN SEBASTIAN DE LOS REYES,2,4,,
Jornada 14,11/02/2023,18:00,PUNTO Y APARTE SL – VEGAS DEL GENIL,ALCOBENDAS TM,5,1,,
Jornada 14,12/02/2023,11:00,COVIRÁN CD HUÉTOR VEGA TM,ALCOBENDAS TM,4,2,,
Jornada 14,12/02/2023,11:00,AQADEM.COM,SAN SEBASTIAN DE LOS REYES,6,0,,
Jornada 15,18/02/2023,11:00,HORTALEZA TM,FRANCISCO R. POMARES S.L. ELCHE,4,3,,
Jornada 15,18/02/2023,16:00,SAN SEBASTIAN DE LOS REYES,FRANCISCO R. POMARES S.L. ELCHE,4,2,,
Jornada 15,18/02/2023,18:00,AQADEM.COM,CTM ALCALÁ IMPORALIA,5,1,,
Jornada 15,19/02/2023,11:30,CONSERVAS LOLA,ALICANTE TM,2,4,,
Jornada 15,19/02/2023,12:00,ALCOBENDAS TM,FRANCISCO R. POMARES S.L. ELCHE,3,4,,
Jornada 16,10/02/2023,19:00,CONSERVAS LOLA,AQADEM.COM,4,3,,
Jornada 16,25/02/2023,10:00,HORTITEC ALZIRA,COVIRÁN CD HUÉTOR VEGA TM,1,5,,
Jornada 16,25/02/2023,16:00,SAN SEBASTIAN DE LOS REYES,HORTALEZA TM,2,4,,
Jornada 16,25/02/2023,18:00,FRANCISCO R. POMARES S.L. ELCHE,COVIRÁN CD HUÉTOR VEGA TM,2,4,,
Jornada 16,26/02/2023,11:00,ALICANTE TM,COVIRÁN CD HUÉTOR VEGA TM,4,2,,
Jornada 17,04/03/2023,17:00,CTM ALCALÁ IMPORALIA,ALCOBENDAS TM,0,6,,
Jornada 17,04/03/2023,18:00,PUNTO Y APARTE SL – VEGAS DEL GENIL,SAN SEBASTIAN DE LOS REYES,2,4,,
Jornada 17,05/03/2023,10:30,CONSERVAS LOLA,HORTITEC ALZIRA,5,1,,
Jornada 17,05/03/2023,11:00,AQADEM.COM,ALCOBENDAS TM,2,4,,
Jornada 17,05/03/2023,11:00,COVIRÁN CD HUÉTOR VEGA TM,SAN SEBASTIAN DE LOS REYES,4,2,,
Jornada 18,11/03/2023,10:30,SAN SEBASTIAN DE LOS REYES,CONSERVAS LOLA,2,4,,
Jornada 18,11/03/2023,17:00,HORTITEC ALZIRA,ALICANTE TM,0,6,,
Jornada 18,11/03/2023,17:00,CTM ALCALÁ IMPORALIA,PUNTO Y APARTE SL – VEGAS DEL GENIL,2,4,,
Jornada 18,11/03/2023,17:00,HORTALEZA TM,CONSERVAS LOLA,2,4,,
Jornada 18,12/03/2023,11:00,ALCOBENDAS TM,CONSERVAS LOLA,4,2,,
Jornada 19,01/04/2023,10:30,SAN SEBASTIAN DE LOS REYES,ALICANTE TM,0,6,,
Jornada 19,01/04/2023,17:00,HORTALEZA TM,ALICANTE TM,1,5,,
Jornada 19,01/04/2023,18:00,AQADEM.COM,COVIRÁN CD HUÉTOR VEGA TM,3,4,,
Jornada 19,02/04/2023,12:00,ALCOBENDAS TM,ALICANTE TM,0,6,,
Jornada 20,15/04/2023,11:00,ALICANTE TM,AQADEM.COM,5,1,,
Jornada 20,15/04/2023,17:00,FRANCISCO R. POMARES S.L. ELCHE,AQADEM.COM,2,4,,
Jornada 20,15/04/2023,18:00,PUNTO Y APARTE SL – VEGAS DEL GENIL,CONSERVAS LOLA,1,5,,
Jornada 20,16/04/2023,11:00,COVIRÁN CD HUÉTOR VEGA TM,CONSERVAS LOLA,4,2,,
Jornada 20,16/04/2023,11:00,HORTITEC ALZIRA,AQADEM.COM,1,5,,
Jornada 21,22/04/2023,17:00,FRANCISCO R. POMARES S.L. ELCHE,HORTITEC ALZIRA,6,0,,
Jornada 21,22/04/2023,18:00,PUNTO Y APARTE SL – VEGAS DEL GENIL,HORTALEZA TM,2,4,,
Jornada 21,23/04/2023,11:00,COVIRÁN CD HUÉTOR VEGA TM,HORTALEZA TM,3,4,,
Jornada 21,23/04/2023,11:30,CONSERVAS LOLA,CTM ALCALÁ IMPORALIA,4,3,,
Jornada 21,23/04/2023,12:00,ALCOBENDAS TM,SAN SEBASTIAN DE LOS REYES,4,2,,
Jornada 22,29/04/2023,11:00,HORTITEC ALZIRA,CTM ALCALÁ IMPORALIA,2,4,,
Jornada 22,29/04/2023,17:00,HORTALEZA TM,ALCOBENDAS TM,4,2,,
Jornada 22,29/04/2023,17:00,ALICANTE TM,CTM ALCALÁ IMPORALIA,4,2,,
Jornada 22,30/04/2023,11:00,COVIRÁN CD HUÉTOR VEGA TM,PUNTO Y APARTE SL – VEGAS DEL GENIL,3,4,,
Jornada 22,30/04/2023,11:00,FRANCISCO R. POMARES S.L. ELCHE,CTM ALCALÁ IMPORALIA,6,0,,
