jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,29/10/2022,11:00,ETM AMADIS PAPELERIA,CTM ABADIÑO-EKIN,4,2,,
Jornada 1,29/10/2022,16:30,ATLETICO SAN SEBASTIAN,LA ATALAYA GIJON TENIS DE MESA,1,5,,
Jornada 1,29/10/2022,16:30,IRUN LEKA ENEA,LUARCA TENIS DE MESA,5,1,,
Jornada 1,29/10/2022,16:30,CENTRO NATACION HELIOS,AVILÉS TENIS DE MESA,3,4,,
Jornada 1,29/10/2022,16:30,UNIVERSIDAD DE BURGOS - RM TERÁN,ETM AMADIS PAPELERIA,2,4,,
Jornada 1,29/10/2022,19:00,ATLETICO SAN SEBASTIAN,LUARCA TENIS DE MESA,4,3,,
Jornada 1,29/10/2022,19:00,IRUN LEKA ENEA,AVILÉS TENIS DE MESA,1,5,,
Jornada 1,29/10/2022,19:00,CENTRO NATACION HELIOS,CORVERASTUR TM,6,0,,
Jornada 1,29/10/2022,19:00,CTM ABADIÑO-EKIN,UNIVERSIDAD DE BURGOS - RM TERÁN,3,4,,
Jornada 1,30/10/2022,10:00,ATLETICO SAN SEBASTIAN,AVILÉS TENIS DE MESA,1,5,,
Jornada 1,30/10/2022,10:00,IRUN LEKA ENEA,CORVERASTUR TM,4,2,,
Jornada 1,30/10/2022,10:00,CENTRO NATACION HELIOS,LA ATALAYA GIJON TENIS DE MESA,3,4,,
Jornada 1,30/10/2022,12:30,ATLETICO SAN SEBASTIAN,CORVERASTUR TM,3,4,,
Jornada 1,30/10/2022,12:30,IRUN LEKA ENEA,LA ATALAYA GIJON TENIS DE MESA,2,4,,
Jornada 1,30/10/2022,12:30,CENTRO NATACION HELIOS,LUARCA TENIS DE MESA,6,0,,
Jornada 2,03/12/2022,11:00,ATLETICO SAN SEBASTIAN,IRUN LEKA ENEA,2,4,,
Jornada 2,03/12/2022,16:30,UNIVERSIDAD DE BURGOS - RM TERÁN,AVILÉS TENIS DE MESA,2,4,,
Jornada 2,03/12/2022,16:30,ETM AMADIS PAPELERIA,CORVERASTUR TM,5,1,,
Jornada 2,03/12/2022,16:30,CTM ABADIÑO-EKIN,LA ATALAYA GIJON TENIS DE MESA,1,5,,
Jornada 2,03/12/2022,16:30,IRUN LEKA ENEA,CENTRO NATACION HELIOS,1,5,,
Jornada 2,03/12/2022,19:00,UNIVERSIDAD DE BURGOS - RM TERÁN,LUARCA TENIS DE MESA,4,3,,
Jornada 2,03/12/2022,19:00,ETM AMADIS PAPELERIA,AVILÉS TENIS DE MESA,3,4,,
Jornada 2,03/12/2022,19:00,CTM ABADIÑO-EKIN,CORVERASTUR TM,4,2,,
Jornada 2,03/12/2022,19:00,CENTRO NATACION HELIOS,ATLETICO SAN SEBASTIAN,6,0,,
Jornada 2,04/12/2022,10:00,UNIVERSIDAD DE BURGOS - RM TERÁN,CORVERASTUR TM,4,2,,
Jornada 2,04/12/2022,10:00,ETM AMADIS PAPELERIA,LA ATALAYA GIJON TENIS DE MESA,2,4,,
Jornada 2,04/12/2022,10:00,CTM ABADIÑO-EKIN,LUARCA TENIS DE MESA,5,1,,
Jornada 2,04/12/2022,12:30,UNIVERSIDAD DE BURGOS - RM TERÁN,LA ATALAYA GIJON TENIS DE MESA,2,4,,
Jornada 2,04/12/2022,12:30,ETM AMADIS PAPELERIA,LUARCA TENIS DE MESA,4,2,,
Jornada 2,04/12/2022,12:30,CTM ABADIÑO-EKIN,AVILÉS TENIS DE MESA,0,6,,
Jornada 3,14/01/2023,11:00,ATLETICO SAN SEBASTIAN,UNIVERSIDAD DE BURGOS - RM TERÁN,3,4,,
Jornada 3,14/01/2023,11:00,IRUN LEKA ENEA,ETM AMADIS PAPELERIA,2,4,,
Jornada 3,14/01/2023,11:00,CENTRO NATACION HELIOS,CTM ABADIÑO-EKIN,4,2,,
Jornada 3,14/01/2023,11:00,AVILÉS TENIS DE MESA,LA ATALAYA GIJON TENIS DE MESA,4,3,,
Jornada 3,14/01/2023,11:00,CORVERASTUR TM,LUARCA TENIS DE MESA,6,0,,
Jornada 3,14/01/2023,16:30,ATLETICO SAN SEBASTIAN,ETM AMADIS PAPELERIA,2,4,,
Jornada 3,14/01/2023,16:30,IRUN LEKA ENEA,CTM ABADIÑO-EKIN,4,3,,
Jornada 3,14/01/2023,16:30,CENTRO NATACION HELIOS,UNIVERSIDAD DE BURGOS - RM TERÁN,5,1,,
Jornada 3,14/01/2023,16:30,AVILÉS TENIS DE MESA,LUARCA TENIS DE MESA,6,0,,
Jornada 3,14/01/2023,16:30,CORVERASTUR TM,LA ATALAYA GIJON TENIS DE MESA,1,5,,
Jornada 3,14/01/2023,19:00,ATLETICO SAN SEBASTIAN,CTM ABADIÑO-EKIN,2,4,,
Jornada 3,14/01/2023,19:00,IRUN LEKA ENEA,UNIVERSIDAD DE BURGOS - RM TERÁN,5,1,,
Jornada 3,14/01/2023,19:00,CENTRO NATACION HELIOS,ETM AMADIS PAPELERIA,6,0,,
Jornada 3,14/01/2023,19:00,AVILÉS TENIS DE MESA,CORVERASTUR TM,6,0,,
Jornada 3,14/01/2023,19:00,LA ATALAYA GIJON TENIS DE MESA,LUARCA TENIS DE MESA,5,1,,
Jornada 4,11/02/2023,11:00,UNIVERSIDAD DE BURGOS - RM TERÁN,CTM ABADIÑO-EKIN,4,2,,
Jornada 4,11/02/2023,16:30,CORVERASTUR TM,ATLETICO SAN SEBASTIAN,3,4,,
Jornada 4,11/02/2023,16:30,LA ATALAYA GIJON TENIS DE MESA,IRUN LEKA ENEA,4,2,,
Jornada 4,11/02/2023,16:30,LUARCA TENIS DE MESA,CENTRO NATACION HELIOS,0,6,,
Jornada 4,11/02/2023,16:30,ETM AMADIS PAPELERIA,UNIVERSIDAD DE BURGOS - RM TERÁN,1,5,,
Jornada 4,11/02/2023,19:00,AVILÉS TENIS DE MESA,ATLETICO SAN SEBASTIAN,6,0,,
Jornada 4,11/02/2023,19:00,CORVERASTUR TM,IRUN LEKA ENEA,1,5,,
Jornada 4,11/02/2023,19:00,LA ATALAYA GIJON TENIS DE MESA,CENTRO NATACION HELIOS,4,3,,
Jornada 4,11/02/2023,19:00,CTM ABADIÑO-EKIN,ETM AMADIS PAPELERIA,4,2,,
Jornada 4,12/02/2023,10:00,LUARCA TENIS DE MESA,ATLETICO SAN SEBASTIAN,4,3,,
Jornada 4,12/02/2023,10:00,AVILÉS TENIS DE MESA,IRUN LEKA ENEA,5,1,,
Jornada 4,12/02/2023,10:00,CORVERASTUR TM,CENTRO NATACION HELIOS,0,6,,
Jornada 4,12/02/2023,12:30,LA ATALAYA GIJON TENIS DE MESA,ATLETICO SAN SEBASTIAN,6,0,,
Jornada 4,12/02/2023,12:30,LUARCA TENIS DE MESA,IRUN LEKA ENEA,2,4,,
Jornada 4,12/02/2023,12:30,AVILÉS TENIS DE MESA,CENTRO NATACION HELIOS,4,3,,
Jornada 5,11/03/2023,11:00,IRUN LEKA ENEA,ATLETICO SAN SEBASTIAN,2,4,,
Jornada 5,11/03/2023,16:30,LA ATALAYA GIJON TENIS DE MESA,UNIVERSIDAD DE BURGOS - RM TERÁN,4,2,,
Jornada 5,11/03/2023,16:30,LUARCA TENIS DE MESA,ETM AMADIS PAPELERIA,1,5,,
Jornada 5,11/03/2023,16:30,AVILÉS TENIS DE MESA,CTM ABADIÑO-EKIN,4,3,,
Jornada 5,11/03/2023,16:30,CENTRO NATACION HELIOS,IRUN LEKA ENEA,6,0,,
Jornada 5,11/03/2023,19:00,LUARCA TENIS DE MESA,UNIVERSIDAD DE BURGOS - RM TERÁN,2,4,,
Jornada 5,11/03/2023,19:00,AVILÉS TENIS DE MESA,ETM AMADIS PAPELERIA,5,1,,
Jornada 5,11/03/2023,19:00,CORVERASTUR TM,CTM ABADIÑO-EKIN,2,4,,
Jornada 5,11/03/2023,19:00,ATLETICO SAN SEBASTIAN,CENTRO NATACION HELIOS,2,4,,
Jornada 5,12/03/2023,10:00,AVILÉS TENIS DE MESA,UNIVERSIDAD DE BURGOS - RM TERÁN,4,3,,
Jornada 5,12/03/2023,10:00,CORVERASTUR TM,ETM AMADIS PAPELERIA,2,4,,
Jornada 5,12/03/2023,10:00,LA ATALAYA GIJON TENIS DE MESA,CTM ABADIÑO-EKIN,5,1,,
Jornada 5,12/03/2023,12:30,CORVERASTUR TM,UNIVERSIDAD DE BURGOS - RM TERÁN,3,4,,
Jornada 5,12/03/2023,12:30,LA ATALAYA GIJON TENIS DE MESA,ETM AMADIS PAPELERIA,5,1,,
Jornada 5,12/03/2023,12:30,LUARCA TENIS DE MESA,CTM ABADIÑO-EKIN,1,5,,
Jornada 6,29/04/2023,11:00,UNIVERSIDAD DE BURGOS - RM TERÁN,ATLETICO SAN SEBASTIAN,1,5,,
Jornada 6,29/04/2023,11:00,ETM AMADIS PAPELERIA,IRUN LEKA ENEA,2,4,,
Jornada 6,29/04/2023,11:00,CTM ABADIÑO-EKIN,CENTRO NATACION HELIOS,1,5,,
Jornada 6,29/04/2023,11:00,LA ATALAYA GIJON TENIS DE MESA,AVILÉS TENIS DE MESA,1,5,,
Jornada 6,29/04/2023,11:00,LUARCA TENIS DE MESA,CORVERASTUR TM,4,2,,
Jornada 6,29/04/2023,16:30,ETM AMADIS PAPELERIA,ATLETICO SAN SEBASTIAN,2,4,,
Jornada 6,29/04/2023,16:30,CTM ABADIÑO-EKIN,IRUN LEKA ENEA,2,4,,
Jornada 6,29/04/2023,16:30,UNIVERSIDAD DE BURGOS - RM TERÁN,CENTRO NATACION HELIOS,0,6,,
Jornada 6,29/04/2023,16:30,LUARCA TENIS DE MESA,AVILÉS TENIS DE MESA,0,6,,
Jornada 6,29/04/2023,16:30,LA ATALAYA GIJON TENIS DE MESA,CORVERASTUR TM,5,1,,
Jornada 6,29/04/2023,19:00,CTM ABADIÑO-EKIN,ATLETICO SAN SEBASTIAN,2,4,,
Jornada 6,29/04/2023,19:00,UNIVERSIDAD DE BURGOS - RM TERÁN,IRUN LEKA ENEA,2,4,,
Jornada 6,29/04/2023,19:00,ETM AMADIS PAPELERIA,CENTRO NATACION HELIOS,0,6,,
Jornada 6,29/04/2023,19:00,CORVERASTUR TM,AVILÉS TENIS DE MESA,0,6,,
Jornada 6,29/04/2023,19:00,LUARCA TENIS DE MESA,LA ATALAYA GIJON TENIS DE MESA,1,5,,
