jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,24/09/2022,17:00,CTM MILAGROSA,TIJERITAS LA PELU DE SIXTO,0,6,,
Jornada 1,24/09/2022,17:00,ARTEAL,ZOOLANDIA CONXO TM,3,4,,
Jornada 1,24/09/2022,17:00,OROSO TM MADEIRAS IRMÁNS CASTROS,CLUB TENIS DE MESA BREOGAN - OLEIROS,2,4,,
Jornada 1,24/09/2022,17:00,GALMÉDICA OURENSE T.M,CONCELLO DE CAMBADOS,2,4,,
Jornada 1,24/09/2022,17:00,VILAGARCIA TENIS DE MESA,CINANIA TENIS DE MESA,5,1,,
Jornada 1,25/09/2022,11:00,CLUB DEL MAR DE SAN AMARO,CD DEZ PORTAS CAIXA RURAL GALEGA,0,6,,
Jornada 2,15/10/2022,10:00,CLUB DEL MAR DE SAN AMARO,VILAGARCIA TENIS DE MESA,1,5,,
Jornada 2,15/10/2022,16:30,ZOOLANDIA CONXO TM,CTM MILAGROSA,6,0,,
Jornada 2,15/10/2022,17:00,CINANIA TENIS DE MESA,GALMÉDICA OURENSE T.M,2,4,,
Jornada 2,15/10/2022,17:00,CONCELLO DE CAMBADOS,OROSO TM MADEIRAS IRMÁNS CASTROS,2,4,,
Jornada 2,15/10/2022,17:00,CLUB TENIS DE MESA BREOGAN - OLEIROS,ARTEAL,3,4,,
Jornada 2,15/10/2022,17:00,CD DEZ PORTAS CAIXA RURAL GALEGA,TIJERITAS LA PELU DE SIXTO,5,1,,
Jornada 3,22/10/2022,11:00,OROSO TM MADEIRAS IRMÁNS CASTROS,CINANIA TENIS DE MESA,6,0,,
Jornada 3,22/10/2022,17:00,GALMÉDICA OURENSE T.M,CLUB DEL MAR DE SAN AMARO,4,3,,
Jornada 3,22/10/2022,17:00,TIJERITAS LA PELU DE SIXTO,ZOOLANDIA CONXO TM,1,5,,
Jornada 3,22/10/2022,17:00,CTM MILAGROSA,CLUB TENIS DE MESA BREOGAN - OLEIROS,2,4,,
Jornada 3,22/10/2022,17:00,ARTEAL,CONCELLO DE CAMBADOS,0,6,,
Jornada 3,22/10/2022,17:00,VILAGARCIA TENIS DE MESA,CD DEZ PORTAS CAIXA RURAL GALEGA,2,4,,
Jornada 4,29/10/2022,11:00,CONCELLO DE CAMBADOS,CTM MILAGROSA,5,1,,
Jornada 4,29/10/2022,17:00,VILAGARCIA TENIS DE MESA,GALMÉDICA OURENSE T.M,6,0,,
Jornada 4,29/10/2022,17:00,CINANIA TENIS DE MESA,ARTEAL,1,5,,
Jornada 4,29/10/2022,17:00,CLUB TENIS DE MESA BREOGAN - OLEIROS,TIJERITAS LA PELU DE SIXTO,5,1,,
Jornada 4,29/10/2022,17:00,CD DEZ PORTAS CAIXA RURAL GALEGA,ZOOLANDIA CONXO TM,1,5,,
Jornada 4,30/10/2022,11:00,CLUB DEL MAR DE SAN AMARO,OROSO TM MADEIRAS IRMÁNS CASTROS,3,4,,
Jornada 5,05/11/2022,16:30,ZOOLANDIA CONXO TM,CLUB TENIS DE MESA BREOGAN - OLEIROS,4,2,,
Jornada 5,05/11/2022,17:00,ARTEAL,CLUB DEL MAR DE SAN AMARO,4,3,,
Jornada 5,05/11/2022,17:00,OROSO TM MADEIRAS IRMÁNS CASTROS,VILAGARCIA TENIS DE MESA,4,2,,
Jornada 5,05/11/2022,17:00,TIJERITAS LA PELU DE SIXTO,CONCELLO DE CAMBADOS,2,4,,
Jornada 5,05/11/2022,17:00,CTM MILAGROSA,CINANIA TENIS DE MESA,4,2,,
Jornada 5,05/11/2022,17:00,GALMÉDICA OURENSE T.M,CD DEZ PORTAS CAIXA RURAL GALEGA,0,6,,
Jornada 6,19/11/2022,17:00,GALMÉDICA OURENSE T.M,OROSO TM MADEIRAS IRMÁNS CASTROS,0,6,,
Jornada 6,19/11/2022,17:00,VILAGARCIA TENIS DE MESA,ARTEAL,1,5,,
Jornada 6,19/11/2022,17:00,CINANIA TENIS DE MESA,TIJERITAS LA PELU DE SIXTO,1,5,,
Jornada 6,19/11/2022,17:00,CONCELLO DE CAMBADOS,ZOOLANDIA CONXO TM,4,3,,
Jornada 6,19/11/2022,17:00,CD DEZ PORTAS CAIXA RURAL GALEGA,CLUB TENIS DE MESA BREOGAN - OLEIROS,3,4,,
Jornada 6,20/11/2022,11:00,CLUB DEL MAR DE SAN AMARO,CTM MILAGROSA,5,1,,
Jornada 7,26/11/2022,16:30,ZOOLANDIA CONXO TM,CINANIA TENIS DE MESA,6,0,,
Jornada 7,26/11/2022,17:00,TIJERITAS LA PELU DE SIXTO,CLUB DEL MAR DE SAN AMARO,3,4,,
Jornada 7,26/11/2022,17:00,CTM MILAGROSA,VILAGARCIA TENIS DE MESA,2,4,,
Jornada 7,26/11/2022,17:00,ARTEAL,GALMÉDICA OURENSE T.M,6,0,,
Jornada 7,26/11/2022,17:00,CLUB TENIS DE MESA BREOGAN - OLEIROS,CONCELLO DE CAMBADOS,1,5,,
Jornada 7,26/11/2022,17:00,OROSO TM MADEIRAS IRMÁNS CASTROS,CD DEZ PORTAS CAIXA RURAL GALEGA,4,3,,
Jornada 8,03/12/2022,17:00,OROSO TM MADEIRAS IRMÁNS CASTROS,ARTEAL,1,5,,
Jornada 8,03/12/2022,17:00,GALMÉDICA OURENSE T.M,CTM MILAGROSA,4,3,,
Jornada 8,03/12/2022,17:00,VILAGARCIA TENIS DE MESA,TIJERITAS LA PELU DE SIXTO,5,1,,
Jornada 8,03/12/2022,17:00,CINANIA TENIS DE MESA,CLUB TENIS DE MESA BREOGAN - OLEIROS,0,6,,
Jornada 8,03/12/2022,17:00,CD DEZ PORTAS CAIXA RURAL GALEGA,CONCELLO DE CAMBADOS,2,4,,
Jornada 8,04/12/2022,11:00,CLUB DEL MAR DE SAN AMARO,ZOOLANDIA CONXO TM,1,5,,
Jornada 9,17/12/2022,16:30,ZOOLANDIA CONXO TM,VILAGARCIA TENIS DE MESA,5,1,,
Jornada 9,17/12/2022,17:00,CLUB TENIS DE MESA BREOGAN - OLEIROS,CLUB DEL MAR DE SAN AMARO,2,4,,
Jornada 9,17/12/2022,17:00,TIJERITAS LA PELU DE SIXTO,GALMÉDICA OURENSE T.M,4,2,,
Jornada 9,17/12/2022,17:00,CTM MILAGROSA,OROSO TM MADEIRAS IRMÁNS CASTROS,4,2,,
Jornada 9,17/12/2022,17:00,CONCELLO DE CAMBADOS,CINANIA TENIS DE MESA,6,0,,
Jornada 9,17/12/2022,17:00,ARTEAL,CD DEZ PORTAS CAIXA RURAL GALEGA,2,4,,
Jornada 10,14/01/2023,17:00,ARTEAL,CTM MILAGROSA,4,2,,
Jornada 10,14/01/2023,17:00,OROSO TM MADEIRAS IRMÁNS CASTROS,TIJERITAS LA PELU DE SIXTO,4,3,,
Jornada 10,14/01/2023,17:00,GALMÉDICA OURENSE T.M,ZOOLANDIA CONXO TM,2,4,,
Jornada 10,14/01/2023,17:00,VILAGARCIA TENIS DE MESA,CLUB TENIS DE MESA BREOGAN - OLEIROS,5,1,,
Jornada 10,14/01/2023,17:00,CD DEZ PORTAS CAIXA RURAL GALEGA,CINANIA TENIS DE MESA,6,0,,
Jornada 10,15/01/2023,11:00,CLUB DEL MAR DE SAN AMARO,CONCELLO DE CAMBADOS,3,4,,
Jornada 11,21/01/2023,16:30,ZOOLANDIA CONXO TM,OROSO TM MADEIRAS IRMÁNS CASTROS,4,3,,
Jornada 11,21/01/2023,17:00,CINANIA TENIS DE MESA,CLUB DEL MAR DE SAN AMARO,0,6,,
Jornada 11,21/01/2023,17:00,CONCELLO DE CAMBADOS,VILAGARCIA TENIS DE MESA,2,4,,
Jornada 11,21/01/2023,17:00,CLUB TENIS DE MESA BREOGAN - OLEIROS,GALMÉDICA OURENSE T.M,5,1,,
Jornada 11,21/01/2023,17:00,TIJERITAS LA PELU DE SIXTO,ARTEAL,4,2,,
Jornada 11,21/01/2023,17:00,CTM MILAGROSA,CD DEZ PORTAS CAIXA RURAL GALEGA,2,4,,
Jornada 12,28/01/2023,16:30,ZOOLANDIA CONXO TM,ARTEAL,4,2,,
Jornada 12,28/01/2023,17:00,CD DEZ PORTAS CAIXA RURAL GALEGA,CLUB DEL MAR DE SAN AMARO,4,2,,
Jornada 12,28/01/2023,17:00,CINANIA TENIS DE MESA,VILAGARCIA TENIS DE MESA,1,5,,
Jornada 12,28/01/2023,17:00,CONCELLO DE CAMBADOS,GALMÉDICA OURENSE T.M,6,0,,
Jornada 12,28/01/2023,17:00,CLUB TENIS DE MESA BREOGAN - OLEIROS,OROSO TM MADEIRAS IRMÁNS CASTROS,5,1,,
Jornada 12,28/01/2023,17:00,TIJERITAS LA PELU DE SIXTO,CTM MILAGROSA,4,2,,
Jornada 13,04/02/2023,17:00,VILAGARCIA TENIS DE MESA,CLUB DEL MAR DE SAN AMARO,5,1,,
Jornada 13,04/02/2023,17:00,CTM MILAGROSA,ZOOLANDIA CONXO TM,0,6,,
Jornada 13,04/02/2023,17:00,ARTEAL,CLUB TENIS DE MESA BREOGAN - OLEIROS,5,1,,
Jornada 13,04/02/2023,17:00,OROSO TM MADEIRAS IRMÁNS CASTROS,CONCELLO DE CAMBADOS,3,4,,
Jornada 13,04/02/2023,17:00,GALMÉDICA OURENSE T.M,CINANIA TENIS DE MESA,5,1,,
Jornada 13,04/02/2023,17:00,TIJERITAS LA PELU DE SIXTO,CD DEZ PORTAS CAIXA RURAL GALEGA,3,4,,
Jornada 14,11/02/2023,16:30,ZOOLANDIA CONXO TM,TIJERITAS LA PELU DE SIXTO,5,1,,
Jornada 14,11/02/2023,17:00,CD DEZ PORTAS CAIXA RURAL GALEGA,VILAGARCIA TENIS DE MESA,2,4,,
Jornada 14,11/02/2023,17:00,CINANIA TENIS DE MESA,OROSO TM MADEIRAS IRMÁNS CASTROS,1,5,,
Jornada 14,11/02/2023,17:00,CONCELLO DE CAMBADOS,ARTEAL,4,3,,
Jornada 14,11/02/2023,17:00,CLUB TENIS DE MESA BREOGAN - OLEIROS,CTM MILAGROSA,5,1,,
Jornada 14,12/02/2023,11:00,CLUB DEL MAR DE SAN AMARO,GALMÉDICA OURENSE T.M,5,1,,
Jornada 15,18/02/2023,16:30,ZOOLANDIA CONXO TM,CD DEZ PORTAS CAIXA RURAL GALEGA,4,3,,
Jornada 15,18/02/2023,17:00,OROSO TM MADEIRAS IRMÁNS CASTROS,CLUB DEL MAR DE SAN AMARO,4,3,,
