jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,24/09/2022,17:00,MARMOLEJO INSTALACIONES ELECTRICAS LOMAR,CLUB TENIS DE MESA JAEN,4,2,,
Jornada 1,24/09/2022,17:00,CLUB MALAGA TENIS DE MESA,CARMONA TENIS DE MESA,4,2,,
Jornada 1,24/09/2022,17:00,CLUB TENIS DE MESA JEREZ,CLUB CORIA T.M.,3,4,,
Jornada 1,24/09/2022,17:30,RC LABRADORES,CLUB TENIS DE MESA MAZDA JEREZ,4,2,,
Jornada 1,24/09/2022,18:00,TECNIGEN LINARES,CORDOBA-81 FUNDACIÓN CABEZAS CARMONA,4,2,,
Jornada 1,25/09/2022,11:00,CIRCULO MERCANTIL E INDUSTRIAL,CONSERVAS LOLA,3,4,,
Jornada 2,15/10/2022,17:00,CLUB TENIS DE MESA MAZDA JEREZ,CLUB TENIS DE MESA JEREZ,6,0,,
Jornada 2,15/10/2022,17:00,CLUB TENIS DE MESA JAEN,CLUB MALAGA TENIS DE MESA,5,1,,
Jornada 2,15/10/2022,17:00,MARMOLEJO INSTALACIONES ELECTRICAS LOMAR,CORDOBA-81 FUNDACIÓN CABEZAS CARMONA,2,4,,
Jornada 2,15/10/2022,17:00,CONSERVAS LOLA,TECNIGEN LINARES,1,5,,
Jornada 2,16/10/2022,11:00,CIRCULO MERCANTIL E INDUSTRIAL,CLUB CORIA T.M.,5,1,,
Jornada 2,16/10/2022,11:30,CARMONA TENIS DE MESA,RC LABRADORES,0,6,,
Jornada 3,22/10/2022,17:00,CLUB TENIS DE MESA JEREZ,MARMOLEJO INSTALACIONES ELECTRICAS LOMAR,2,4,,
Jornada 3,22/10/2022,17:00,CORDOBA-81 FUNDACIÓN CABEZAS CARMONA,CLUB TENIS DE MESA JAEN,4,2,,
Jornada 3,22/10/2022,17:30,RC LABRADORES,TECNIGEN LINARES,1,5,,
Jornada 3,23/10/2022,10:00,CLUB CORIA T.M.,TECNIGEN LINARES,1,5,,
Jornada 3,23/10/2022,10:30,CLUB TENIS DE MESA MAZDA JEREZ,MARMOLEJO INSTALACIONES ELECTRICAS LOMAR,5,1,,
Jornada 3,23/10/2022,11:30,CARMONA TENIS DE MESA,CIRCULO MERCANTIL E INDUSTRIAL,6,0,,
Jornada 3,23/10/2022,11:30,CONSERVAS LOLA,CLUB MALAGA TENIS DE MESA,2,4,,
Jornada 4,29/10/2022,11:00,CLUB TENIS DE MESA JEREZ,CLUB TENIS DE MESA JAEN,1,5,,
Jornada 4,29/10/2022,11:00,CARMONA TENIS DE MESA,CONSERVAS LOLA,4,2,,
Jornada 4,29/10/2022,17:00,CLUB TENIS DE MESA MAZDA JEREZ,CLUB TENIS DE MESA JAEN,4,2,,
Jornada 4,29/10/2022,17:30,RC LABRADORES,CLUB MALAGA TENIS DE MESA,3,4,,
Jornada 4,29/10/2022,18:00,TECNIGEN LINARES,CIRCULO MERCANTIL E INDUSTRIAL,5,1,,
Jornada 4,30/10/2022,10:00,MARMOLEJO INSTALACIONES ELECTRICAS LOMAR,CIRCULO MERCANTIL E INDUSTRIAL,3,4,,
Jornada 4,30/10/2022,10:00,CLUB CORIA T.M.,CLUB MALAGA TENIS DE MESA,2,4,,
Jornada 5,04/11/2022,18:00,CLUB TENIS DE MESA JAEN,CLUB CORIA T.M.,5,1,,
Jornada 5,05/11/2022,11:00,CLUB TENIS DE MESA MAZDA JEREZ,TECNIGEN LINARES,4,3,,
Jornada 5,05/11/2022,17:00,CLUB TENIS DE MESA JEREZ,TECNIGEN LINARES,1,5,,
Jornada 5,05/11/2022,17:00,CORDOBA-81 FUNDACIÓN CABEZAS CARMONA,CARMONA TENIS DE MESA,5,1,,
Jornada 5,06/11/2022,11:00,CIRCULO MERCANTIL E INDUSTRIAL,RC LABRADORES,6,0,,
Jornada 5,06/11/2022,11:30,CONSERVAS LOLA,MARMOLEJO INSTALACIONES ELECTRICAS LOMAR,4,2,,
