jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,24/09/2022,16:00,ICELAND TT ELS 8 LA GARRIGA,TENNIS TAULA CASSÀ,2,4,,
Jornada 1,24/09/2022,17:00,C.T.T SALLENT.RESET,C.T.T. OLOT - EIO,2,4,,
Jornada 1,24/09/2022,17:00,CTT ELS AMICS TERRASSA,TENNIS TAULA TRAMUNTANA FIGUERES,3,4,,
Jornada 1,24/09/2022,17:30,SON CLADERA TTC,TERMOTUR CALELLA,2,4,,
Jornada 1,25/09/2022,11:00,CETT ESPARREGUERA,CLUB TENNIS TAULA TORELLÓ,2,4,,
Jornada 1,25/09/2022,11:00,CHARLOTTE'S GRILL BADALONA,CTT L'HOSPITALET GRUPO PREVING,3,4,,
Jornada 2,15/10/2022,16:30,TERMOTUR CALELLA,C.T.T. OLOT - EIO,4,3,,
Jornada 2,15/10/2022,17:30,SON CLADERA TTC,CHARLOTTE'S GRILL BADALONA,2,4,,
Jornada 2,15/10/2022,17:30,CLUB TENNIS TAULA TORELLÓ,C.T.T SALLENT.RESET,4,2,,
Jornada 2,16/10/2022,10:00,TENNIS TAULA CASSÀ,CTT ELS AMICS TERRASSA,3,4,,
Jornada 2,16/10/2022,11:00,TENNIS TAULA TRAMUNTANA FIGUERES,CETT ESPARREGUERA,2,4,,
Jornada 2,16/10/2022,11:00,CTT L'HOSPITALET GRUPO PREVING,ICELAND TT ELS 8 LA GARRIGA,4,2,,
Jornada 3,22/10/2022,17:00,C.T.T SALLENT.RESET,TENNIS TAULA TRAMUNTANA FIGUERES,4,2,,
Jornada 3,22/10/2022,17:00,CTT ELS AMICS TERRASSA,CTT L'HOSPITALET GRUPO PREVING,4,2,,
Jornada 3,22/10/2022,17:30,CHARLOTTE'S GRILL BADALONA,TERMOTUR CALELLA,0,6,,
Jornada 3,23/10/2022,11:00,C.T.T. OLOT - EIO,CLUB TENNIS TAULA TORELLÓ,6,0,,
Jornada 3,23/10/2022,11:00,CETT ESPARREGUERA,TENNIS TAULA CASSÀ,4,2,,
Jornada 3,06/11/2022,10:00,ICELAND TT ELS 8 LA GARRIGA,SON CLADERA TTC,2,4,,
Jornada 4,29/10/2022,16:30,TENNIS TAULA TRAMUNTANA FIGUERES,C.T.T. OLOT - EIO,1,5,,
Jornada 4,29/10/2022,16:30,TERMOTUR CALELLA,CLUB TENNIS TAULA TORELLÓ,4,3,,
Jornada 4,29/10/2022,17:30,CHARLOTTE'S GRILL BADALONA,ICELAND TT ELS 8 LA GARRIGA,4,2,,
Jornada 4,29/10/2022,17:30,SON CLADERA TTC,CTT ELS AMICS TERRASSA,3,4,,
Jornada 4,30/10/2022,10:00,TENNIS TAULA CASSÀ,C.T.T SALLENT.RESET,2,4,,
Jornada 4,30/10/2022,11:00,CTT L'HOSPITALET GRUPO PREVING,CETT ESPARREGUERA,4,3,,
Jornada 5,05/11/2022,11:00,CTT ELS AMICS TERRASSA,CHARLOTTE'S GRILL BADALONA,4,2,,
Jornada 5,05/11/2022,16:00,ICELAND TT ELS 8 LA GARRIGA,TERMOTUR CALELLA,1,5,,
Jornada 5,05/11/2022,16:30,C.T.T. OLOT - EIO,TENNIS TAULA CASSÀ,5,1,,
