jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,24/09/2022,16:00,CENTRO NATACION HELIOS,SCHOOL ZARAGOZA GLOBAL SPEDITION,2,4,,
Jornada 1,24/09/2022,17:00,CLUB TENNIS DE TAULA VILAFRANCA,GIRBAU VIC T.T,1,5,,
Jornada 1,24/09/2022,17:00,REUS GANXETS MIRÓ,CLUB NATACIÓ SABADELL,1,5,,
Jornada 1,24/09/2022,18:00,ONE VISION PARLA,FUENLABRADA TEAM TM,6,0,,
Jornada 2,15/10/2022,16:30,CLUB NATACIÓ SABADELL,CENTRO NATACION HELIOS,3,4,,
Jornada 2,15/10/2022,17:00,U.E. SANT CUGAT,CLUB TENNIS DE TAULA VILAFRANCA,1,5,,
Jornada 2,15/10/2022,17:00,REUS GANXETS MIRÓ,DARUMA LLUïSOS DE GRACIA,4,2,,
Jornada 2,15/10/2022,18:00,ONE VISION PARLA,ALUCHE T.M. - A,2,4,,
Jornada 2,16/10/2022,10:00,GIRBAU VIC T.T,CENTRO NATACION HELIOS,0,6,,
Jornada 2,16/10/2022,11:00,FUENLABRADA TEAM TM,BOADILLA  T.M. CEIP TERESA BERGANZA,2,4,,
Jornada 3,22/10/2022,10:00,REUS GANXETS MIRÓ,BOADILLA  T.M. CEIP TERESA BERGANZA,3,4,,
Jornada 3,22/10/2022,11:00,CLUB NATACIÓ SABADELL,FUENLABRADA TEAM TM,5,1,,
Jornada 3,22/10/2022,16:00,SCHOOL ZARAGOZA GLOBAL SPEDITION,ONE VISION PARLA,4,3,,
Jornada 3,22/10/2022,17:00,U.E. SANT CUGAT,FUENLABRADA TEAM TM,1,5,,
Jornada 3,22/10/2022,17:00,CLUB TENNIS DE TAULA VILAFRANCA,BOADILLA  T.M. CEIP TERESA BERGANZA,2,4,,
Jornada 3,23/10/2022,10:00,GIRBAU VIC T.T,FUENLABRADA TEAM TM,3,4,,
Jornada 3,23/10/2022,11:00,CENTRO NATACION HELIOS,ONE VISION PARLA,5,1,,
Jornada 3,23/10/2022,11:00,DARUMA LLUïSOS DE GRACIA,BOADILLA  T.M. CEIP TERESA BERGANZA,4,2,,
Jornada 4,29/10/2022,17:00,REUS GANXETS MIRÓ,U.E. SANT CUGAT,4,3,,
Jornada 4,29/10/2022,17:00,ALUCHE T.M. - A,GIRBAU VIC T.T,5,1,,
Jornada 4,29/10/2022,17:00,DARUMA LLUïSOS DE GRACIA,CLUB NATACIÓ SABADELL,1,5,,
Jornada 4,29/10/2022,18:00,ONE VISION PARLA,CLUB TENNIS DE TAULA VILAFRANCA,5,1,,
Jornada 4,30/10/2022,11:00,FUENLABRADA TEAM TM,CLUB TENNIS DE TAULA VILAFRANCA,4,2,,
Jornada 4,30/10/2022,11:30,BOADILLA  T.M. CEIP TERESA BERGANZA,GIRBAU VIC T.T,5,1,,
Jornada 5,05/11/2022,17:00,DARUMA LLUïSOS DE GRACIA,SCHOOL ZARAGOZA GLOBAL SPEDITION,4,2,,
Jornada 5,05/11/2022,17:00,CLUB TENNIS DE TAULA VILAFRANCA,REUS GANXETS MIRÓ,4,2,,
Jornada 5,05/11/2022,17:00,GIRBAU VIC T.T,CLUB NATACIÓ SABADELL,4,2,,
Jornada 5,06/11/2022,11:00,U.E. SANT CUGAT,SCHOOL ZARAGOZA GLOBAL SPEDITION,2,4,,
Jornada 5,06/11/2022,13:00,ALUCHE T.M. - A,BOADILLA  T.M. CEIP TERESA BERGANZA,4,2,,
Jornada 6,19/11/2022,11:00,U.E. SANT CUGAT,ONE VISION PARLA,1,5,,
Jornada 6,19/11/2022,11:00,CLUB TENNIS DE TAULA VILAFRANCA,ALUCHE T.M. - A,1,5,,
Jornada 6,19/11/2022,16:00,CENTRO NATACION HELIOS,FUENLABRADA TEAM TM,4,3,,
Jornada 6,19/11/2022,17:00,GIRBAU VIC T.T,ONE VISION PARLA,4,2,,
Jornada 6,19/11/2022,17:00,REUS GANXETS MIRÓ,ALUCHE T.M. - A,2,4,,
Jornada 6,20/11/2022,11:00,CLUB NATACIÓ SABADELL,ONE VISION PARLA,6,0,,
Jornada 6,20/11/2022,11:00,SCHOOL ZARAGOZA GLOBAL SPEDITION,FUENLABRADA TEAM TM,3,4,,
Jornada 6,20/11/2022,11:00,DARUMA LLUïSOS DE GRACIA,ALUCHE T.M. - A,0,6,,
Jornada 7,26/11/2022,16:30,CLUB NATACIÓ SABADELL,U.E. SANT CUGAT,6,0,,
Jornada 7,26/11/2022,18:00,ONE VISION PARLA,BOADILLA  T.M. CEIP TERESA BERGANZA,4,2,,
Jornada 7,27/11/2022,11:00,FUENLABRADA TEAM TM,ALUCHE T.M. - A,1,5,,
