jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,24/09/2022,16:00,ETM TORRELAVEGA HOTEL MARQUES.S,UNIVERSIDAD DE BURGOS - RM TERÁN,2,4,,
Jornada 1,24/09/2022,17:00,CIDADE DE NARON,CLUB DEL MAR DE SAN AMARO,6,0,,
Jornada 1,25/09/2022,10:00,ILLAS CÍES TM,CINANIA TM,4,2,,
Jornada 1,25/09/2022,10:00,CORVERASTUR TM,CLUB DEPORTIVO COYANZA,3,4,,
Jornada 1,02/10/2022,11:00,VISIT PONTEVEDRA,PONTEVEDRA T.M.HOSTEL CHARINO,2,4,,
Jornada 2,15/10/2022,17:00,CINANIA TM,PONTEVEDRA T.M.HOSTEL CHARINO,2,4,,
Jornada 2,16/10/2022,10:00,ILLAS CÍES TM,CLUB DEL MAR DE SAN AMARO,5,1,,
Jornada 2,16/10/2022,10:00,CORVERASTUR TM,UNIVERSIDAD DE BURGOS - RM TERÁN,1,5,,
Jornada 3,22/10/2022,10:00,VISIT PONTEVEDRA,ETM TORRELAVEGA HOTEL MARQUES.S,2,4,,
Jornada 3,22/10/2022,16:30,UNIVERSIDAD DE BURGOS - RM TERÁN,CIDADE DE NARON,5,1,,
Jornada 3,22/10/2022,17:00,CINANIA TM,ETM TORRELAVEGA HOTEL MARQUES.S,0,6,,
Jornada 3,23/10/2022,10:00,ILLAS CÍES TM,ETM TORRELAVEGA HOTEL MARQUES.S,2,4,,
Jornada 3,23/10/2022,11:00,CLUB DEPORTIVO COYANZA,CIDADE DE NARON,0,6,,
Jornada 4,29/10/2022,17:00,CIDADE DE NARON,CORVERASTUR TM,6,0,,
Jornada 4,29/10/2022,17:00,CLUB DEPORTIVO COYANZA,UNIVERSIDAD DE BURGOS - RM TERÁN,4,2,,
Jornada 4,30/10/2022,11:00,CLUB DEL MAR DE SAN AMARO,CORVERASTUR TM,2,4,,
Jornada 5,05/11/2022,16:00,ETM TORRELAVEGA HOTEL MARQUES.S,CORVERASTUR TM,6,0,,
Jornada 5,05/11/2022,17:00,CLUB DEPORTIVO COYANZA,CLUB DEL MAR DE SAN AMARO,1,5,,
Jornada 5,05/11/2022,17:00,CIDADE DE NARON,VISIT PONTEVEDRA,6,0,,
Jornada 5,06/11/2022,10:00,PONTEVEDRA T.M.HOSTEL CHARINO,ILLAS CÍES TM,3,4,,
Jornada 5,06/11/2022,17:00,UNIVERSIDAD DE BURGOS - RM TERÁN,CLUB DEL MAR DE SAN AMARO,5,1,,
Jornada 6,19/11/2022,17:00,CIDADE DE NARON,ILLAS CÍES TM,5,1,,
Jornada 6,20/11/2022,11:00,CLUB DEL MAR DE SAN AMARO,CINANIA TM,5,1,,
Jornada 7,19/11/2022,17:00,CLUB DEPORTIVO COYANZA,PONTEVEDRA T.M.HOSTEL CHARINO,0,6,,
Jornada 7,20/11/2022,11:00,UNIVERSIDAD DE BURGOS - RM TERÁN,PONTEVEDRA T.M.HOSTEL CHARINO,5,1,,
Jornada 7,26/11/2022,17:00,CINANIA TM,CIDADE DE NARON,1,5,,
Jornada 7,27/11/2022,10:00,VISIT PONTEVEDRA,CLUB DEL MAR DE SAN AMARO,6,0,,
Jornada 8,03/12/2022,16:00,ETM TORRELAVEGA HOTEL MARQUES.S,CLUB DEPORTIVO COYANZA,6,0,,
Jornada 8,03/12/2022,17:00,CINANIA TM,CORVERASTUR TM,3,4,,
Jornada 8,04/12/2022,10:00,VISIT PONTEVEDRA,CORVERASTUR TM,6,0,,
Jornada 8,04/12/2022,11:00,CLUB DEL MAR DE SAN AMARO,PONTEVEDRA T.M.HOSTEL CHARINO,1,5,,
