jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,24/09/2022,17:00,CAMBADOS TENIS DE MESA,CLUB DEL MAR,4,2,,
Jornada 1,24/09/2022,17:00,MADRID CAPITAL TM,CAJA RURAL - GALAXIA PHONE,0,6,,
Jornada 1,24/09/2022,17:30,VAL MIÑOR TM / ROSQUILLAS CRISTALEIRO,CTM MILAGROSA,4,2,,
Jornada 1,25/09/2022,10:00,IRUN LEKA ENEA,ELMA GASTEIZ,5,1,,
Jornada 1,25/09/2022,12:00,VILAGARCIA  TENIS DE MESA,MONTE PORREIRO PUB PATRIMONIO,3,4,,
Jornada 2,15/10/2022,16:00,UNIVERSIDAD DE BURGOS - TPF,IRUN LEKA ENEA,4,2,,
Jornada 2,15/10/2022,17:00,CTM MILAGROSA,VILAGARCIA  TENIS DE MESA,5,1,,
Jornada 2,15/10/2022,17:30,VAL MIÑOR TM / ROSQUILLAS CRISTALEIRO,CLUB DEL MAR,4,3,,
Jornada 2,16/10/2022,10:00,ETM HOTEL MARQUES DE SANTILLANA,ELMA GASTEIZ,6,0,,
Jornada 3,22/10/2022,16:00,ETM HOTEL MARQUES DE SANTILLANA,IRUN LEKA ENEA,4,2,,
Jornada 3,22/10/2022,16:00,MONTE PORREIRO PUB PATRIMONIO,CLUB DEL MAR,2,4,,
Jornada 3,22/10/2022,17:00,CTM MILAGROSA,CAMBADOS TENIS DE MESA,4,2,,
Jornada 3,22/10/2022,17:00,MADRID CAPITAL TM,VAL MIÑOR TM / ROSQUILLAS CRISTALEIRO,1,5,,
Jornada 3,22/10/2022,18:00,UNIVERSIDAD DE BURGOS - TPF,VILAGARCIA  TENIS DE MESA,4,3,,
Jornada 3,23/10/2022,11:00,CAJA RURAL - GALAXIA PHONE,VILAGARCIA  TENIS DE MESA,4,3,,
Jornada 4,29/10/2022,10:00,ETM HOTEL MARQUES DE SANTILLANA,VAL MIÑOR TM / ROSQUILLAS CRISTALEIRO,6,0,,
Jornada 4,29/10/2022,17:00,CLUB DEL MAR,CTM MILAGROSA,4,3,,
Jornada 4,29/10/2022,17:00,CAMBADOS TENIS DE MESA,VILAGARCIA  TENIS DE MESA,2,4,,
Jornada 4,29/10/2022,17:00,MADRID CAPITAL TM,UNIVERSIDAD DE BURGOS - TPF,6,0,,
Jornada 4,29/10/2022,17:00,ELMA GASTEIZ,VAL MIÑOR TM / ROSQUILLAS CRISTALEIRO,2,4,,
Jornada 4,30/10/2022,10:00,IRUN LEKA ENEA,VAL MIÑOR TM / ROSQUILLAS CRISTALEIRO,6,0,,
Jornada 5,05/11/2022,10:30,CAMBADOS TENIS DE MESA,CAJA RURAL - GALAXIA PHONE,5,1,,
Jornada 5,05/11/2022,11:00,CLUB DEL MAR,MADRID CAPITAL TM,5,1,,
Jornada 5,05/11/2022,17:00,CTM MILAGROSA,MADRID CAPITAL TM,3,4,,
Jornada 5,05/11/2022,17:30,VAL MIÑOR TM / ROSQUILLAS CRISTALEIRO,CAJA RURAL - GALAXIA PHONE,1,5,,
Jornada 5,05/11/2022,18:00,UNIVERSIDAD DE BURGOS - TPF,ELMA GASTEIZ,6,0,,
Jornada 5,06/11/2022,10:00,MONTE PORREIRO PUB PATRIMONIO,CAJA RURAL - GALAXIA PHONE,2,4,,
Jornada 5,06/11/2022,12:00,VILAGARCIA  TENIS DE MESA,MADRID CAPITAL TM,4,3,,
Jornada 6,19/11/2022,10:00,IRUN LEKA ENEA,CAMBADOS TENIS DE MESA,5,1,,
Jornada 6,19/11/2022,16:00,UNIVERSIDAD DE BURGOS - TPF,CTM MILAGROSA,2,4,,
Jornada 6,19/11/2022,17:00,ELMA GASTEIZ,CAMBADOS TENIS DE MESA,3,4,,
Jornada 6,19/11/2022,17:00,MADRID CAPITAL TM,MONTE PORREIRO PUB PATRIMONIO,4,2,,
Jornada 6,19/11/2022,17:30,VAL MIÑOR TM / ROSQUILLAS CRISTALEIRO,VILAGARCIA  TENIS DE MESA,2,4,,
Jornada 6,20/11/2022,10:00,ETM HOTEL MARQUES DE SANTILLANA,CAMBADOS TENIS DE MESA,6,0,,
Jornada 6,20/11/2022,11:00,CAJA RURAL - GALAXIA PHONE,CTM MILAGROSA,4,3,,
Jornada 7,26/11/2022,10:30,CTM MILAGROSA,IRUN LEKA ENEA,4,2,,
Jornada 7,26/11/2022,11:00,VAL MIÑOR TM / ROSQUILLAS CRISTALEIRO,UNIVERSIDAD DE BURGOS - TPF,2,4,,
Jornada 7,26/11/2022,17:00,CLUB DEL MAR,IRUN LEKA ENEA,2,4,,
Jornada 7,26/11/2022,17:00,MADRID CAPITAL TM,ETM HOTEL MARQUES DE SANTILLANA,1,5,,
Jornada 7,26/11/2022,17:00,CAMBADOS TENIS DE MESA,UNIVERSIDAD DE BURGOS - TPF,1,5,,
Jornada 7,27/11/2022,10:00,MONTE PORREIRO PUB PATRIMONIO,UNIVERSIDAD DE BURGOS - TPF,3,4,,
Jornada 7,27/11/2022,11:00,CAJA RURAL - GALAXIA PHONE,ETM HOTEL MARQUES DE SANTILLANA,1,5,,
Jornada 7,27/11/2022,12:00,VILAGARCIA  TENIS DE MESA,IRUN LEKA ENEA,4,3,,
Jornada 8,03/12/2022,10:00,ETM HOTEL MARQUES DE SANTILLANA,MONTE PORREIRO PUB PATRIMONIO,5,1,,
Jornada 8,03/12/2022,17:00,ELMA GASTEIZ,MONTE PORREIRO PUB PATRIMONIO,2,4,,
Jornada 8,03/12/2022,17:30,VAL MIÑOR TM / ROSQUILLAS CRISTALEIRO,CAMBADOS TENIS DE MESA,4,2,,
Jornada 8,03/12/2022,18:00,UNIVERSIDAD DE BURGOS - TPF,CLUB DEL MAR,5,1,,
Jornada 8,04/12/2022,10:00,IRUN LEKA ENEA,MONTE PORREIRO PUB PATRIMONIO,5,1,,
Jornada 8,04/12/2022,11:00,CAJA RURAL - GALAXIA PHONE,CLUB DEL MAR,5,1,,
Jornada 9,17/12/2022,11:00,CLUB DEL MAR,ELMA GASTEIZ,5,1,,
Jornada 9,17/12/2022,17:00,CTM MILAGROSA,ELMA GASTEIZ,4,2,,
Jornada 9,17/12/2022,17:00,MADRID CAPITAL TM,CAMBADOS TENIS DE MESA,4,3,,
Jornada 9,18/12/2022,10:00,MONTE PORREIRO PUB PATRIMONIO,VAL MIÑOR TM / ROSQUILLAS CRISTALEIRO,3,4,,
Jornada 9,18/12/2022,11:00,CAJA RURAL - GALAXIA PHONE,UNIVERSIDAD DE BURGOS - TPF,4,2,,
Jornada 9,18/12/2022,12:00,VILAGARCIA  TENIS DE MESA,ELMA GASTEIZ,4,2,,
Jornada 10,14/01/2023,17:00,ELMA GASTEIZ,CAJA RURAL - GALAXIA PHONE,4,2,,
Jornada 10,14/01/2023,18:00,UNIVERSIDAD DE BURGOS - TPF,ETM HOTEL MARQUES DE SANTILLANA,3,4,,
Jornada 10,15/01/2023,10:00,MONTE PORREIRO PUB PATRIMONIO,CTM MILAGROSA,4,2,,
Jornada 10,15/01/2023,10:00,IRUN LEKA ENEA,CAJA RURAL - GALAXIA PHONE,3,4,,
Jornada 10,15/01/2023,12:00,VILAGARCIA  TENIS DE MESA,CLUB DEL MAR,4,3,,
Jornada 11,21/01/2023,11:00,CTM MILAGROSA,ETM HOTEL MARQUES DE SANTILLANA,2,4,,
Jornada 11,21/01/2023,17:00,CLUB DEL MAR,ETM HOTEL MARQUES DE SANTILLANA,4,2,,
Jornada 11,21/01/2023,17:00,CAMBADOS TENIS DE MESA,MONTE PORREIRO PUB PATRIMONIO,3,4,,
Jornada 11,21/01/2023,17:00,ELMA GASTEIZ,MADRID CAPITAL TM,2,4,,
Jornada 11,22/01/2023,10:00,IRUN LEKA ENEA,MADRID CAPITAL TM,5,1,,
Jornada 11,22/01/2023,12:00,VILAGARCIA  TENIS DE MESA,ETM HOTEL MARQUES DE SANTILLANA,4,2,,
Jornada 12,28/01/2023,10:00,IRUN LEKA ENEA,CTM MILAGROSA,4,3,,
Jornada 12,28/01/2023,16:00,UNIVERSIDAD DE BURGOS - TPF,VAL MIÑOR TM / ROSQUILLAS CRISTALEIRO,4,2,,
Jornada 12,28/01/2023,17:00,ELMA GASTEIZ,CTM MILAGROSA,2,4,,
Jornada 12,28/01/2023,17:00,CLUB DEL MAR,MONTE PORREIRO PUB PATRIMONIO,5,1,,
Jornada 12,29/01/2023,10:00,ETM HOTEL MARQUES DE SANTILLANA,CTM MILAGROSA,4,2,,
Jornada 12,29/01/2023,11:00,CAJA RURAL - GALAXIA PHONE,VAL MIÑOR TM / ROSQUILLAS CRISTALEIRO,4,2,,
Jornada 12,29/01/2023,12:00,VILAGARCIA  TENIS DE MESA,CAMBADOS TENIS DE MESA,4,2,,
Jornada 13,04/02/2023,10:30,CAMBADOS TENIS DE MESA,ELMA GASTEIZ,5,1,,
Jornada 13,04/02/2023,11:00,CLUB DEL MAR,CAJA RURAL - GALAXIA PHONE,4,2,,
Jornada 13,04/02/2023,17:00,CTM MILAGROSA,CAJA RURAL - GALAXIA PHONE,2,4,,
Jornada 13,04/02/2023,17:30,VAL MIÑOR TM / ROSQUILLAS CRISTALEIRO,ELMA GASTEIZ,4,3,,
Jornada 13,05/02/2023,10:00,MONTE PORREIRO PUB PATRIMONIO,ELMA GASTEIZ,4,2,,
Jornada 13,05/02/2023,10:00,ETM HOTEL MARQUES DE SANTILLANA,MADRID CAPITAL TM,6,0,,
Jornada 13,05/02/2023,12:00,VILAGARCIA  TENIS DE MESA,CAJA RURAL - GALAXIA PHONE,6,0,,
Jornada 14,11/02/2023,17:00,MADRID CAPITAL TM,CTM MILAGROSA,3,4,,
Jornada 14,11/02/2023,17:00,ELMA GASTEIZ,UNIVERSIDAD DE BURGOS - TPF,1,5,,
Jornada 14,11/02/2023,17:00,CLUB DEL MAR,VAL MIÑOR TM / ROSQUILLAS CRISTALEIRO,2,4,,
Jornada 14,12/02/2023,10:00,MONTE PORREIRO PUB PATRIMONIO,VILAGARCIA  TENIS DE MESA,2,4,,
Jornada 15,18/02/2023,10:00,IRUN LEKA ENEA,CLUB DEL MAR,5,1,,
Jornada 15,18/02/2023,17:00,ELMA GASTEIZ,CLUB DEL MAR,2,4,,
Jornada 15,18/02/2023,17:00,CAMBADOS TENIS DE MESA,CTM MILAGROSA,4,3,,
Jornada 15,18/02/2023,17:00,MADRID CAPITAL TM,VILAGARCIA  TENIS DE MESA,1,5,,
Jornada 15,18/02/2023,18:00,UNIVERSIDAD DE BURGOS - TPF,MONTE PORREIRO PUB PATRIMONIO,4,2,,
Jornada 15,19/02/2023,10:00,ETM HOTEL MARQUES DE SANTILLANA,CLUB DEL MAR,4,3,,
Jornada 15,19/02/2023,11:00,CAJA RURAL - GALAXIA PHONE,MONTE PORREIRO PUB PATRIMONIO,4,3,,
Jornada 16,25/02/2023,11:00,CTM MILAGROSA,UNIVERSIDAD DE BURGOS - TPF,5,1,,
Jornada 16,25/02/2023,17:00,CLUB DEL MAR,UNIVERSIDAD DE BURGOS - TPF,5,1,,
Jornada 16,25/02/2023,17:00,CAMBADOS TENIS DE MESA,VAL MIÑOR TM / ROSQUILLAS CRISTALEIRO,4,3,,
Jornada 16,26/02/2023,10:00,ETM HOTEL MARQUES DE SANTILLANA,CAJA RURAL - GALAXIA PHONE,4,2,,
Jornada 16,26/02/2023,12:00,VILAGARCIA  TENIS DE MESA,UNIVERSIDAD DE BURGOS - TPF,5,1,,
Jornada 17,04/03/2023,11:00,VAL MIÑOR TM / ROSQUILLAS CRISTALEIRO,ETM HOTEL MARQUES DE SANTILLANA,4,2,,
