jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,24/09/2022,17:00,REUS GANXETS MIRÓ,AUTOESCOLA TATCHEPOL RIPOLLET,4,3,,
Jornada 1,25/09/2022,10:30,CLUB TENIS DE MESA SAN S. DE LOS REYES,AD COLLADO MEDIANO,2,4,,
Jornada 1,25/09/2022,11:00,COVICSA-CTT SANTA EULARIA,SON CLADERA TTC,5,1,,
Jornada 2,15/10/2022,17:00,C.T.T. MEDITERRANEO-VALENCIA,GIRBAU VIC T.T.,3,4,,
Jornada 2,16/10/2022,11:00,ATLÉTICO SAN SEBASTIAN,AD COLLADO MEDIANO,3,4,,
Jornada 2,16/10/2022,11:00,COVICSA-CTT SANTA EULARIA,CLUB TENIS DE MESA SAN S. DE LOS REYES,2,4,,
Jornada 2,16/10/2022,11:30,SON CLADERA TTC,C.D.T.M. RIVAS,2,4,,
Jornada 3,22/10/2022,10:30,AD COLLADO MEDIANO,AUTOESCOLA TATCHEPOL RIPOLLET,4,2,,
Jornada 3,22/10/2022,17:00,REUS GANXETS MIRÓ,SON CLADERA TTC,4,2,,
Jornada 3,22/10/2022,17:30,C.D.T.M. RIVAS,AUTOESCOLA TATCHEPOL RIPOLLET,4,2,,
Jornada 3,23/10/2022,10:30,CLUB TENIS DE MESA SAN S. DE LOS REYES,AUTOESCOLA TATCHEPOL RIPOLLET,2,4,,
Jornada 4,29/10/2022,17:00,C.T.T. MEDITERRANEO-VALENCIA,AUTOESCOLA TATCHEPOL RIPOLLET,4,2,,
Jornada 4,29/10/2022,17:00,GIRBAU VIC T.T.,REUS GANXETS MIRÓ,6,0,,
Jornada 4,30/10/2022,11:00,COVICSA-CTT SANTA EULARIA,C.D.T.M. RIVAS,2,4,,
Jornada 4,30/10/2022,11:00,ATLÉTICO SAN SEBASTIAN,CLUB TENIS DE MESA SAN S. DE LOS REYES,5,1,,
Jornada 5,05/11/2022,10:00,REUS GANXETS MIRÓ,COVICSA-CTT SANTA EULARIA,2,4,,
Jornada 5,05/11/2022,16:00,C.D.T.M. RIVAS,CLUB TENIS DE MESA SAN S. DE LOS REYES,4,2,,
Jornada 5,05/11/2022,17:00,AUTOESCOLA TATCHEPOL RIPOLLET,COVICSA-CTT SANTA EULARIA,1,5,,
Jornada 5,05/11/2022,17:30,SON CLADERA TTC,AD COLLADO MEDIANO,5,1,,
Jornada 5,06/11/2022,10:30,GIRBAU VIC T.T.,COVICSA-CTT SANTA EULARIA,3,4,,
Jornada 6,19/11/2022,10:00,C.D.T.M. RIVAS,GIRBAU VIC T.T.,3,4,,
Jornada 6,19/11/2022,17:30,SON CLADERA TTC,C.T.T. MEDITERRANEO-VALENCIA,4,3,,
Jornada 6,19/11/2022,18:00,AD COLLADO MEDIANO,GIRBAU VIC T.T.,2,4,,
Jornada 6,20/11/2022,10:30,CLUB TENIS DE MESA SAN S. DE LOS REYES,GIRBAU VIC T.T.,3,4,,
Jornada 6,20/11/2022,11:00,COVICSA-CTT SANTA EULARIA,C.T.T. MEDITERRANEO-VALENCIA,4,3,,
Jornada 7,26/11/2022,10:00,C.D.T.M. RIVAS,C.T.T. MEDITERRANEO-VALENCIA,4,3,,
Jornada 7,26/11/2022,17:00,GIRBAU VIC T.T.,ATLÉTICO SAN SEBASTIAN,4,2,,
Jornada 7,26/11/2022,18:00,AD COLLADO MEDIANO,C.T.T. MEDITERRANEO-VALENCIA,4,3,,
Jornada 7,27/11/2022,10:30,CLUB TENIS DE MESA SAN S. DE LOS REYES,C.T.T. MEDITERRANEO-VALENCIA,3,4,,
Jornada 7,27/11/2022,11:00,AUTOESCOLA TATCHEPOL RIPOLLET,ATLÉTICO SAN SEBASTIAN,3,4,,
Jornada 8,03/12/2022,17:00,C.T.T. MEDITERRANEO-VALENCIA,REUS GANXETS MIRÓ,4,2,,
Jornada 8,04/12/2022,11:00,ATLÉTICO SAN SEBASTIAN,C.D.T.M. RIVAS,3,4,,
Jornada 9,17/12/2022,10:30,AD COLLADO MEDIANO,REUS GANXETS MIRÓ,4,2,,
Jornada 9,17/12/2022,16:00,C.D.T.M. RIVAS,REUS GANXETS MIRÓ,4,2,,
Jornada 9,17/12/2022,17:00,AUTOESCOLA TATCHEPOL RIPOLLET,SON CLADERA TTC,3,4,,
Jornada 9,18/12/2022,10:30,CLUB TENIS DE MESA SAN S. DE LOS REYES,REUS GANXETS MIRÓ,2,4,,
Jornada 9,18/12/2022,10:30,GIRBAU VIC T.T.,SON CLADERA TTC,2,4,,
Jornada 9,18/12/2022,11:00,ATLÉTICO SAN SEBASTIAN,COVICSA-CTT SANTA EULARIA,5,1,,
Jornada 10,15/01/2023,11:00,ATLÉTICO SAN SEBASTIAN,SON CLADERA TTC,4,2,,
Jornada 10,15/01/2023,11:00,COVICSA-CTT SANTA EULARIA,AD COLLADO MEDIANO,4,2,,
Jornada 11,21/01/2023,16:00,REUS GANXETS MIRÓ,ATLÉTICO SAN SEBASTIAN,4,2,,
Jornada 11,21/01/2023,17:00,AUTOESCOLA TATCHEPOL RIPOLLET,GIRBAU VIC T.T.,2,4,,
Jornada 11,21/01/2023,17:30,SON CLADERA TTC,CLUB TENIS DE MESA SAN S. DE LOS REYES,6,0,,
Jornada 11,21/01/2023,18:00,AD COLLADO MEDIANO,C.D.T.M. RIVAS,3,4,,
Jornada 11,22/01/2023,11:00,C.T.T. MEDITERRANEO-VALENCIA,ATLÉTICO SAN SEBASTIAN,2,4,,
Jornada 12,28/01/2023,10:00,C.D.T.M. RIVAS,COVICSA-CTT SANTA EULARIA,5,1,,
Jornada 12,28/01/2023,18:00,AD COLLADO MEDIANO,COVICSA-CTT SANTA EULARIA,5,1,,
Jornada 12,29/01/2023,10:30,CLUB TENIS DE MESA SAN S. DE LOS REYES,COVICSA-CTT SANTA EULARIA,4,2,,
Jornada 12,29/01/2023,11:00,ATLÉTICO SAN SEBASTIAN,AUTOESCOLA TATCHEPOL RIPOLLET,5,1,,
Jornada 13,04/02/2023,17:00,AUTOESCOLA TATCHEPOL RIPOLLET,REUS GANXETS MIRÓ,5,1,,
Jornada 13,04/02/2023,17:30,SON CLADERA TTC,GIRBAU VIC T.T.,1,5,,
Jornada 13,04/02/2023,18:00,AD COLLADO MEDIANO,CLUB TENIS DE MESA SAN S. DE LOS REYES,4,2,,
Jornada 13,05/02/2023,11:00,COVICSA-CTT SANTA EULARIA,GIRBAU VIC T.T.,1,5,,
Jornada 14,11/02/2023,10:00,REUS GANXETS MIRÓ,C.T.T. MEDITERRANEO-VALENCIA,3,4,,
Jornada 14,11/02/2023,10:30,AD COLLADO MEDIANO,ATLÉTICO SAN SEBASTIAN,2,4,,
Jornada 14,11/02/2023,17:00,C.D.T.M. RIVAS,ATLÉTICO SAN SEBASTIAN,2,4,,
Jornada 14,11/02/2023,17:00,GIRBAU VIC T.T.,C.T.T. MEDITERRANEO-VALENCIA,5,1,,
Jornada 14,12/02/2023,10:30,CLUB TENIS DE MESA SAN S. DE LOS REYES,ATLÉTICO SAN SEBASTIAN,4,3,,
Jornada 14,12/02/2023,11:00,AUTOESCOLA TATCHEPOL RIPOLLET,C.T.T. MEDITERRANEO-VALENCIA,4,3,,
Jornada 15,18/02/2023,17:00,C.T.T. MEDITERRANEO-VALENCIA,CLUB TENIS DE MESA SAN S. DE LOS REYES,4,2,,
Jornada 15,18/02/2023,17:30,SON CLADERA TTC,REUS GANXETS MIRÓ,5,1,,
Jornada 15,19/02/2023,11:00,COVICSA-CTT SANTA EULARIA,AUTOESCOLA TATCHEPOL RIPOLLET,4,2,,
Jornada 15,19/02/2023,11:00,ATLÉTICO SAN SEBASTIAN,GIRBAU VIC T.T.,1,5,,
Jornada 16,25/02/2023,11:00,AUTOESCOLA TATCHEPOL RIPOLLET,AD COLLADO MEDIANO,1,5,,
Jornada 16,25/02/2023,16:00,C.D.T.M. RIVAS,SON CLADERA TTC,4,3,,
Jornada 16,25/02/2023,17:00,GIRBAU VIC T.T.,AD COLLADO MEDIANO,0,6,,
Jornada 16,26/02/2023,10:00,C.T.T. MEDITERRANEO-VALENCIA,COVICSA-CTT SANTA EULARIA,2,4,,
Jornada 16,26/02/2023,10:00,REUS GANXETS MIRÓ,AD COLLADO MEDIANO,2,4,,
Jornada 17,04/03/2023,16:00,SON CLADERA TTC,ATLÉTICO SAN SEBASTIAN,4,2,,
Jornada 17,04/03/2023,17:00,C.T.T. MEDITERRANEO-VALENCIA,C.D.T.M. RIVAS,2,4,,
Jornada 17,05/03/2023,11:00,COVICSA-CTT SANTA EULARIA,REUS GANXETS MIRÓ,3,4,,
Jornada 18,11/03/2023,18:00,AD COLLADO MEDIANO,SON CLADERA TTC,4,2,,
Jornada 18,12/03/2023,10:30,CLUB TENIS DE MESA SAN S. DE LOS REYES,SON CLADERA TTC,4,3,,
Jornada 18,12/03/2023,11:00,COVICSA-CTT SANTA EULARIA,ATLÉTICO SAN SEBASTIAN,2,4,,
Jornada 19,01/04/2023,10:30,GIRBAU VIC T.T.,C.D.T.M. RIVAS,4,2,,
Jornada 19,01/04/2023,17:00,AUTOESCOLA TATCHEPOL RIPOLLET,C.D.T.M. RIVAS,0,6,,
Jornada 19,01/04/2023,17:30,SON CLADERA TTC,COVICSA-CTT SANTA EULARIA,2,4,,
