jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,24/09/2022,16:00,CLUB TENIS DE MESA PATERNA,CLUB TENNIS TAULA SANTISIMO SALVADOR,4,2,,
Jornada 1,24/09/2022,17:00,TENNIS DE TAULA BURJASSOT VALENCIA,A.D. VALENCIA TENIS DE MESA,4,3,,
Jornada 1,24/09/2022,17:00,CLUB TENIS DE MESA ALCOY,CTM ILICITANO,4,3,,
Jornada 1,24/09/2022,17:00,C.D. POBLA DE FARNALS-AGUA PURA,CLUB TENNIS TAULA ALGEMESI,4,2,,
Jornada 1,24/09/2022,17:00,CTT ALZIRA CAMARENA,JOVIRA TT XATIVA,6,0,,
Jornada 2,15/10/2022,16:00,CLUB TENIS DE MESA PATERNA,CTT ALZIRA CAMARENA,2,4,,
Jornada 2,15/10/2022,17:00,CLUB TENIS DE MESA ALCOY,C.D. POBLA DE FARNALS-AGUA PURA,0,6,,
Jornada 2,15/10/2022,17:00,TENNIS DE TAULA BURJASSOT VALENCIA,CLUB TENNIS TAULA ALGEMESI,2,4,,
Jornada 2,15/10/2022,17:00,CASTELLÓ APE CERÁMICA,JOVIRA TT XATIVA,2,4,,
Jornada 2,15/10/2022,18:00,CLUB TENNIS TAULA SANTISIMO SALVADOR,CTM ILICITANO,3,4,,
Jornada 3,22/10/2022,17:00,CTT ALZIRA CAMARENA,C.D. POBLA DE FARNALS-AGUA PURA,2,4,,
Jornada 3,22/10/2022,17:00,CLUB TENNIS TAULA ALGEMESI,CASTELLÓ APE CERÁMICA,4,2,,
Jornada 3,22/10/2022,17:00,CTM ILICITANO,CLUB TENIS DE MESA PATERNA,2,4,,
Jornada 3,22/10/2022,18:00,CLUB TENNIS TAULA SANTISIMO SALVADOR,TENNIS DE TAULA BURJASSOT VALENCIA,3,4,,
Jornada 3,23/10/2022,10:00,JOVIRA TT XATIVA,A.D. VALENCIA TENIS DE MESA,4,2,,
Jornada 4,29/10/2022,16:00,CLUB TENIS DE MESA PATERNA,CLUB TENNIS TAULA ALGEMESI,0,6,,
Jornada 4,29/10/2022,17:00,C.D. POBLA DE FARNALS-AGUA PURA,CASTELLÓ APE CERÁMICA,5,1,,
Jornada 4,29/10/2022,17:00,CTT ALZIRA CAMARENA,CLUB TENIS DE MESA ALCOY,5,1,,
Jornada 4,29/10/2022,17:00,CTM ILICITANO,A.D. VALENCIA TENIS DE MESA,5,1,,
Jornada 4,29/10/2022,18:00,CLUB TENNIS TAULA SANTISIMO SALVADOR,JOVIRA TT XATIVA,4,2,,
Jornada 5,05/11/2022,16:00,A.D. VALENCIA TENIS DE MESA,CLUB TENNIS TAULA SANTISIMO SALVADOR,4,2,,
Jornada 5,05/11/2022,17:00,CASTELLÓ APE CERÁMICA,CTT ALZIRA CAMARENA,4,2,,
Jornada 5,05/11/2022,17:00,CLUB TENNIS TAULA ALGEMESI,CLUB TENIS DE MESA ALCOY,4,2,,
Jornada 5,05/11/2022,17:00,CTM ILICITANO,TENNIS DE TAULA BURJASSOT VALENCIA,4,3,,
Jornada 5,06/11/2022,10:00,JOVIRA TT XATIVA,C.D. POBLA DE FARNALS-AGUA PURA,3,4,,
Jornada 6,19/11/2022,17:00,CASTELLÓ APE CERÁMICA,CLUB TENIS DE MESA ALCOY,5,1,,
Jornada 6,19/11/2022,17:00,C.D. POBLA DE FARNALS-AGUA PURA,CLUB TENIS DE MESA PATERNA,3,4,,
Jornada 6,19/11/2022,17:00,CTT ALZIRA CAMARENA,TENNIS DE TAULA BURJASSOT VALENCIA,6,0,,
Jornada 6,19/11/2022,17:00,CLUB TENNIS TAULA ALGEMESI,A.D. VALENCIA TENIS DE MESA,5,1,,
Jornada 6,20/11/2022,10:00,JOVIRA TT XATIVA,CTM ILICITANO,4,2,,
Jornada 7,26/11/2022,16:00,CLUB TENIS DE MESA PATERNA,CASTELLÓ APE CERÁMICA,4,3,,
Jornada 7,26/11/2022,17:00,A.D. VALENCIA TENIS DE MESA,CTT ALZIRA CAMARENA,1,5,,
Jornada 7,26/11/2022,17:00,TENNIS DE TAULA BURJASSOT VALENCIA,C.D. POBLA DE FARNALS-AGUA PURA,1,5,,
Jornada 7,26/11/2022,17:00,CLUB TENIS DE MESA ALCOY,JOVIRA TT XATIVA,4,2,,
Jornada 7,26/11/2022,18:00,CLUB TENNIS TAULA SANTISIMO SALVADOR,CLUB TENNIS TAULA ALGEMESI,2,4,,
Jornada 8,03/12/2022,17:00,CLUB TENIS DE MESA ALCOY,CLUB TENIS DE MESA PATERNA,5,1,,
Jornada 8,03/12/2022,17:00,CASTELLÓ APE CERÁMICA,TENNIS DE TAULA BURJASSOT VALENCIA,5,1,,
Jornada 8,03/12/2022,17:00,C.D. POBLA DE FARNALS-AGUA PURA,A.D. VALENCIA TENIS DE MESA,5,1,,
Jornada 8,03/12/2022,17:00,CTT ALZIRA CAMARENA,CLUB TENNIS TAULA SANTISIMO SALVADOR,5,1,,
Jornada 8,03/12/2022,17:00,CLUB TENNIS TAULA ALGEMESI,CTM ILICITANO,4,2,,
Jornada 9,17/12/2022,17:00,TENNIS DE TAULA BURJASSOT VALENCIA,CLUB TENIS DE MESA PATERNA,2,4,,
Jornada 9,17/12/2022,17:00,CLUB TENIS DE MESA ALCOY,A.D. VALENCIA TENIS DE MESA,4,3,,
Jornada 9,17/12/2022,17:00,C.D. POBLA DE FARNALS-AGUA PURA,CTM ILICITANO,2,4,,
Jornada 9,17/12/2022,18:00,CLUB TENNIS TAULA SANTISIMO SALVADOR,CASTELLÓ APE CERÁMICA,1,5,,
Jornada 9,18/12/2022,10:00,JOVIRA TT XATIVA,CLUB TENNIS TAULA ALGEMESI,1,5,,
Jornada 10,14/01/2023,16:00,CLUB TENIS DE MESA PATERNA,JOVIRA TT XATIVA,2,4,,
Jornada 10,14/01/2023,17:00,A.D. VALENCIA TENIS DE MESA,CASTELLÓ APE CERÁMICA,2,4,,
Jornada 10,14/01/2023,17:00,TENNIS DE TAULA BURJASSOT VALENCIA,CLUB TENIS DE MESA ALCOY,3,4,,
Jornada 10,14/01/2023,17:00,CTT ALZIRA CAMARENA,CTM ILICITANO,6,0,,
Jornada 10,14/01/2023,18:00,CLUB TENNIS TAULA SANTISIMO SALVADOR,C.D. POBLA DE FARNALS-AGUA PURA,2,4,,
Jornada 11,21/01/2023,17:00,CLUB TENNIS TAULA ALGEMESI,CTT ALZIRA CAMARENA,6,0,,
Jornada 11,21/01/2023,17:00,CTM ILICITANO,CASTELLÓ APE CERÁMICA,2,4,,
Jornada 11,21/01/2023,17:00,A.D. VALENCIA TENIS DE MESA,CLUB TENIS DE MESA PATERNA,2,4,,
Jornada 11,21/01/2023,17:00,CLUB TENIS DE MESA ALCOY,CLUB TENNIS TAULA SANTISIMO SALVADOR,4,3,,
Jornada 11,21/01/2023,17:00,TENNIS DE TAULA BURJASSOT VALENCIA,JOVIRA TT XATIVA,4,2,,
Jornada 12,28/01/2023,17:00,CLUB TENNIS TAULA ALGEMESI,C.D. POBLA DE FARNALS-AGUA PURA,4,2,,
Jornada 12,28/01/2023,17:00,A.D. VALENCIA TENIS DE MESA,TENNIS DE TAULA BURJASSOT VALENCIA,2,4,,
Jornada 12,28/01/2023,18:00,CLUB TENNIS TAULA SANTISIMO SALVADOR,CLUB TENIS DE MESA PATERNA,4,2,,
Jornada 12,29/01/2023,10:00,CTM ILICITANO,CLUB TENIS DE MESA ALCOY,6,0,,
Jornada 12,29/01/2023,10:00,JOVIRA TT XATIVA,CTT ALZIRA CAMARENA,4,2,,
Jornada 13,04/02/2023,16:00,CLUB TENIS DE MESA PATERNA,TENNIS DE TAULA BURJASSOT VALENCIA,4,3,,
Jornada 13,04/02/2023,17:00,A.D. VALENCIA TENIS DE MESA,CLUB TENIS DE MESA ALCOY,1,5,,
Jornada 13,04/02/2023,17:00,CASTELLÓ APE CERÁMICA,CLUB TENNIS TAULA SANTISIMO SALVADOR,4,3,,
Jornada 13,04/02/2023,17:00,CLUB TENNIS TAULA ALGEMESI,JOVIRA TT XATIVA,5,1,,
Jornada 13,05/02/2023,10:00,CTM ILICITANO,C.D. POBLA DE FARNALS-AGUA PURA,2,4,,
Jornada 14,11/02/2023,17:00,CTT ALZIRA CAMARENA,CASTELLÓ APE CERÁMICA,0,6,,
Jornada 14,11/02/2023,17:00,TENNIS DE TAULA BURJASSOT VALENCIA,CTM ILICITANO,4,2,,
Jornada 14,11/02/2023,17:00,CLUB TENIS DE MESA ALCOY,CLUB TENNIS TAULA ALGEMESI,2,4,,
Jornada 14,11/02/2023,17:00,C.D. POBLA DE FARNALS-AGUA PURA,JOVIRA TT XATIVA,4,2,,
