jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,24/09/2022,17:00,HORTALEZA TM,LEGA-RIVAS,4,2,,
Jornada 1,24/09/2022,17:00,C.T.M. JEREZ,REAL CIRCULO DE LABRADORES,5,1,,
Jornada 1,24/09/2022,18:00,TECNIGEN LINARES,HUJASE JAÉN AUTÉNTICA,3,4,,
Jornada 1,25/09/2022,11:00,KARTING GRANADA - VEGAS DEL GENIL,CTM HUERCAL DE ALMERIA,5,1,,
Jornada 2,15/10/2022,16:00,LEGA-RIVAS,BOADILLA  TM CEIP TERESA BERGANZA,0,6,,
Jornada 2,15/10/2022,17:00,HUJASE JAÉN AUTÉNTICA,KARTING GRANADA - VEGAS DEL GENIL,2,4,,
Jornada 2,15/10/2022,18:00,CTM HUERCAL DE ALMERIA,C.T.M. JEREZ,1,5,,
Jornada 2,16/10/2022,11:00,REAL CIRCULO DE LABRADORES,MUSEO DE LA ALMENDRA FRANCISCO MORALES,0,6,,
Jornada 3,22/10/2022,11:00,HORTALEZA TM,MUSEO DE LA ALMENDRA FRANCISCO MORALES,4,2,,
Jornada 3,22/10/2022,16:00,LEGA-RIVAS,MUSEO DE LA ALMENDRA FRANCISCO MORALES,0,6,,
Jornada 3,22/10/2022,17:00,TECNIGEN LINARES,C.T.M. JEREZ,4,2,,
Jornada 3,23/10/2022,11:00,HUJASE JAÉN AUTÉNTICA,C.T.M. JEREZ,1,5,,
Jornada 3,23/10/2022,11:30,BOADILLA  TM CEIP TERESA BERGANZA,MUSEO DE LA ALMENDRA FRANCISCO MORALES,4,3,,
Jornada 4,29/10/2022,18:00,CTM HUERCAL DE ALMERIA,BOADILLA  TM CEIP TERESA BERGANZA,0,6,,
Jornada 4,29/10/2022,18:00,TECNIGEN LINARES,REAL CIRCULO DE LABRADORES,6,0,,
Jornada 4,30/10/2022,11:00,KARTING GRANADA - VEGAS DEL GENIL,BOADILLA  TM CEIP TERESA BERGANZA,0,6,,
Jornada 5,05/11/2022,13:15,HORTALEZA TM,HUJASE JAÉN AUTÉNTICA,4,2,,
Jornada 5,05/11/2022,18:00,TECNIGEN LINARES,CTM HUERCAL DE ALMERIA,4,3,,
Jornada 5,06/11/2022,11:00,REAL CIRCULO DE LABRADORES,KARTING GRANADA - VEGAS DEL GENIL,1,5,,
Jornada 5,06/11/2022,11:30,BOADILLA  TM CEIP TERESA BERGANZA,HUJASE JAÉN AUTÉNTICA,4,2,,
Jornada 5,06/11/2022,11:30,MUSEO DE LA ALMENDRA FRANCISCO MORALES,C.T.M. JEREZ,5,1,,
Jornada 6,19/11/2022,16:00,LEGA-RIVAS,HUJASE JAÉN AUTÉNTICA,6,0,,
Jornada 6,19/11/2022,17:00,C.T.M. JEREZ,BOADILLA  TM CEIP TERESA BERGANZA,1,5,,
Jornada 6,19/11/2022,18:00,CTM HUERCAL DE ALMERIA,HORTALEZA TM,1,5,,
Jornada 6,20/11/2022,11:00,REAL CIRCULO DE LABRADORES,BOADILLA  TM CEIP TERESA BERGANZA,1,5,,
Jornada 6,20/11/2022,11:00,KARTING GRANADA - VEGAS DEL GENIL,HORTALEZA TM,1,5,,
Jornada 7,26/11/2022,17:00,HORTALEZA TM,TECNIGEN LINARES,4,3,,
