jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,29/09/2018,16:00,TM PEÑASKAL,UNIVERSIDAD DE BURGOS - TPF,4,3,,
Jornada 1,29/09/2018,18:00,SOSMATIC BADALONA,CLUB TENNIS TAULA BORGES,4,2,,
Jornada 1,30/09/2018,10:00,IRUN LEKA ENEA,MARPEX BERAUN ERRENTERIA T.M.,6,0,,
Jornada 2,06/10/2018,17:00,CLUB NATACIÓ SABADELL,C.T.T. OLOT - GABINET PERMAR,4,2,,
Jornada 2,06/10/2018,17:00,C.E.R L  ESCALA,CLUB TENNIS TAULA BORGES,3,4,,
Jornada 2,06/10/2018,17:00,QUADIS CENTRE NATACIO MATARO,SOSMATIC BADALONA,6,0,,
Jornada 2,06/10/2018,18:00,UNIVERSIDAD DE BURGOS - TPF,ETM TORRELAVEGA,4,3,,
Jornada 2,06/10/2018,18:00,VASA ARROYO-CDO,IRUN LEKA ENEA,0,6,,
Jornada 2,07/10/2018,11:00,MARPEX BERAUN ERRENTERIA T.M.,TM PEÑASKAL,5,1,,
Jornada 3,13/10/2018,11:00,CLUB TENNIS TAULA BORGES,ETM TORRELAVEGA,6,0,,
Jornada 3,13/10/2018,11:00,SOSMATIC BADALONA,TM PEÑASKAL,4,3,,
Jornada 3,13/10/2018,17:00,CLUB NATACIÓ SABADELL,TM PEÑASKAL,5,1,,
Jornada 3,13/10/2018,18:00,C.E.R L  ESCALA,ETM TORRELAVEGA,3,4,,
Jornada 3,13/10/2018,18:00,VASA ARROYO-CDO,MARPEX BERAUN ERRENTERIA T.M.,0,6,,
Jornada 3,14/10/2018,11:00,C.T.T. OLOT - GABINET PERMAR,ETM TORRELAVEGA,6,0,,
Jornada 3,14/10/2018,11:00,QUADIS CENTRE NATACIO MATARO,TM PEÑASKAL,4,2,,
Jornada 4,20/10/2018,11:00,CLUB NATACIÓ SABADELL,IRUN LEKA ENEA,1,5,,
Jornada 4,20/10/2018,18:00,SOSMATIC BADALONA,IRUN LEKA ENEA,1,5,,
Jornada 4,21/10/2018,11:00,QUADIS CENTRE NATACIO MATARO,IRUN LEKA ENEA,1,5,,
