jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,29/09/2018,17:00,CLUB TENNIS TAULA ALAIOR,ROTARY MENORCA CTT SANT LLUIS,4,3,,
Jornada 1,29/09/2018,18:00,CLUB PALMA TENNIS TAULA,CLUB TENNIS TAULA MANACOR,4,2,,
Jornada 1,29/09/2018,19:00,SON CLADERA TTC,ALARO TTC,1,5,,
Jornada 2,06/10/2018,16:00,CLUB TENIS TAULA CIUTADELLA,CLUB TENNIS TAULA ALAIOR,1,5,,
Jornada 2,06/10/2018,16:00,UNIDAD - CTT SANTA EULARIA,PORTMANY - CARMEN PELUQUEROS,6,0,,
Jornada 2,06/10/2018,17:00,ALARO TTC,CLUB TENNIS TAULA MANACOR,4,2,,
Jornada 2,06/10/2018,18:00,UNIDAD - CTT SANTA EULARIA,SANTJOSEP.NET -  SANT JORDI,2,4,,
Jornada 2,06/10/2018,19:00,SON CLADERA TTC,CLUB PALMA TENNIS TAULA,2,4,,
Jornada 3,13/10/2018,16:00,ROTARY MENORCA CTT SANT LLUIS,CLUB TENIS TAULA CIUTADELLA,3,4,,
Jornada 3,13/10/2018,16:30,CLUB TENNIS TAULA MANACOR,SON CLADERA TTC,5,1,,
Jornada 3,13/10/2018,18:00,CLUB PALMA TENNIS TAULA,ALARO TTC,4,2,,
Jornada 3,13/10/2018,19:00,PORTMANY - CARMEN PELUQUEROS,SANTJOSEP.NET -  SANT JORDI,0,6,,
Jornada 4,20/10/2018,10:30,PORTMANY - CARMEN PELUQUEROS,CLUB TENNIS TAULA MANACOR,3,4,,
Jornada 4,20/10/2018,16:00,UNIDAD - CTT SANTA EULARIA,CLUB TENNIS TAULA MANACOR,5,1,,
Jornada 4,20/10/2018,17:00,CLUB PALMA TENNIS TAULA,CLUB TENIS TAULA CIUTADELLA,4,3,,
Jornada 4,20/10/2018,19:00,SON CLADERA TTC,CLUB TENIS TAULA CIUTADELLA,4,2,,
Jornada 5,27/10/2018,15:30,CLUB TENNIS TAULA ALAIOR,UNIDAD - CTT SANTA EULARIA,2,4,,
Jornada 5,27/10/2018,19:00,CLUB TENIS TAULA CIUTADELLA,UNIDAD - CTT SANTA EULARIA,0,6,,
Jornada 5,28/10/2018,10:00,ROTARY MENORCA CTT SANT LLUIS,UNIDAD - CTT SANTA EULARIA,2,4,,
Jornada 6,10/11/2018,11:00,PORTMANY - CARMEN PELUQUEROS,CLUB PALMA TENNIS TAULA,0,6,,
Jornada 6,10/11/2018,16:00,UNIDAD - CTT SANTA EULARIA,CLUB PALMA TENNIS TAULA,2,4,,
Jornada 6,10/11/2018,16:30,CLUB TENNIS TAULA MANACOR,ROTARY MENORCA CTT SANT LLUIS,1,5,,
Jornada 6,11/11/2018,10:00,ALARO TTC,ROTARY MENORCA CTT SANT LLUIS,2,4,,
Jornada 6,11/11/2018,11:00,SANTJOSEP.NET -  SANT JORDI,CLUB PALMA TENNIS TAULA,3,4,,
Jornada 7,17/11/2018,11:00,CLUB TENIS TAULA CIUTADELLA,SANTJOSEP.NET -  SANT JORDI,2,4,,
Jornada 7,17/11/2018,11:00,PORTMANY - CARMEN PELUQUEROS,SON CLADERA TTC,4,2,,
Jornada 7,17/11/2018,16:00,ROTARY MENORCA CTT SANT LLUIS,SANTJOSEP.NET -  SANT JORDI,4,3,,
Jornada 7,17/11/2018,16:00,UNIDAD - CTT SANTA EULARIA,SON CLADERA TTC,4,2,,
Jornada 7,18/11/2018,11:30,CLUB TENNIS TAULA ALAIOR,SANTJOSEP.NET -  SANT JORDI,3,4,,
Jornada 8,24/11/2018,10:30,SON CLADERA TTC,CLUB TENNIS TAULA ALAIOR,2,4,,
Jornada 8,24/11/2018,11:00,PORTMANY - CARMEN PELUQUEROS,ALARO TTC,1,5,,
Jornada 8,24/11/2018,16:00,UNIDAD - CTT SANTA EULARIA,ALARO TTC,4,2,,
Jornada 8,24/11/2018,16:30,CLUB PALMA TENNIS TAULA,CLUB TENNIS TAULA ALAIOR,1,5,,
Jornada 8,25/11/2018,11:00,SANTJOSEP.NET -  SANT JORDI,ALARO TTC,3,4,,
Jornada 9,01/12/2018,11:00,ROTARY MENORCA CTT SANT LLUIS,PORTMANY - CARMEN PELUQUEROS,6,0,,
Jornada 9,01/12/2018,17:00,CLUB TENNIS TAULA ALAIOR,PORTMANY - CARMEN PELUQUEROS,4,3,,
Jornada 9,02/12/2018,11:00,SANTJOSEP.NET -  SANT JORDI,CLUB TENNIS TAULA MANACOR,4,3,,
Jornada 9,02/12/2018,11:00,CLUB TENIS TAULA CIUTADELLA,PORTMANY - CARMEN PELUQUEROS,4,2,,
Jornada 10,15/12/2018,11:00,CLUB TENNIS TAULA MANACOR,CLUB TENIS TAULA CIUTADELLA,4,3,,
