jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,29/09/2018,16:30,TENNIS TAULA TRAMUNTANA FIGUERES,BALAGUER - CUDOS CONSULTORS,4,2,,
Jornada 1,29/09/2018,17:30,VERMUTS MIRO REUS,GIRBAU VIC T.T.,5,1,,
Jornada 1,29/09/2018,18:00,HOTEL-MUSEO PATRIA CHICA PRIEGO TM,TECNIGEN LINARES,4,3,,
Jornada 1,30/09/2018,12:00,FUNDACION CAJASOL HISPALIS,HUJASE - CLÍNICA CÁMARA,4,2,,
Jornada 2,06/10/2018,17:00,TECNIGEN LINARES,FUNDACION CAJASOL HISPALIS,4,3,,
Jornada 2,06/10/2018,17:00,GIRBAU VIC T.T.,TENNIS TAULA TRAMUNTANA FIGUERES,0,6,,
Jornada 2,07/10/2018,10:30,HUJASE - CLÍNICA CÁMARA,HOTEL-MUSEO PATRIA CHICA PRIEGO TM,4,3,,
Jornada 2,07/10/2018,10:30,SON CLADERA TTC,VERMUTS MIRO REUS,4,3,,
Jornada 2,07/10/2018,11:00,BALAGUER - CUDOS CONSULTORS,TT CASSÀ,2,4,,
Jornada 3,20/10/2018,16:30,TENNIS TAULA TRAMUNTANA FIGUERES,SON CLADERA TTC,4,2,,
Jornada 3,20/10/2018,17:00,TECNIGEN LINARES,GIRBAU VIC T.T.,4,3,,
Jornada 3,21/10/2018,10:00,TT CASSÀ,SON CLADERA TTC,3,4,,
Jornada 3,21/10/2018,10:30,HUJASE - CLÍNICA CÁMARA,GIRBAU VIC T.T.,5,1,,
Jornada 3,10/11/2018,18:00,HOTEL-MUSEO PATRIA CHICA PRIEGO TM,BALAGUER - CUDOS CONSULTORS,4,3,,
Jornada 3,11/11/2018,11:00,FUNDACION CAJASOL HISPALIS,BALAGUER - CUDOS CONSULTORS,3,4,,
Jornada 4,27/10/2018,11:00,GIRBAU VIC T.T.,HOTEL-MUSEO PATRIA CHICA PRIEGO TM,3,4,,
Jornada 4,27/10/2018,17:00,TENNIS TAULA TRAMUNTANA FIGUERES,HOTEL-MUSEO PATRIA CHICA PRIEGO TM,2,4,,
Jornada 4,27/10/2018,17:30,VERMUTS MIRO REUS,TECNIGEN LINARES,6,0,,
Jornada 4,28/10/2018,10:00,TT CASSÀ,HOTEL-MUSEO PATRIA CHICA PRIEGO TM,2,4,,
Jornada 4,28/10/2018,10:30,SON CLADERA TTC,HUJASE - CLÍNICA CÁMARA,4,3,,
Jornada 4,28/10/2018,11:00,BALAGUER - CUDOS CONSULTORS,TECNIGEN LINARES,3,4,,
Jornada 5,27/10/2018,16:00,SON CLADERA TTC,BALAGUER - CUDOS CONSULTORS,4,2,,
Jornada 5,10/11/2018,11:00,HOTEL-MUSEO PATRIA CHICA PRIEGO TM,FUNDACION CAJASOL HISPALIS,4,2,,
Jornada 5,10/11/2018,17:30,VERMUTS MIRO REUS,TENNIS TAULA TRAMUNTANA FIGUERES,3,4,,
Jornada 5,01/12/2018,17:00,HUJASE - CLÍNICA CÁMARA,TT CASSÀ,4,2,,
Jornada 5,02/12/2018,10:30,TECNIGEN LINARES,TT CASSÀ,4,2,,
Jornada 6,17/11/2018,11:00,TENNIS TAULA TRAMUNTANA FIGUERES,FUNDACION CAJASOL HISPALIS,2,4,,
Jornada 6,17/11/2018,17:00,GIRBAU VIC T.T.,FUNDACION CAJASOL HISPALIS,2,4,,
Jornada 6,17/11/2018,17:30,VERMUTS MIRO REUS,HUJASE - CLÍNICA CÁMARA,1,5,,
Jornada 6,18/11/2018,10:00,TT CASSÀ,FUNDACION CAJASOL HISPALIS,1,5,,
Jornada 6,18/11/2018,10:30,SON CLADERA TTC,TECNIGEN LINARES,1,5,,
Jornada 6,18/11/2018,11:00,BALAGUER - CUDOS CONSULTORS,HUJASE - CLÍNICA CÁMARA,1,5,,
Jornada 7,24/11/2018,17:00,TECNIGEN LINARES,TENNIS TAULA TRAMUNTANA FIGUERES,4,3,,
Jornada 7,24/11/2018,17:00,GIRBAU VIC T.T.,TT CASSÀ,4,2,,
Jornada 7,24/11/2018,17:00,HOTEL-MUSEO PATRIA CHICA PRIEGO TM,SON CLADERA TTC,3,4,,
