jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,29/09/2018,16:30,TERMOTUR CALELLA,C. N.MATARO -QUADIS,2,4,,
Jornada 1,29/09/2018,16:30,TENNIS TAULA TRAMUNTANA FIGUERES,LLUISOS DE GRACIA,5,1,,
Jornada 1,29/09/2018,17:30,CETT ESPARREGUERA,CLUB TENNIS TAULA LA SELVA,5,1,,
Jornada 1,30/09/2018,10:00,ATLETICO SAN SEBASTIAN,IRUN LEKA ENEA,4,3,,
Jornada 1,30/09/2018,11:00,OPTICA LLULL RIPOLLET,CTT ELS AMICS TERRASSA,3,4,,
Jornada 2,06/10/2018,17:00,OBERENA,ATLETICO SAN SEBASTIAN,2,4,,
Jornada 2,06/10/2018,17:00,C. N.MATARO -QUADIS,CETT ESPARREGUERA,4,2,,
Jornada 2,06/10/2018,17:00,LLUISOS DE GRACIA,CTT ELS AMICS TERRASSA,0,6,,
Jornada 2,06/10/2018,17:00,CLUB TENNIS TAULA LA SELVA,TERMOTUR CALELLA,1,5,,
Jornada 2,07/10/2018,11:00,OPTICA LLULL RIPOLLET,TENNIS TAULA TRAMUNTANA FIGUERES,4,2,,
Jornada 3,13/10/2018,10:00,IRUN LEKA ENEA,LLUISOS DE GRACIA,4,2,,
Jornada 3,13/10/2018,16:30,TERMOTUR CALELLA,OPTICA LLULL RIPOLLET,5,1,,
Jornada 3,13/10/2018,17:00,CTT ELS AMICS TERRASSA,CLUB TENNIS TAULA LA SELVA,1,5,,
Jornada 3,13/10/2018,17:00,OBERENA,LLUISOS DE GRACIA,4,3,,
Jornada 3,13/10/2018,17:30,CETT ESPARREGUERA,TENNIS TAULA TRAMUNTANA FIGUERES,4,3,,
Jornada 3,14/10/2018,10:00,ATLETICO SAN SEBASTIAN,LLUISOS DE GRACIA,5,1,,
Jornada 4,20/10/2018,10:00,CLUB TENNIS TAULA LA SELVA,ATLETICO SAN SEBASTIAN,1,5,,
Jornada 4,20/10/2018,16:30,TENNIS TAULA TRAMUNTANA FIGUERES,TERMOTUR CALELLA,3,4,,
Jornada 4,20/10/2018,17:00,C. N.MATARO -QUADIS,LLUISOS DE GRACIA,4,2,,
Jornada 4,20/10/2018,17:30,CETT ESPARREGUERA,ATLETICO SAN SEBASTIAN,2,4,,
Jornada 4,21/10/2018,10:00,IRUN LEKA ENEA,OBERENA,5,1,,
Jornada 4,21/10/2018,11:00,CTT ELS AMICS TERRASSA,ATLETICO SAN SEBASTIAN,1,5,,
