jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,20/10/2018,11:00,LUARCA TENIS DE MESA,AVILES T.M.,2,4,,
Jornada 1,20/10/2018,11:00,CLUB LEKA ENEA TENIS DE MESA,ESCUELA TENIS MESA TORRELAVEGA,3,4,,
Jornada 1,20/10/2018,11:00,ATLÉTICO SAN SEBASTIAN,CLUB PEDRO VELARDE TENIS MESA,6,0,,
Jornada 1,20/10/2018,16:00,AVILES T.M.,CORVERASTUR TM,4,2,,
Jornada 1,20/10/2018,16:00,CLUB LEKA ENEA TENIS DE MESA,CLUB PEDRO VELARDE TENIS MESA,4,2,,
Jornada 1,20/10/2018,16:00,ATLÉTICO SAN SEBASTIAN,MANUFACTURAS DEPORTIVAS,1,5,,
Jornada 1,20/10/2018,18:30,CORVERASTUR TM,LUARCA TENIS DE MESA,2,4,,
Jornada 1,20/10/2018,18:30,CLUB LEKA ENEA TENIS DE MESA,MANUFACTURAS DEPORTIVAS,0,6,,
Jornada 1,20/10/2018,18:30,ATLÉTICO SAN SEBASTIAN,ESCUELA TENIS MESA TORRELAVEGA,5,1,,
Jornada 2,24/11/2018,11:00,CLUB PEDRO VELARDE TENIS MESA,MANUFACTURAS DEPORTIVAS,4,3,,
Jornada 2,24/11/2018,16:00,AVILES T.M.,CLUB LEKA ENEA TENIS DE MESA,4,3,,
Jornada 2,24/11/2018,16:00,CORVERASTUR TM,ATLÉTICO SAN SEBASTIAN,1,5,,
Jornada 2,24/11/2018,16:00,ESCUELA TENIS MESA TORRELAVEGA,CLUB PEDRO VELARDE TENIS MESA,3,4,,
Jornada 2,24/11/2018,18:30,LUARCA TENIS DE MESA,ATLÉTICO SAN SEBASTIAN,0,6,,
Jornada 2,24/11/2018,18:30,CORVERASTUR TM,CLUB LEKA ENEA TENIS DE MESA,1,5,,
Jornada 2,24/11/2018,18:30,MANUFACTURAS DEPORTIVAS,ESCUELA TENIS MESA TORRELAVEGA,4,2,,
Jornada 2,25/11/2018,11:00,LUARCA TENIS DE MESA,CLUB LEKA ENEA TENIS DE MESA,1,5,,
Jornada 2,25/11/2018,11:00,AVILES T.M.,ATLÉTICO SAN SEBASTIAN,0,6,,
Jornada 3,15/12/2018,11:00,CLUB PEDRO VELARDE TENIS MESA,AVILES T.M.,2,4,,
Jornada 3,15/12/2018,11:00,ESCUELA TENIS MESA TORRELAVEGA,CORVERASTUR TM,5,1,,
Jornada 3,15/12/2018,11:00,MANUFACTURAS DEPORTIVAS,LUARCA TENIS DE MESA,4,2,,
Jornada 3,15/12/2018,16:00,CLUB PEDRO VELARDE TENIS MESA,CORVERASTUR TM,5,1,,
Jornada 3,15/12/2018,16:00,ESCUELA TENIS MESA TORRELAVEGA,LUARCA TENIS DE MESA,1,5,,
Jornada 3,15/12/2018,16:00,MANUFACTURAS DEPORTIVAS,AVILES T.M.,4,2,,
Jornada 3,15/12/2018,18:30,CLUB PEDRO VELARDE TENIS MESA,LUARCA TENIS DE MESA,1,5,,
Jornada 3,15/12/2018,18:30,ESCUELA TENIS MESA TORRELAVEGA,AVILES T.M.,0,6,,
Jornada 3,15/12/2018,18:30,MANUFACTURAS DEPORTIVAS,CORVERASTUR TM,6,0,,
Jornada 3,16/12/2018,11:00,ATLÉTICO SAN SEBASTIAN,CLUB LEKA ENEA TENIS DE MESA,5,1,,
Jornada 4,26/01/2019,11:00,AVILES T.M.,CLUB PEDRO VELARDE TENIS MESA,5,1,,
Jornada 4,26/01/2019,11:00,CORVERASTUR TM,ESCUELA TENIS MESA TORRELAVEGA,2,4,,
Jornada 4,26/01/2019,11:00,LUARCA TENIS DE MESA,MANUFACTURAS DEPORTIVAS,0,6,,
Jornada 4,26/01/2019,16:00,CORVERASTUR TM,CLUB PEDRO VELARDE TENIS MESA,2,4,,
Jornada 4,26/01/2019,16:00,LUARCA TENIS DE MESA,ESCUELA TENIS MESA TORRELAVEGA,4,3,,
Jornada 4,26/01/2019,16:00,AVILES T.M.,MANUFACTURAS DEPORTIVAS,2,4,,
Jornada 4,26/01/2019,18:30,LUARCA TENIS DE MESA,CLUB PEDRO VELARDE TENIS MESA,4,3,,
Jornada 4,26/01/2019,18:30,AVILES T.M.,ESCUELA TENIS MESA TORRELAVEGA,6,0,,
Jornada 4,26/01/2019,18:30,CORVERASTUR TM,MANUFACTURAS DEPORTIVAS,1,5,,
Jornada 4,27/01/2019,11:00,CLUB LEKA ENEA TENIS DE MESA,ATLÉTICO SAN SEBASTIAN,0,6,,
Jornada 5,02/03/2019,11:00,ESCUELA TENIS MESA TORRELAVEGA,MANUFACTURAS DEPORTIVAS,1,5,,
Jornada 5,02/03/2019,12:00,ATLÉTICO SAN SEBASTIAN,CORVERASTUR TM,6,0,,
Jornada 5,02/03/2019,16:00,CLUB LEKA ENEA TENIS DE MESA,LUARCA TENIS DE MESA,2,4,,
Jornada 5,02/03/2019,16:00,ATLÉTICO SAN SEBASTIAN,AVILES T.M.,6,0,,
Jornada 5,02/03/2019,16:00,CLUB PEDRO VELARDE TENIS MESA,ESCUELA TENIS MESA TORRELAVEGA,2,4,,
Jornada 5,02/03/2019,18:30,ATLÉTICO SAN SEBASTIAN,LUARCA TENIS DE MESA,5,1,,
Jornada 5,02/03/2019,18:30,CLUB LEKA ENEA TENIS DE MESA,CORVERASTUR TM,5,1,,
Jornada 5,02/03/2019,18:30,MANUFACTURAS DEPORTIVAS,CLUB PEDRO VELARDE TENIS MESA,4,3,,
Jornada 5,03/03/2019,11:00,CLUB LEKA ENEA TENIS DE MESA,AVILES T.M.,1,5,,
Jornada 6,30/03/2019,11:00,LUARCA TENIS DE MESA,AVILES T.M.,3,4,,
Jornada 6,30/03/2019,11:00,CLUB PEDRO VELARDE TENIS MESA,CLUB LEKA ENEA TENIS DE MESA,4,3,,
Jornada 6,30/03/2019,11:00,MANUFACTURAS DEPORTIVAS,ATLÉTICO SAN SEBASTIAN,3,4,,
Jornada 6,30/03/2019,16:00,AVILES T.M.,CORVERASTUR TM,2,4,,
Jornada 6,30/03/2019,16:00,ESCUELA TENIS MESA TORRELAVEGA,CLUB LEKA ENEA TENIS DE MESA,4,3,,
Jornada 6,30/03/2019,16:00,CLUB PEDRO VELARDE TENIS MESA,ATLÉTICO SAN SEBASTIAN,0,6,,
Jornada 6,30/03/2019,18:30,MANUFACTURAS DEPORTIVAS,CLUB LEKA ENEA TENIS DE MESA,5,1,,
Jornada 6,30/03/2019,18:30,ESCUELA TENIS MESA TORRELAVEGA,ATLÉTICO SAN SEBASTIAN,0,6,,
Jornada 6,30/03/2019,19:30,CORVERASTUR TM,LUARCA TENIS DE MESA,4,3,,
