jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,28/09/2018,18:00,A.D.VINCIOS,CAMBADOS TENIS DE MESA,4,2,,
Jornada 1,29/09/2018,11:00,C.E.R. L ESCALA,BORGES GRUP VALL,1,4,,
Jornada 1,29/09/2018,11:00,ARTEAL TM,VILAGARCIA  TENIS DE MESA,4,2,,
Jornada 1,29/09/2018,18:00,UNIVERSIDAD DE BURGOS - TPF,IRUN LEKA ENEA,3,3,,
Jornada 1,30/09/2018,11:00,VISIT PONTEVEDRA,SAN SEBASTIAN DE LOS REYES,3,3,,
Jornada 1,17/10/2018,11:00,CAJASUR PRIEGO TM,FUNDACION CAJASOL HISPALIS,4,1,,
Jornada 2,05/10/2018,18:30,IRUN LEKA ENEA,A.D.VINCIOS,4,0,,
Jornada 2,05/10/2018,19:00,BORGES GRUP VALL,ARTEAL TM,3,3,,
Jornada 2,05/10/2018,20:00,VILAGARCIA  TENIS DE MESA,UNIVERSIDAD DE BURGOS - TPF,1,4,,
Jornada 2,06/10/2018,12:00,FUNDACION CAJASOL HISPALIS,C.E.R. L ESCALA,4,2,,
Jornada 2,07/10/2018,10:30,CAMBADOS TENIS DE MESA,VISIT PONTEVEDRA,3,3,,
Jornada 2,07/10/2018,12:00,SAN SEBASTIAN DE LOS REYES,CAJASUR PRIEGO TM,2,4,,
Jornada 3,12/10/2018,18:00,A.D.VINCIOS,VILAGARCIA  TENIS DE MESA,4,1,,
Jornada 3,12/10/2018,19:00,BORGES GRUP VALL,FUNDACION CAJASOL HISPALIS,3,3,,
Jornada 3,12/10/2018,20:00,CAJASUR PRIEGO TM,CAMBADOS TENIS DE MESA,4,0,,
Jornada 3,13/10/2018,11:00,C.E.R. L ESCALA,SAN SEBASTIAN DE LOS REYES,4,1,,
Jornada 3,13/10/2018,11:00,ARTEAL TM,UNIVERSIDAD DE BURGOS - TPF,1,4,,
Jornada 3,14/10/2018,11:00,VISIT PONTEVEDRA,IRUN LEKA ENEA,3,3,,
Jornada 4,26/10/2018,20:00,VILAGARCIA  TENIS DE MESA,VISIT PONTEVEDRA,4,2,,
Jornada 4,27/10/2018,12:00,FUNDACION CAJASOL HISPALIS,ARTEAL TM,1,4,,
Jornada 4,28/10/2018,10:00,IRUN LEKA ENEA,CAJASUR PRIEGO TM,4,1,,
Jornada 4,28/10/2018,10:30,CAMBADOS TENIS DE MESA,C.E.R. L ESCALA,2,4,,
Jornada 4,09/11/2018,19:30,A.D.VINCIOS,UNIVERSIDAD DE BURGOS - TPF,3,3,,
Jornada 4,30/11/2018,18:00,SAN SEBASTIAN DE LOS REYES,BORGES GRUP VALL,3,3,,
Jornada 5,09/11/2018,19:00,BORGES GRUP VALL,CAMBADOS TENIS DE MESA,4,2,,
Jornada 5,09/11/2018,20:00,CAJASUR PRIEGO TM,VILAGARCIA  TENIS DE MESA,4,0,,
Jornada 5,10/11/2018,11:00,ARTEAL TM,A.D.VINCIOS,4,2,,
Jornada 5,10/11/2018,11:00,C.E.R. L ESCALA,IRUN LEKA ENEA,3,3,,
Jornada 5,10/11/2018,12:00,FUNDACION CAJASOL HISPALIS,SAN SEBASTIAN DE LOS REYES,4,0,,
Jornada 5,11/11/2018,11:00,VISIT PONTEVEDRA,UNIVERSIDAD DE BURGOS - TPF,3,3,,
