jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,30/09/2023,17:00,CTM ILICITANO,ALSA CARTAGENA TM,4,3,,
Jornada 1,30/09/2023,17:00,ALICANTE TM,ASOCIACION DEPORTIVA ELIOCROCA LORCA TM,2,4,,
Jornada 1,30/09/2023,17:00,CLUB TENIS DE MESA DAMA DE ELCHE,EL PALMAR MURCIA,3,4,,
Jornada 1,01/10/2023,10:30,FRAMUSA TOTANA B,FRAMUSA TOTANA TM,1,5,,
Jornada 1,01/10/2023,11:00,CLUB TENIS DE MESA VEGAS DEL GENIL,"CLUB TENIS MESA ROQUETAS ""A""",4,3,,
Jornada 2,07/10/2023,17:00,"CLUB TENIS MESA ROQUETAS ""A""",CLUB TENIS DE MESA DAMA DE ELCHE,2,4,,
Jornada 2,07/10/2023,17:00,CTM ALTIPLANO YECLA,CTM ILICITANO,2,4,,
Jornada 2,07/10/2023,17:00,CLUB TENIS DE MESA VEGAS DEL GENIL,EL PALMAR MURCIA,2,4,,
Jornada 2,08/10/2023,10:30,FRAMUSA TOTANA TM,ALSA CARTAGENA TM,5,1,,
Jornada 2,08/10/2023,10:30,FRAMUSA TOTANA B,ASOCIACION DEPORTIVA ELIOCROCA LORCA TM,4,2,,
Jornada 2,08/10/2023,11:00,CTM CIUDAD DE GRANADA,EL PALMAR MURCIA,4,3,,
Jornada 3,14/10/2023,10:00,CLUB TENIS DE MESA VEGAS DEL GENIL,ALICANTE TM,1,5,,
Jornada 3,14/10/2023,17:00,CTM CIUDAD DE GRANADA,ALICANTE TM,4,2,,
Jornada 3,14/10/2023,17:00,EL PALMAR MURCIA,ASOCIACION DEPORTIVA ELIOCROCA LORCA TM,5,1,,
Jornada 3,14/10/2023,17:00,CLUB TENIS DE MESA DAMA DE ELCHE,FRAMUSA TOTANA B,4,2,,
Jornada 3,14/10/2023,17:30,CTM ALTIPLANO YECLA,ALSA CARTAGENA TM,2,4,,
Jornada 3,15/10/2023,10:30,FRAMUSA TOTANA TM,CTM ILICITANO,4,3,,
Jornada 3,15/10/2023,11:00,"CLUB TENIS MESA ROQUETAS ""A""",ALICANTE TM,1,5,,
Jornada 4,21/10/2023,10:30,ALSA CARTAGENA TM,CLUB TENIS DE MESA VEGAS DEL GENIL,2,4,,
Jornada 4,21/10/2023,17:00,CTM ILICITANO,ALICANTE TM,0,6,,
Jornada 4,21/10/2023,17:30,ASOCIACION DEPORTIVA ELIOCROCA LORCA TM,CLUB TENIS DE MESA VEGAS DEL GENIL,4,3,,
Jornada 4,22/10/2023,10:30,FRAMUSA TOTANA TM,EL PALMAR MURCIA,6,0,,
Jornada 4,22/10/2023,10:30,FRAMUSA TOTANA B,CTM ALTIPLANO YECLA,5,1,,
Jornada 4,22/10/2023,11:00,CTM CIUDAD DE GRANADA,"CLUB TENIS MESA ROQUETAS ""A""",6,0,,
Jornada 5,28/10/2023,17:00,"CLUB TENIS MESA ROQUETAS ""A""",EL PALMAR MURCIA,1,5,,
Jornada 5,28/10/2023,17:00,CLUB TENIS DE MESA DAMA DE ELCHE,FRAMUSA TOTANA TM,4,2,,
Jornada 5,28/10/2023,17:00,ALICANTE TM,FRAMUSA TOTANA B,4,3,,
Jornada 5,28/10/2023,17:30,ASOCIACION DEPORTIVA ELIOCROCA LORCA TM,ALSA CARTAGENA TM,4,3,,
Jornada 5,29/10/2023,11:00,CTM CIUDAD DE GRANADA,CTM ILICITANO,5,1,,
Jornada 6,11/11/2023,11:00,ASOCIACION DEPORTIVA ELIOCROCA LORCA TM,"CLUB TENIS MESA ROQUETAS ""A""",6,0,,
Jornada 6,11/11/2023,17:00,CTM ILICITANO,CLUB TENIS DE MESA DAMA DE ELCHE,4,3,,
Jornada 6,11/11/2023,17:00,FRAMUSA TOTANA TM,CTM CIUDAD DE GRANADA,4,2,,
Jornada 6,11/11/2023,17:00,ALICANTE TM,CTM ALTIPLANO YECLA,5,1,,
Jornada 6,11/11/2023,17:30,ALSA CARTAGENA TM,"CLUB TENIS MESA ROQUETAS ""A""",6,0,,
Jornada 6,12/11/2023,10:30,FRAMUSA TOTANA B,CTM CIUDAD DE GRANADA,4,2,,
Jornada 7,18/11/2023,10:00,"CLUB TENIS MESA ROQUETAS ""A""",CTM ALTIPLANO YECLA,0,6,,
Jornada 7,18/11/2023,17:00,EL PALMAR MURCIA,CTM ILICITANO,2,4,,
Jornada 7,18/11/2023,17:00,CLUB TENIS DE MESA DAMA DE ELCHE,ALICANTE TM,2,4,,
Jornada 7,18/11/2023,17:00,CLUB TENIS DE MESA VEGAS DEL GENIL,CTM ALTIPLANO YECLA,4,2,,
Jornada 7,19/11/2023,10:30,FRAMUSA TOTANA TM,ASOCIACION DEPORTIVA ELIOCROCA LORCA TM,4,3,,
Jornada 7,19/11/2023,10:30,FRAMUSA TOTANA B,ALSA CARTAGENA TM,4,2,,
Jornada 7,19/11/2023,11:00,CTM CIUDAD DE GRANADA,CTM ALTIPLANO YECLA,3,4,,
Jornada 8,25/11/2023,16:30,CTM CIUDAD DE GRANADA,CLUB TENIS DE MESA DAMA DE ELCHE,2,4,,
Jornada 8,25/11/2023,17:00,EL PALMAR MURCIA,ALSA CARTAGENA TM,4,2,,
Jornada 8,25/11/2023,17:00,CTM ALTIPLANO YECLA,ASOCIACION DEPORTIVA ELIOCROCA LORCA TM,4,2,,
Jornada 8,25/11/2023,17:00,ALICANTE TM,FRAMUSA TOTANA TM,4,2,,
Jornada 8,25/11/2023,17:00,CTM ILICITANO,FRAMUSA TOTANA B,4,3,,
Jornada 8,26/11/2023,11:00,CLUB TENIS DE MESA VEGAS DEL GENIL,CLUB TENIS DE MESA DAMA DE ELCHE,1,5,,
Jornada 9,02/12/2023,17:00,"CLUB TENIS MESA ROQUETAS ""A""",CTM ILICITANO,1,5,,
Jornada 9,02/12/2023,17:00,FRAMUSA TOTANA B,CLUB TENIS DE MESA VEGAS DEL GENIL,5,1,,
Jornada 9,02/12/2023,17:00,ALICANTE TM,ALSA CARTAGENA TM,5,1,,
Jornada 9,02/12/2023,17:00,CLUB TENIS DE MESA DAMA DE ELCHE,ASOCIACION DEPORTIVA ELIOCROCA LORCA TM,4,2,,
Jornada 9,02/12/2023,17:00,CTM ALTIPLANO YECLA,EL PALMAR MURCIA,0,6,,
Jornada 9,03/12/2023,10:30,FRAMUSA TOTANA TM,CLUB TENIS DE MESA VEGAS DEL GENIL,5,1,,
Jornada 10,16/12/2023,17:00,EL PALMAR MURCIA,ALICANTE TM,2,4,,
Jornada 10,16/12/2023,17:00,CTM ILICITANO,ASOCIACION DEPORTIVA ELIOCROCA LORCA TM,3,4,,
Jornada 10,16/12/2023,17:00,CTM ALTIPLANO YECLA,FRAMUSA TOTANA TM,3,4,,
Jornada 10,16/12/2023,17:00,"CLUB TENIS MESA ROQUETAS ""A""",FRAMUSA TOTANA B,0,6,,
Jornada 10,16/12/2023,17:30,ALSA CARTAGENA TM,CLUB TENIS DE MESA DAMA DE ELCHE,2,4,,
Jornada 10,17/12/2023,11:00,CTM CIUDAD DE GRANADA,CLUB TENIS DE MESA VEGAS DEL GENIL,5,1,,
