jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,30/09/2023,16:00,CETT ESPARREGUERA,CLUB TENNIS TAULA TORELLÓ,4,3,,
Jornada 1,30/09/2023,16:30,CTT OLOT - TRANSPORTS ESCAPA,CLUB NATACIÓ SABADELL,6,0,,
Jornada 1,30/09/2023,17:00,BLANXART XALOC OLESA,CTT TONA PADRÓS CHEESE,5,1,,
Jornada 1,30/09/2023,17:00,CTT HOSPITALET VITALY,CHARLOTTE'S GRILL BADALONA,5,1,,
Jornada 1,30/09/2023,17:00,CLUB TENNIS TAULA BARCELONA,TERMOTUR CALELLA,5,1,,
Jornada 1,01/10/2023,11:00,CLUB TENNIS TAULA LA BISBAL,CENTRE NATACIO MATARO,4,2,,
Jornada 2,07/10/2023,16:30,CTT OLOT - TRANSPORTS ESCAPA,CLUB TENNIS TAULA BARCELONA,5,1,,
Jornada 2,07/10/2023,16:30,TERMOTUR CALELLA,CLUB TENNIS TAULA LA BISBAL,1,5,,
Jornada 2,07/10/2023,17:00,CENTRE NATACIO MATARO,CETT ESPARREGUERA,5,1,,
Jornada 2,07/10/2023,17:00,CHARLOTTE'S GRILL BADALONA,BLANXART XALOC OLESA,2,4,,
Jornada 2,07/10/2023,17:30,CLUB TENNIS TAULA TORELLÓ,CTT HOSPITALET VITALY,0,6,,
Jornada 2,08/10/2023,10:30,CLUB NATACIÓ SABADELL,CTT TONA PADRÓS CHEESE,2,4,,
Jornada 3,14/10/2023,16:00,CETT ESPARREGUERA,TERMOTUR CALELLA,2,4,,
Jornada 3,14/10/2023,17:00,CTT TONA PADRÓS CHEESE,CHARLOTTE'S GRILL BADALONA,5,1,,
Jornada 3,14/10/2023,17:00,BLANXART XALOC OLESA,CLUB TENNIS TAULA TORELLÓ,5,1,,
Jornada 3,14/10/2023,17:00,CTT HOSPITALET VITALY,CENTRE NATACIO MATARO,3,4,,
Jornada 3,14/10/2023,17:00,CLUB TENNIS TAULA BARCELONA,CLUB NATACIÓ SABADELL,6,0,,
Jornada 3,15/10/2023,11:00,CLUB TENNIS TAULA LA BISBAL,CTT OLOT - TRANSPORTS ESCAPA,6,0,,
Jornada 4,21/10/2023,16:30,CTT OLOT - TRANSPORTS ESCAPA,CETT ESPARREGUERA,2,4,,
Jornada 4,21/10/2023,16:30,TERMOTUR CALELLA,CTT HOSPITALET VITALY,2,4,,
Jornada 4,21/10/2023,17:00,CLUB TENNIS TAULA BARCELONA,CLUB TENNIS TAULA LA BISBAL,2,4,,
Jornada 4,21/10/2023,17:00,CENTRE NATACIO MATARO,BLANXART XALOC OLESA,4,2,,
Jornada 4,21/10/2023,17:30,CLUB TENNIS TAULA TORELLÓ,CTT TONA PADRÓS CHEESE,2,4,,
Jornada 4,22/10/2023,10:30,CLUB NATACIÓ SABADELL,CHARLOTTE'S GRILL BADALONA,4,3,,
Jornada 5,28/10/2023,17:00,CTT HOSPITALET VITALY,CTT OLOT - TRANSPORTS ESCAPA,4,2,,
Jornada 5,28/10/2023,17:00,CHARLOTTE'S GRILL BADALONA,CLUB TENNIS TAULA TORELLÓ,4,2,,
Jornada 5,28/10/2023,17:00,CTT TONA PADRÓS CHEESE,CENTRE NATACIO MATARO,3,4,,
Jornada 5,28/10/2023,17:00,BLANXART XALOC OLESA,TERMOTUR CALELLA,6,0,,
Jornada 5,29/10/2023,10:30,CETT ESPARREGUERA,CLUB TENNIS TAULA BARCELONA,1,5,,
Jornada 5,29/10/2023,11:00,CLUB TENNIS TAULA LA BISBAL,CLUB NATACIÓ SABADELL,5,1,,
Jornada 6,04/11/2023,17:00,CETT ESPARREGUERA,CLUB TENNIS TAULA LA BISBAL,3,4,,
Jornada 6,11/11/2023,16:30,CTT OLOT - TRANSPORTS ESCAPA,BLANXART XALOC OLESA,1,5,,
Jornada 6,11/11/2023,16:30,TERMOTUR CALELLA,CTT TONA PADRÓS CHEESE,1,5,,
Jornada 6,11/11/2023,17:00,CLUB TENNIS TAULA BARCELONA,CTT HOSPITALET VITALY,2,4,,
Jornada 6,11/11/2023,17:00,CENTRE NATACIO MATARO,CHARLOTTE'S GRILL BADALONA,6,0,,
Jornada 6,12/11/2023,10:30,CLUB NATACIÓ SABADELL,CLUB TENNIS TAULA TORELLÓ,4,3,,
Jornada 7,18/11/2023,16:00,CETT ESPARREGUERA,CLUB NATACIÓ SABADELL,1,5,,
Jornada 7,18/11/2023,16:30,TERMOTUR CALELLA,CHARLOTTE'S GRILL BADALONA,0,6,,
Jornada 7,18/11/2023,17:00,CTT TONA PADRÓS CHEESE,CTT OLOT - TRANSPORTS ESCAPA,5,1,,
Jornada 7,18/11/2023,17:00,BLANXART XALOC OLESA,CLUB TENNIS TAULA BARCELONA,4,2,,
Jornada 7,18/11/2023,17:00,CTT HOSPITALET VITALY,CLUB TENNIS TAULA LA BISBAL,3,4,,
Jornada 7,18/11/2023,17:30,CLUB TENNIS TAULA TORELLÓ,CENTRE NATACIO MATARO,0,6,,
Jornada 8,25/11/2023,16:00,CETT ESPARREGUERA,CTT HOSPITALET VITALY,1,5,,
Jornada 8,25/11/2023,16:30,CTT OLOT - TRANSPORTS ESCAPA,CHARLOTTE'S GRILL BADALONA,6,0,,
Jornada 8,25/11/2023,16:30,TERMOTUR CALELLA,CLUB TENNIS TAULA TORELLÓ,0,6,,
Jornada 8,25/11/2023,17:00,CLUB TENNIS TAULA BARCELONA,CTT TONA PADRÓS CHEESE,4,3,,
Jornada 8,26/11/2023,10:30,CLUB NATACIÓ SABADELL,CENTRE NATACIO MATARO,3,4,,
Jornada 8,26/11/2023,11:00,CLUB TENNIS TAULA LA BISBAL,BLANXART XALOC OLESA,3,4,,
Jornada 9,02/12/2023,17:00,CHARLOTTE'S GRILL BADALONA,CLUB TENNIS TAULA BARCELONA,2,4,,
Jornada 9,02/12/2023,17:00,CTT TONA PADRÓS CHEESE,CLUB TENNIS TAULA LA BISBAL,4,3,,
