jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,29/09/2023,18:00,SAN SEBASTIAN DE LOS REYES,ENoLI LES BORGES VALL,3,3,,
Jornada 1,29/09/2023,18:30,IRUN LEKA ENEA,COLLADO MEDIANO TM /AGRUPACION DEPORTIVA,3,3,,
Jornada 1,29/09/2023,19:00,HORTITEC ALZIRA TT,C.E.R. ROBIN HAT PRISCO L´ESCALA,3,3,,
Jornada 1,29/09/2023,19:00,C.T.T. OLOT - GABINET PERMAR,ARTEAL SANTIAGO,3,3,,
Jornada 1,29/09/2023,19:00,REAL CAJASUR PRIEGO TM,UNIVERSIDAD DE BURGOS - TPF,3,3,,
Jornada 1,30/09/2023,12:00,ALICANTE TM,VISIT PONTEVEDRA,0,4,,
Jornada 2,06/10/2023,18:00,SAN SEBASTIAN DE LOS REYES,REAL CAJASUR PRIEGO TM,0,4,,
Jornada 2,06/10/2023,18:00,ARTEAL SANTIAGO,HORTITEC ALZIRA TT,4,0,,
Jornada 2,06/10/2023,18:00,ENoLI LES BORGES VALL,VISIT PONTEVEDRA,2,4,,
Jornada 2,07/10/2023,17:00,C.E.R. ROBIN HAT PRISCO L´ESCALA,IRUN LEKA ENEA,4,0,,
Jornada 2,07/10/2023,18:00,UNIVERSIDAD DE BURGOS - TPF,C.T.T. OLOT - GABINET PERMAR,4,2,,
Jornada 2,07/10/2023,18:00,COLLADO MEDIANO TM /AGRUPACION DEPORTIVA,ALICANTE TM,2,4,,
Jornada 3,13/10/2023,18:00,ARTEAL SANTIAGO,IRUN LEKA ENEA,0,4,,
Jornada 3,13/10/2023,19:00,C.T.T. OLOT - GABINET PERMAR,SAN SEBASTIAN DE LOS REYES,4,1,,
Jornada 3,13/10/2023,19:00,HORTITEC ALZIRA TT,UNIVERSIDAD DE BURGOS - TPF,1,4,,
Jornada 3,13/10/2023,19:00,REAL CAJASUR PRIEGO TM,ENoLI LES BORGES VALL,4,1,,
Jornada 3,14/10/2023,12:00,ALICANTE TM,C.E.R. ROBIN HAT PRISCO L´ESCALA,2,4,,
Jornada 3,15/10/2023,10:00,VISIT PONTEVEDRA,COLLADO MEDIANO TM /AGRUPACION DEPORTIVA,4,0,,
Jornada 4,20/10/2023,18:00,SAN SEBASTIAN DE LOS REYES,HORTITEC ALZIRA TT,2,4,,
Jornada 4,20/10/2023,18:00,ARTEAL SANTIAGO,ALICANTE TM,3,3,,
Jornada 4,20/10/2023,19:00,REAL CAJASUR PRIEGO TM,C.T.T. OLOT - GABINET PERMAR,4,1,,
Jornada 4,21/10/2023,18:00,UNIVERSIDAD DE BURGOS - TPF,IRUN LEKA ENEA,4,2,,
Jornada 4,26/10/2023,18:00,C.E.R. ROBIN HAT PRISCO L´ESCALA,VISIT PONTEVEDRA,0,4,,
Jornada 4,14/12/2023,19:00,ENoLI LES BORGES VALL,COLLADO MEDIANO TM /AGRUPACION DEPORTIVA,4,0,,
Jornada 5,27/10/2023,18:30,IRUN LEKA ENEA,SAN SEBASTIAN DE LOS REYES,4,1,,
Jornada 5,27/10/2023,19:00,HORTITEC ALZIRA TT,REAL CAJASUR PRIEGO TM,0,4,,
Jornada 5,27/10/2023,19:00,C.T.T. OLOT - GABINET PERMAR,ENoLI LES BORGES VALL,4,2,,
Jornada 5,28/10/2023,12:00,ALICANTE TM,UNIVERSIDAD DE BURGOS - TPF,0,4,,
Jornada 5,28/10/2023,18:00,COLLADO MEDIANO TM /AGRUPACION DEPORTIVA,C.E.R. ROBIN HAT PRISCO L´ESCALA,4,0,,
Jornada 5,29/10/2023,10:00,VISIT PONTEVEDRA,ARTEAL SANTIAGO,3,3,,
Jornada 6,10/11/2023,18:00,SAN SEBASTIAN DE LOS REYES,ALICANTE TM,4,2,,
Jornada 6,10/11/2023,18:00,ARTEAL SANTIAGO,COLLADO MEDIANO TM /AGRUPACION DEPORTIVA,4,2,,
Jornada 6,10/11/2023,18:00,ENoLI LES BORGES VALL,C.E.R. ROBIN HAT PRISCO L´ESCALA,3,3,,
Jornada 6,10/11/2023,19:00,C.T.T. OLOT - GABINET PERMAR,HORTITEC ALZIRA TT,4,0,,
Jornada 6,10/11/2023,19:00,REAL CAJASUR PRIEGO TM,IRUN LEKA ENEA,2,4,,
