jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,21/10/2023,10:00,LA LLEDONERA APE CERÁMICA,CLUB TENIS TAULA CAMBRILS-OLEASTRUM,5,1,,
Jornada 1,21/10/2023,10:00,CLUB REQUENA SPIN TENIS DE MESA,"MIRÓ GANXETS REUS ""A""",4,2,,
Jornada 1,21/10/2023,10:00,MIRÓ GANXETS REUS,REUS DEPORTIU,6,0,,
Jornada 1,21/10/2023,10:00,EIVISSA-PATRIMONI DE LA HUMANITAT,ALUCHE TM,6,0,,
Jornada 1,21/10/2023,10:00,C.D. TENIS DE MESA RIVAS PROMESAS,FUENCARRAL TM,6,0,,
Jornada 1,21/10/2023,16:30,CLUB REQUENA SPIN TENIS DE MESA,CLUB TENIS TAULA CAMBRILS-OLEASTRUM,1,5,,
Jornada 1,21/10/2023,16:30,MIRÓ GANXETS REUS,"MIRÓ GANXETS REUS ""A""",5,1,,
Jornada 1,21/10/2023,16:30,LA LLEDONERA APE CERÁMICA,REUS DEPORTIU,6,0,,
Jornada 1,21/10/2023,16:30,EIVISSA-PATRIMONI DE LA HUMANITAT,FUENCARRAL TM,6,0,,
Jornada 1,21/10/2023,16:30,C.D. TENIS DE MESA RIVAS PROMESAS,ALUCHE TM,6,0,,
Jornada 1,21/10/2023,19:00,MIRÓ GANXETS REUS,CLUB TENIS TAULA CAMBRILS-OLEASTRUM,6,0,,
Jornada 1,21/10/2023,19:00,LA LLEDONERA APE CERÁMICA,"MIRÓ GANXETS REUS ""A""",6,0,,
Jornada 1,21/10/2023,19:00,CLUB REQUENA SPIN TENIS DE MESA,REUS DEPORTIU,0,6,,
Jornada 1,21/10/2023,19:00,EIVISSA-PATRIMONI DE LA HUMANITAT,C.D. TENIS DE MESA RIVAS PROMESAS,2,4,,
Jornada 1,21/10/2023,19:00,ALUCHE TM,FUENCARRAL TM,4,3,,
Jornada 2,18/11/2023,10:00,CLUB TENIS TAULA CAMBRILS-OLEASTRUM,"MIRÓ GANXETS REUS ""A""",4,2,,
Jornada 2,18/11/2023,16:30,EIVISSA-PATRIMONI DE LA HUMANITAT,LA LLEDONERA APE CERÁMICA,4,2,,
Jornada 2,18/11/2023,16:30,C.D. TENIS DE MESA RIVAS PROMESAS,CLUB REQUENA SPIN TENIS DE MESA,6,0,,
Jornada 2,18/11/2023,16:30,ALUCHE TM,MIRÓ GANXETS REUS,0,6,,
Jornada 2,18/11/2023,16:30,REUS DEPORTIU,CLUB TENIS TAULA CAMBRILS-OLEASTRUM,4,3,,
Jornada 2,18/11/2023,19:00,FUENCARRAL TM,LA LLEDONERA APE CERÁMICA,1,5,,
Jornada 2,18/11/2023,19:00,EIVISSA-PATRIMONI DE LA HUMANITAT,CLUB REQUENA SPIN TENIS DE MESA,6,0,,
Jornada 2,18/11/2023,19:00,C.D. TENIS DE MESA RIVAS PROMESAS,MIRÓ GANXETS REUS,1,5,,
Jornada 2,18/11/2023,19:00,"MIRÓ GANXETS REUS ""A""",REUS DEPORTIU,2,4,,
Jornada 2,19/11/2023,10:00,ALUCHE TM,LA LLEDONERA APE CERÁMICA,1,5,,
Jornada 2,19/11/2023,10:00,FUENCARRAL TM,CLUB REQUENA SPIN TENIS DE MESA,1,5,,
Jornada 2,19/11/2023,10:00,EIVISSA-PATRIMONI DE LA HUMANITAT,MIRÓ GANXETS REUS,1,5,,
Jornada 2,19/11/2023,12:30,C.D. TENIS DE MESA RIVAS PROMESAS,LA LLEDONERA APE CERÁMICA,4,2,,
Jornada 2,19/11/2023,12:30,ALUCHE TM,CLUB REQUENA SPIN TENIS DE MESA,2,4,,
Jornada 2,19/11/2023,12:30,FUENCARRAL TM,MIRÓ GANXETS REUS,0,6,,
Jornada 3,25/11/2023,10:00,LA LLEDONERA APE CERÁMICA,CLUB REQUENA SPIN TENIS DE MESA,4,2,,
Jornada 3,25/11/2023,16:30,CLUB REQUENA SPIN TENIS DE MESA,MIRÓ GANXETS REUS,0,6,,
Jornada 3,25/11/2023,19:00,MIRÓ GANXETS REUS,LA LLEDONERA APE CERÁMICA,4,2,,
Jornada 3,16/12/2023,16:30,CLUB TENIS TAULA CAMBRILS-OLEASTRUM,ALUCHE TM,4,2,,
Jornada 3,16/12/2023,16:30,"MIRÓ GANXETS REUS ""A""",FUENCARRAL TM,6,0,,
Jornada 3,16/12/2023,16:30,REUS DEPORTIU,EIVISSA-PATRIMONI DE LA HUMANITAT,3,4,,
Jornada 3,16/12/2023,19:00,CLUB TENIS TAULA CAMBRILS-OLEASTRUM,FUENCARRAL TM,5,1,,
Jornada 3,16/12/2023,19:00,"MIRÓ GANXETS REUS ""A""",EIVISSA-PATRIMONI DE LA HUMANITAT,1,5,,
Jornada 3,16/12/2023,19:00,REUS DEPORTIU,C.D. TENIS DE MESA RIVAS PROMESAS,0,6,,
Jornada 3,17/12/2023,10:00,CLUB TENIS TAULA CAMBRILS-OLEASTRUM,EIVISSA-PATRIMONI DE LA HUMANITAT,3,4,,
Jornada 3,17/12/2023,10:00,"MIRÓ GANXETS REUS ""A""",C.D. TENIS DE MESA RIVAS PROMESAS,0,6,,
Jornada 3,17/12/2023,10:00,REUS DEPORTIU,ALUCHE TM,4,2,,
Jornada 3,17/12/2023,12:30,CLUB TENIS TAULA CAMBRILS-OLEASTRUM,C.D. TENIS DE MESA RIVAS PROMESAS,0,6,,
Jornada 3,17/12/2023,12:30,"MIRÓ GANXETS REUS ""A""",ALUCHE TM,6,0,,
Jornada 3,17/12/2023,12:30,REUS DEPORTIU,FUENCARRAL TM,5,1,,
Jornada 4,03/02/2024,10:00,CLUB TENIS TAULA CAMBRILS-OLEASTRUM,LA LLEDONERA APE CERÁMICA,2,4,,
Jornada 4,03/02/2024,10:00,"MIRÓ GANXETS REUS ""A""",CLUB REQUENA SPIN TENIS DE MESA,1,5,,
Jornada 4,03/02/2024,10:00,REUS DEPORTIU,MIRÓ GANXETS REUS,0,6,,
Jornada 4,03/02/2024,10:00,ALUCHE TM,EIVISSA-PATRIMONI DE LA HUMANITAT,1,5,,
Jornada 4,03/02/2024,10:00,FUENCARRAL TM,C.D. TENIS DE MESA RIVAS PROMESAS,0,6,,
Jornada 4,03/02/2024,16:30,CLUB TENIS TAULA CAMBRILS-OLEASTRUM,CLUB REQUENA SPIN TENIS DE MESA,3,4,,
Jornada 4,03/02/2024,16:30,"MIRÓ GANXETS REUS ""A""",MIRÓ GANXETS REUS,0,6,,
Jornada 4,03/02/2024,16:30,REUS DEPORTIU,LA LLEDONERA APE CERÁMICA,1,5,,
Jornada 4,03/02/2024,16:30,FUENCARRAL TM,EIVISSA-PATRIMONI DE LA HUMANITAT,0,6,,
Jornada 4,03/02/2024,16:30,ALUCHE TM,C.D. TENIS DE MESA RIVAS PROMESAS,0,6,,
Jornada 4,03/02/2024,19:00,CLUB TENIS TAULA CAMBRILS-OLEASTRUM,MIRÓ GANXETS REUS,0,6,,
Jornada 4,03/02/2024,19:00,"MIRÓ GANXETS REUS ""A""",LA LLEDONERA APE CERÁMICA,2,4,,
Jornada 4,03/02/2024,19:00,REUS DEPORTIU,CLUB REQUENA SPIN TENIS DE MESA,4,2,,
Jornada 4,03/02/2024,19:00,C.D. TENIS DE MESA RIVAS PROMESAS,EIVISSA-PATRIMONI DE LA HUMANITAT,4,2,,
Jornada 4,03/02/2024,19:00,FUENCARRAL TM,ALUCHE TM,3,4,,
Jornada 5,16/03/2024,10:00,REUS DEPORTIU,"MIRÓ GANXETS REUS ""A""",4,2,,
Jornada 5,16/03/2024,16:30,LA LLEDONERA APE CERÁMICA,EIVISSA-PATRIMONI DE LA HUMANITAT,4,2,,
Jornada 5,16/03/2024,16:30,CLUB REQUENA SPIN TENIS DE MESA,C.D. TENIS DE MESA RIVAS PROMESAS,0,6,,
Jornada 5,16/03/2024,16:30,MIRÓ GANXETS REUS,ALUCHE TM,6,0,,
Jornada 5,16/03/2024,16:30,"MIRÓ GANXETS REUS ""A""",CLUB TENIS TAULA CAMBRILS-OLEASTRUM,2,4,,
Jornada 5,16/03/2024,19:00,LA LLEDONERA APE CERÁMICA,FUENCARRAL TM,5,1,,
Jornada 5,16/03/2024,19:00,CLUB REQUENA SPIN TENIS DE MESA,EIVISSA-PATRIMONI DE LA HUMANITAT,1,5,,
Jornada 5,16/03/2024,19:00,MIRÓ GANXETS REUS,C.D. TENIS DE MESA RIVAS PROMESAS,6,0,,
Jornada 5,16/03/2024,19:00,CLUB TENIS TAULA CAMBRILS-OLEASTRUM,REUS DEPORTIU,4,3,,
Jornada 5,17/03/2024,10:00,LA LLEDONERA APE CERÁMICA,ALUCHE TM,4,2,,
Jornada 5,17/03/2024,10:00,CLUB REQUENA SPIN TENIS DE MESA,FUENCARRAL TM,5,1,,
