jornada,date,time,team_a,team_b,score_a,score_b,venue,referee
Jornada 1,30/09/2023,17:00,CTM ALCALA IMPORALIA,CIRCULO MERCANTIL INDUSTRIAL DE SEVILLA,4,3,,
Jornada 1,30/09/2023,17:00,FRANCISCO R. POMARES S.L. ELCHE,CTM MURCIA,4,2,,
Jornada 1,30/09/2023,18:00,CTM VEGAS DEL GENIL,AQADEM.COM,1,5,,
Jornada 1,01/10/2023,10:30,SAN SEBASTIAN DE LOS REYES,FUENCARRAL TM,0,6,,
Jornada 1,01/10/2023,11:00,CONSERVAS LOLA,EXTREMADURA TM ALMENDRALEJO,5,1,,
Jornada 2,07/10/2023,17:00,MADRID CAPITAL TM,SAN SEBASTIAN DE LOS REYES,6,0,,
Jornada 2,07/10/2023,18:00,EXTREMADURA TM ALMENDRALEJO,FUENCARRAL TM,4,2,,
Jornada 2,07/10/2023,18:00,CTM VEGAS DEL GENIL,FRANCISCO R. POMARES S.L. ELCHE,1,5,,
Jornada 2,08/10/2023,11:00,EXTREMADURA TM ALMENDRALEJO,CIRCULO MERCANTIL INDUSTRIAL DE SEVILLA,2,4,,
Jornada 2,08/10/2023,11:00,CLUB DEPORTIVO HUÉTOR VEGA TM,FRANCISCO R. POMARES S.L. ELCHE,4,2,,
Jornada 3,14/10/2023,10:00,FUENCARRAL TM,CLUB DEPORTIVO HUÉTOR VEGA TM,0,6,,
Jornada 3,14/10/2023,17:00,MADRID CAPITAL TM,CLUB DEPORTIVO HUÉTOR VEGA TM,4,2,,
Jornada 3,14/10/2023,17:00,FRANCISCO R. POMARES S.L. ELCHE,CIRCULO MERCANTIL INDUSTRIAL DE SEVILLA,5,1,,
Jornada 3,15/10/2023,10:30,SAN SEBASTIAN DE LOS REYES,CLUB DEPORTIVO HUÉTOR VEGA TM,0,6,,
Jornada 3,15/10/2023,10:30,CTM MURCIA,CIRCULO MERCANTIL INDUSTRIAL DE SEVILLA,4,2,,
Jornada 3,15/10/2023,11:00,EXTREMADURA TM ALMENDRALEJO,MADRID CAPITAL TM,0,6,,
Jornada 3,15/10/2023,11:00,CONSERVAS LOLA,CTM ALCALA IMPORALIA,4,3,,
Jornada 4,21/10/2023,11:00,EXTREMADURA TM ALMENDRALEJO,SAN SEBASTIAN DE LOS REYES,6,0,,
Jornada 4,21/10/2023,17:00,FRANCISCO R. POMARES S.L. ELCHE,FUENCARRAL TM,4,2,,
Jornada 4,21/10/2023,18:00,CIRCULO MERCANTIL INDUSTRIAL DE SEVILLA,SAN SEBASTIAN DE LOS REYES,4,3,,
Jornada 4,22/10/2023,10:30,CTM MURCIA,FUENCARRAL TM,4,2,,
Jornada 4,22/10/2023,11:00,CTM ALCALA IMPORALIA,CTM VEGAS DEL GENIL,2,4,,
Jornada 4,22/10/2023,11:00,CONSERVAS LOLA,SAN SEBASTIAN DE LOS REYES,6,0,,
Jornada 4,22/10/2023,11:00,CLUB DEPORTIVO HUÉTOR VEGA TM,AQADEM.COM,2,4,,
Jornada 5,28/10/2023,10:00,MADRID CAPITAL TM,CTM VEGAS DEL GENIL,2,4,,
Jornada 5,28/10/2023,17:00,SAN SEBASTIAN DE LOS REYES,CTM VEGAS DEL GENIL,0,6,,
Jornada 5,28/10/2023,17:00,AQADEM.COM,CTM MURCIA,1,5,,
Jornada 5,29/10/2023,10:00,FUENCARRAL TM,CTM VEGAS DEL GENIL,5,1,,
Jornada 5,29/10/2023,11:00,CTM ALCALA IMPORALIA,CTM MURCIA,1,5,,
Jornada 5,29/10/2023,11:00,CLUB DEPORTIVO HUÉTOR VEGA TM,CIRCULO MERCANTIL INDUSTRIAL DE SEVILLA,4,2,,
Jornada 6,11/11/2023,17:00,FRANCISCO R. POMARES S.L. ELCHE,SAN SEBASTIAN DE LOS REYES,6,0,,
Jornada 6,11/11/2023,17:00,AQADEM.COM,CTM ALCALA IMPORALIA,6,0,,
Jornada 6,11/11/2023,17:30,CONSERVAS LOLA,MADRID CAPITAL TM,1,5,,
Jornada 6,12/11/2023,11:00,CTM MURCIA,SAN SEBASTIAN DE LOS REYES,4,3,,
Jornada 6,12/11/2023,12:00,CIRCULO MERCANTIL INDUSTRIAL DE SEVILLA,MADRID CAPITAL TM,4,3,,
Jornada 7,18/11/2023,17:00,AQADEM.COM,CIRCULO MERCANTIL INDUSTRIAL DE SEVILLA,5,1,,
Jornada 7,18/11/2023,17:00,FRANCISCO R. POMARES S.L. ELCHE,EXTREMADURA TM ALMENDRALEJO,5,1,,
Jornada 7,18/11/2023,18:00,CTM VEGAS DEL GENIL,CONSERVAS LOLA,2,4,,
Jornada 7,19/11/2023,10:00,FUENCARRAL TM,MADRID CAPITAL TM,2,4,,
Jornada 7,19/11/2023,11:00,CLUB DEPORTIVO HUÉTOR VEGA TM,CONSERVAS LOLA,5,1,,
Jornada 7,19/11/2023,11:00,CTM MURCIA,EXTREMADURA TM ALMENDRALEJO,5,1,,
Jornada 8,25/11/2023,17:00,AQADEM.COM,FRANCISCO R. POMARES S.L. ELCHE,2,4,,
Jornada 8,25/11/2023,17:30,CONSERVAS LOLA,FUENCARRAL TM,5,1,,
Jornada 8,25/11/2023,18:00,CTM VEGAS DEL GENIL,CTM MURCIA,3,4,,
Jornada 8,26/11/2023,11:00,CTM ALCALA IMPORALIA,FRANCISCO R. POMARES S.L. ELCHE,2,4,,
Jornada 8,26/11/2023,11:00,CLUB DEPORTIVO HUÉTOR VEGA TM,CTM MURCIA,1,5,,
Jornada 8,26/11/2023,12:00,CIRCULO MERCANTIL INDUSTRIAL DE SEVILLA,FUENCARRAL TM,4,2,,
Jornada 9,02/12/2023,10:00,FUENCARRAL TM,AQADEM.COM,0,6,,
Jornada 9,02/12/2023,17:00,CTM ALCALA IMPORALIA,CLUB DEPORTIVO HUÉTOR VEGA TM,3,4,,
Jornada 9,02/12/2023,17:00,FRANCISCO R. POMARES S.L. ELCHE,CONSERVAS LOLA,4,2,,
Jornada 9,02/12/2023,17:00,MADRID CAPITAL TM,AQADEM.COM,1,5,,
Jornada 9,02/12/2023,18:00,EXTREMADURA TM ALMENDRALEJO,CTM VEGAS DEL GENIL,1,5,,
Jornada 9,03/12/2023,10:30,SAN SEBASTIAN DE LOS REYES,AQADEM.COM,0,6,,
Jornada 9,03/12/2023,11:00,CTM MURCIA,CONSERVAS LOLA,4,2,,
Jornada 9,03/12/2023,12:00,CIRCULO MERCANTIL INDUSTRIAL DE SEVILLA,CTM VEGAS DEL GENIL,4,2,,
Jornada 10,16/12/2023,17:00,FRANCISCO R. POMARES S.L. ELCHE,MADRID CAPITAL TM,5,1,,
Jornada 10,16/12/2023,17:00,AQADEM.COM,EXTREMADURA TM ALMENDRALEJO,5,1,,
Jornada 10,16/12/2023,18:00,CTM VEGAS DEL GENIL,CLUB DEPORTIVO HUÉTOR VEGA TM,2,4,,
Jornada 10,17/12/2023,11:00,CTM MURCIA,MADRID CAPITAL TM,6,0,,
Jornada 10,17/12/2023,11:00,CTM ALCALA IMPORALIA,EXTREMADURA TM ALMENDRALEJO,4,3,,
Jornada 10,17/12/2023,12:00,CIRCULO MERCANTIL INDUSTRIAL DE SEVILLA,CONSERVAS LOLA,4,2,,
Jornada 11,13/01/2024,10:30,SAN SEBASTIAN DE LOS REYES,CTM ALCALA IMPORALIA,4,2,,
Jornada 11,13/01/2024,17:00,MADRID CAPITAL TM,CTM ALCALA IMPORALIA,4,3,,
Jornada 11,13/01/2024,18:00,EXTREMADURA TM ALMENDRALEJO,CLUB DEPORTIVO HUÉTOR VEGA TM,2,4,,
